ref_date,year,quarter,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,nominal_gdp_100m_cny,real_gdp_100m_cny,consumption_100m_cny,investment_100m_cny,government_spending_100m_cny,exports_100m_cny,imports_100m_cny,net_export_100m_cny,gdp_yoy_pct,consumption_contrib_pct,investment_contrib_pct,net_export_contrib_pct,seasonal_adj,source_org,release_date,data_status
2018-04-01,2018,2,region,CN-R-NE,东北,CN,中国,10490.22,10244.36,5519.6,4526.64,1649.01,1743.64,2948.67,-1205.03,5.742,55.336,27.4,17.264,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,region,CN-R-EC,华东,CN,中国,87140.09,85097.75,45963.46,36809.65,13823.47,16215.54,25672.03,-9456.49,6.269,57.167,32.602,10.231,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,region,CN-R-CC,华中,CN,中国,28441.0,27774.41,14690.9,11990.28,4581.54,4700.51,7522.23,-2821.72,5.597,52.385,37.026,10.589,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,region,CN-R-SC,华南,CN,中国,29308.07,28621.16,15641.41,12913.48,4597.4,4598.48,8442.7,-3844.22,5.977,62.888,36.8,0.312,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,region,CN-R-SW,西南,CN,中国,25368.37,24773.8,13318.15,11046.07,3936.39,4644.8,7577.04,-2932.24,5.823,49.257,27.431,23.312,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,region,CN-R-NW,西北,CN,中国,13357.65,13044.58,6780.17,5691.5,1979.73,2604.9,3698.65,-1093.75,6.316,58.107,29.71,12.183,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-BJ,北京,CN-R-NC,华北,8096.24,7906.49,4286.98,3615.12,1198.72,1567.66,2572.24,-1004.58,5.77,66.17,33.723,0.107,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-TJ,天津,CN-R-NC,华北,3167.86,3093.62,1684.14,1352.39,448.63,549.58,866.88,-317.3,5.481,60.684,25.627,13.689,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-HE,河北,CN-R-NC,华北,8170.68,7979.18,4187.22,3509.72,1144.07,1428.07,2098.4,-670.33,5.362,50.558,30.386,19.056,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-SX,山西,CN-R-NC,华北,4438.27,4334.25,2314.24,1877.25,642.8,912.83,1308.85,-396.02,5.687,54.955,33.238,11.807,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-NM,内蒙古,CN-R-NC,华北,3210.01,3134.78,1620.41,1474.12,465.02,569.12,918.66,-349.54,6.275,54.262,28.008,17.73,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-LN,辽宁,CN-R-NE,东北,5442.86,5315.3,2882.0,2423.87,858.7,865.11,1586.82,-721.71,5.798,66.108,23.349,10.543,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-JL,吉林,CN-R-NE,东北,2050.34,2002.29,1110.76,871.94,331.14,355.9,619.4,-263.5,5.229,57.85,27.967,14.183,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-HL,黑龙江,CN-R-NE,东北,2997.01,2926.77,1526.85,1230.82,459.17,522.62,742.45,-219.83,6.148,65.681,29.366,4.953,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-SH,上海,CN-R-EC,华东,7991.88,7804.58,4342.99,3318.59,1202.41,1512.14,2384.25,-872.11,6.399,61.812,26.834,11.354,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-JS,江苏,CN-R-EC,华东,21379.82,20878.73,11029.13,8815.35,3170.43,4185.86,5820.95,-1635.09,6.015,58.735,29.408,11.857,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-ZJ,浙江,CN-R-EC,华东,15215.13,14858.52,8127.26,6655.9,2301.78,2509.85,4379.66,-1869.81,5.941,56.305,27.537,16.158,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-AH,安徽,CN-R-EC,华东,8197.41,8005.28,4172.95,3449.24,1406.02,1480.33,2311.13,-830.8,5.366,61.477,27.254,11.269,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-FJ,福建,CN-R-EC,华东,8747.78,8542.75,4588.23,3575.38,1456.14,1701.23,2573.2,-871.97,5.403,60.717,34.77,4.513,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-JX,江西,CN-R-EC,华东,5604.62,5473.26,2999.79,2377.78,907.15,1182.52,1862.62,-680.1,6.118,63.881,28.961,7.158,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-SD,山东,CN-R-EC,华东,20003.46,19534.62,10703.11,8617.42,3379.54,3643.6,6340.21,-2696.61,5.489,62.898,23.442,13.66,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-HA,河南,CN-R-CC,华中,10088.23,9851.79,5193.96,4336.62,1696.87,1861.36,3000.58,-1139.22,5.517,60.457,34.35,5.193,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-HB,湖北,CN-R-CC,华中,9735.84,9507.65,5107.47,3978.66,1565.37,1514.65,2430.31,-915.66,5.583,66.349,24.9,8.751,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-HN,湖南,CN-R-CC,华中,8616.93,8414.97,4389.47,3675.0,1319.29,1324.5,2091.33,-766.83,6.159,63.544,34.205,2.251,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-GD,广东,CN-R-SC,华南,23270.1,22724.7,12509.45,10300.93,3640.1,3581.03,6761.41,-3180.38,6.317,49.337,31.567,19.096,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-GX,广西,CN-R-SC,华南,4676.28,4566.68,2424.75,1995.57,740.24,801.82,1286.1,-484.28,6.216,50.014,34.543,15.443,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-HI,海南,CN-R-SC,华南,1361.69,1329.78,707.22,616.98,217.06,215.63,395.2,-179.57,5.302,64.095,30.821,5.084,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-CQ,重庆,CN-R-SW,西南,5053.06,4934.63,2599.13,2160.39,851.76,1025.3,1583.52,-558.22,5.893,57.107,26.573,16.32,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-SC,四川,CN-R-SW,西南,11136.6,10875.59,5744.84,4821.9,1729.93,1951.3,3111.37,-1160.07,6.024,57.228,35.646,7.126,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-GZ,贵州,CN-R-SW,西南,4181.66,4083.66,2293.19,1826.92,608.03,761.32,1307.8,-546.48,5.662,49.035,27.619,23.346,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-YN,云南,CN-R-SW,西南,4487.12,4381.95,2418.27,2003.85,660.21,824.62,1419.83,-595.21,6.374,51.256,27.429,21.315,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-XZ,西藏,CN-R-SW,西南,509.93,497.98,262.73,233.0,86.46,82.26,154.52,-72.26,6.397,66.407,35.749,-2.156,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-SN,陕西,CN-R-NW,西北,6306.81,6158.99,3221.64,2684.13,936.49,1319.01,1854.46,-535.45,5.924,65.777,36.9,-2.677,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-GS,甘肃,CN-R-NW,西北,1920.72,1875.7,1005.93,808.84,279.21,358.67,531.93,-173.26,6.575,63.543,35.425,1.032,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-QH,青海,CN-R-NW,西北,919.09,897.55,455.83,388.01,146.41,165.56,236.72,-71.16,6.565,65.277,34.751,-0.028,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-NX,宁夏,CN-R-NW,西北,1243.1,1213.97,638.15,526.91,192.8,264.62,379.38,-114.76,6.503,53.114,32.658,14.228,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,province,CN-XJ,新疆,CN-R-NW,西北,2967.92,2898.37,1458.62,1283.61,424.82,497.04,696.17,-199.13,5.87,66.028,30.55,3.422,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,city,CN-GZ-GZ,广州,CN-GD,广东,4132.09,4035.24,2209.95,1785.6,578.34,882.18,1323.98,-441.8,5.053,53.452,29.771,16.777,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,city,CN-GD-SZ,深圳,CN-GD,广东,5050.12,4931.76,2647.58,2107.69,723.73,896.21,1325.09,-428.88,6.227,51.738,36.788,11.474,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,3045.67,2974.28,1607.11,1287.63,434.64,556.19,839.9,-283.71,5.659,57.509,37.449,5.042,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,city,CN-JS-NJ,南京,CN-JS,江苏,3256.69,3180.36,1757.85,1307.81,510.92,627.16,947.05,-319.89,5.661,64.713,25.047,10.24,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,city,CN-HB-WH,武汉,CN-HB,湖北,2449.68,2392.27,1314.32,1075.13,372.02,489.29,801.08,-311.79,6.139,66.543,37.387,-3.93,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,city,CN-SC-CD,成都,CN-SC,四川,2649.21,2587.12,1407.75,1118.03,419.93,497.5,794.0,-296.5,6.645,53.59,25.398,21.012,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,city,CN-SN-XA,西安,CN-SN,陕西,1379.96,1347.62,755.32,557.58,200.64,297.42,431.0,-133.58,5.669,63.387,33.364,3.249,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,city,CN-JS-SZ,苏州,CN-JS,江苏,4783.65,4671.53,2538.44,1971.64,746.27,999.74,1472.44,-472.7,6.524,54.049,34.292,11.659,SA,国家统计局,2018-05-26,final
2018-04-01,2018,2,city,CN-SD-QD,青岛,CN-SD,山东,3092.37,3019.89,1656.97,1299.34,474.33,643.03,981.3,-338.27,5.305,58.883,37.659,3.458,NSA,国家统计局,2018-05-26,final
2018-04-01,2018,2,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,2085.5,2036.62,1102.86,888.55,314.01,408.78,628.7,-219.92,6.316,50.126,33.87,16.004,NSA,国家统计局,2018-05-26,final
2018-07-01,2018,3,national,CN,中国,,,239029.46,233427.21,131040.31,101750.71,37433.81,43554.98,74750.35,-31195.37,5.213,55.94,24.644,19.416,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,region,CN-R-NC,华北,CN,中国,28257.35,27595.06,15598.97,11568.56,4446.93,5145.98,8503.09,-3357.11,5.556,60.145,27.52,12.335,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,region,CN-R-NE,东北,CN,中国,11486.02,11216.82,6312.71,4783.52,1908.18,2418.28,3936.67,-1518.39,5.757,55.495,34.546,9.959,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,region,CN-R-EC,华东,CN,中国,93660.98,91465.8,50452.58,41335.24,14571.93,15628.52,28327.29,-12698.77,5.564,56.476,27.014,16.51,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,region,CN-R-CC,华中,CN,中国,31284.56,30551.33,17850.71,13451.0,4639.08,5865.68,10521.91,-4656.23,5.712,64.943,25.343,9.714,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,region,CN-R-SC,华南,CN,中国,32216.4,31461.33,17884.18,13071.31,5162.29,6149.67,10051.05,-3901.38,5.583,58.22,37.402,4.378,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,region,CN-R-SW,西南,CN,中国,28132.29,27472.93,15090.62,11704.84,4387.0,5602.32,8652.49,-3050.17,5.427,54.355,32.737,12.908,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,region,CN-R-NW,西北,CN,中国,13991.87,13663.93,7850.53,5836.24,2318.41,2744.53,4757.84,-2013.31,6.306,56.436,33.581,9.983,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-BJ,北京,CN-R-NC,华北,8480.88,8282.1,4709.41,3365.47,1255.16,1595.76,2444.92,-849.16,5.633,50.994,28.984,20.022,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-TJ,天津,CN-R-NC,华北,3413.56,3333.56,1879.59,1445.38,508.14,571.46,991.01,-419.55,6.373,53.355,37.382,9.263,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-HE,河北,CN-R-NC,华北,8293.85,8099.47,4533.41,3416.49,1390.68,1502.65,2549.38,-1046.73,6.095,60.699,25.646,13.655,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-SX,山西,CN-R-NC,华北,4658.82,4549.62,2604.07,1955.67,746.4,887.09,1534.41,-647.32,4.951,50.401,38.351,11.248,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-NM,内蒙古,CN-R-NC,华北,3410.24,3330.31,1872.48,1385.55,546.55,589.02,983.36,-394.34,5.447,56.174,38.31,5.516,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-LN,辽宁,CN-R-NE,东北,5792.74,5656.98,3293.75,2320.55,978.74,1252.94,2053.24,-800.3,6.43,64.503,29.04,6.457,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-JL,吉林,CN-R-NE,东北,2353.96,2298.78,1251.65,1005.38,397.26,524.45,824.78,-300.33,5.909,63.903,26.037,10.06,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-HL,黑龙江,CN-R-NE,东北,3339.32,3261.06,1767.32,1457.59,532.18,640.89,1058.66,-417.77,5.088,63.629,35.414,0.957,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-SH,上海,CN-R-EC,华东,8858.14,8650.53,4765.6,3838.73,1430.93,1667.28,2844.4,-1177.12,5.117,66.646,24.588,8.766,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-JS,江苏,CN-R-EC,华东,23238.19,22693.54,12645.02,9961.97,3749.47,3980.7,7098.97,-3118.27,5.884,63.104,35.755,1.141,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-ZJ,浙江,CN-R-EC,华东,16126.98,15749.0,8634.06,7078.09,2674.29,2508.31,4767.77,-2259.46,5.504,52.468,36.678,10.854,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-AH,安徽,CN-R-EC,华东,8731.31,8526.67,4781.09,3935.7,1299.53,1407.58,2692.59,-1285.01,6.03,66.047,33.857,0.096,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-FJ,福建,CN-R-EC,华东,9639.81,9413.87,5150.55,4135.18,1488.13,1672.72,2806.77,-1134.05,6.205,56.594,37.335,6.071,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-JX,江西,CN-R-EC,华东,5924.24,5785.39,3290.0,2627.99,905.01,1033.92,1932.68,-898.76,5.309,58.423,30.435,11.142,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-SD,山东,CN-R-EC,华东,21142.3,20646.78,11186.26,9757.58,3024.57,3358.02,6184.13,-2826.11,5.412,65.801,33.884,0.315,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-HA,河南,CN-R-CC,华中,11368.9,11102.44,6614.48,4908.73,1790.45,2040.11,3984.87,-1944.76,4.98,52.667,24.9,22.433,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-HB,湖北,CN-R-CC,华中,10548.18,10300.95,5974.17,4361.62,1568.14,1864.44,3220.19,-1355.75,5.141,58.92,31.213,9.867,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-HN,湖南,CN-R-CC,华中,9367.48,9147.93,5262.06,4180.65,1280.49,1961.14,3316.86,-1355.72,6.001,61.77,38.652,-0.422,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-GD,广东,CN-R-SC,华南,25369.02,24774.44,13995.25,10262.16,4055.66,4943.57,7887.62,-2944.05,5.188,58.647,28.713,12.64,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-GX,广西,CN-R-SC,华南,5348.18,5222.83,3037.81,2181.16,865.21,957.36,1693.36,-736.0,5.725,65.699,23.535,10.766,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-HI,海南,CN-R-SC,华南,1499.2,1464.06,851.12,627.99,241.41,248.74,470.06,-221.32,5.517,62.62,33.113,4.267,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-CQ,重庆,CN-R-SW,西南,5696.07,5562.56,3081.11,2341.74,898.07,1084.79,1709.64,-624.85,5.553,63.949,26.073,9.978,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-SC,四川,CN-R-SW,西南,12160.13,11875.13,6493.39,5029.26,1986.1,2548.84,3897.46,-1348.62,5.167,65.003,37.996,-2.999,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-GZ,贵州,CN-R-SW,西南,4619.44,4511.17,2419.04,1971.74,685.46,826.94,1283.74,-456.8,5.281,53.222,36.468,10.31,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-YN,云南,CN-R-SW,西南,5083.46,4964.31,2791.17,2116.85,734.01,1023.49,1582.06,-558.57,5.704,66.702,34.312,-1.014,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-XZ,西藏,CN-R-SW,西南,573.19,559.76,305.9,245.25,83.36,118.25,179.57,-61.32,5.927,50.338,33.149,16.513,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-SN,陕西,CN-R-NW,西北,6616.68,6461.59,3650.56,2711.63,1110.14,1276.2,2131.85,-855.65,5.226,62.634,30.183,7.183,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-GS,甘肃,CN-R-NW,西北,2014.93,1967.71,1140.6,859.05,328.82,423.61,737.15,-313.54,6.297,60.142,30.131,9.727,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-QH,青海,CN-R-NW,西北,949.14,926.9,555.99,403.28,149.18,180.89,340.2,-159.31,5.775,66.98,33.918,-0.898,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-NX,宁夏,CN-R-NW,西北,1286.03,1255.88,739.59,551.23,211.65,232.38,448.82,-216.44,5.723,51.629,33.705,14.666,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,province,CN-XJ,新疆,CN-R-NW,西北,3125.1,3051.85,1763.8,1311.04,518.62,631.45,1099.81,-468.36,6.307,54.004,35.182,10.814,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,city,CN-GZ-GZ,广州,CN-GD,广东,4439.39,4335.34,2333.2,1844.0,613.12,779.1,1130.03,-350.93,5.454,66.731,31.611,1.658,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,city,CN-GD-SZ,深圳,CN-GD,广东,5530.44,5400.82,2949.09,2226.76,815.46,1033.55,1494.42,-460.87,5.12,57.988,33.827,8.185,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,3488.88,3407.11,1816.2,1497.43,562.48,621.63,1008.86,-387.23,5.141,51.048,23.757,25.195,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,city,CN-JS-NJ,南京,CN-JS,江苏,3568.56,3484.92,1893.98,1456.22,530.1,714.95,1026.69,-311.74,5.195,50.842,25.227,23.931,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,city,CN-HB-WH,武汉,CN-HB,湖北,2555.3,2495.41,1335.3,1121.29,355.28,498.92,755.49,-256.57,5.422,60.205,23.386,16.409,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,city,CN-SC-CD,成都,CN-SC,四川,2975.27,2905.53,1589.01,1228.07,414.51,621.31,877.63,-256.32,5.184,53.585,33.243,13.172,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,city,CN-SN-XA,西安,CN-SN,陕西,1490.98,1456.04,815.36,604.45,207.01,281.9,417.74,-135.84,6.368,49.317,26.2,24.483,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,city,CN-JS-SZ,苏州,CN-JS,江苏,5279.65,5155.9,2774.67,2206.82,769.28,985.48,1456.6,-471.12,6.28,55.01,28.981,16.009,SA,国家统计局,2018-08-25,final
2018-07-01,2018,3,city,CN-SD-QD,青岛,CN-SD,山东,3506.61,3424.43,1924.63,1489.7,529.63,640.8,1078.15,-437.35,6.136,54.93,38.886,6.184,NSA,国家统计局,2018-08-25,final
2018-07-01,2018,3,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,2262.44,2209.42,1200.36,959.26,331.2,415.1,643.48,-228.38,5.642,51.859,25.122,23.019,NSA,国家统计局,2018-08-25,final
2018-10-01,2018,4,national,CN,中国,,,257214.76,251186.29,134198.83,103476.18,38085.43,48480.52,67026.2,-18545.68,5.351,65.032,23.508,11.46,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,region,CN-R-NC,华北,CN,中国,30032.7,29328.81,15661.78,11747.29,4396.91,5274.16,7047.44,-1773.28,5.937,63.128,24.917,11.955,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,region,CN-R-NE,东北,CN,中国,12134.9,11850.49,6381.69,5009.98,1635.35,2327.4,3219.52,-892.12,5.173,60.965,31.794,7.241,SA,国家统计局,2018-11-25,final
2018-10-01,2018,4,region,CN-R-EC,华东,CN,中国,101107.99,98738.27,51879.3,40323.6,15381.55,18935.72,25412.18,-6476.46,5.201,62.614,35.129,2.257,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,region,CN-R-CC,华中,CN,中国,34932.99,34114.24,18843.25,13974.8,5154.44,6673.73,9713.23,-3039.5,5.673,60.573,38.56,0.867,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,region,CN-R-SC,华南,CN,中国,33679.42,32890.06,17276.21,13602.01,4938.96,6692.35,8830.11,-2137.76,6.151,57.088,30.338,12.574,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,region,CN-R-SW,西南,CN,中国,30237.6,29528.91,16086.39,12660.15,4386.11,5841.42,8736.47,-2895.05,5.178,53.241,38.078,8.681,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,region,CN-R-NW,西北,CN,中国,15089.15,14735.51,8070.21,6158.34,2192.11,2735.74,4067.25,-1331.51,6.026,52.865,33.169,13.966,SA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-BJ,北京,CN-R-NC,华北,8914.77,8705.83,4709.12,3648.82,1368.35,1403.64,2215.16,-811.52,6.076,62.788,24.679,12.533,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-TJ,天津,CN-R-NC,华北,3634.48,3549.3,1819.23,1378.07,513.67,705.0,781.49,-76.49,6.358,50.278,38.851,10.871,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-HE,河北,CN-R-NC,华北,8883.49,8675.28,4645.49,3359.4,1275.11,1645.85,2042.36,-396.51,6.01,61.742,24.161,14.097,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-SX,山西,CN-R-NC,华北,5049.71,4931.36,2610.04,1947.71,754.27,935.46,1197.77,-262.31,6.533,59.56,31.933,8.507,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-NM,内蒙古,CN-R-NC,华北,3550.25,3467.04,1877.9,1413.28,485.51,584.21,810.65,-226.44,6.091,50.976,33.298,15.726,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-LN,辽宁,CN-R-NE,东北,6349.47,6200.65,3355.75,2658.0,821.37,1261.18,1746.83,-485.65,5.212,54.187,38.784,7.029,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-JL,吉林,CN-R-NE,东北,2451.08,2393.64,1263.55,964.85,363.35,470.19,610.86,-140.67,6.28,51.854,38.505,9.641,SA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-HL,黑龙江,CN-R-NE,东北,3334.35,3256.2,1762.39,1387.13,450.63,596.03,861.83,-265.8,5.913,62.114,28.373,9.513,SA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-SH,上海,CN-R-EC,华东,9120.78,8907.02,4709.91,3528.77,1412.29,1868.24,2398.43,-530.19,5.676,57.483,28.763,13.754,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-JS,江苏,CN-R-EC,华东,24952.69,24367.86,12599.12,10253.59,3933.96,4347.95,6181.93,-1833.98,6.305,50.44,28.74,20.82,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-ZJ,浙江,CN-R-EC,华东,17738.82,17323.07,8843.73,7225.04,2737.23,3194.27,4261.45,-1067.18,5.281,53.458,37.54,9.002,SA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-AH,安徽,CN-R-EC,华东,9419.07,9198.31,5037.49,3588.48,1321.46,1723.93,2252.29,-528.36,5.134,53.89,26.452,19.658,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-FJ,福建,CN-R-EC,华东,10299.62,10058.21,5518.52,4089.95,1609.14,1931.42,2849.41,-917.99,6.197,52.896,29.059,18.045,SA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-JX,江西,CN-R-EC,华东,6532.21,6379.12,3420.15,2609.97,920.13,1365.26,1783.3,-418.04,5.536,61.312,24.65,14.038,SA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-SD,山东,CN-R-EC,华东,23044.8,22504.69,11750.39,9027.79,3447.34,4504.66,5685.38,-1180.72,6.145,60.369,28.374,11.257,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-HA,河南,CN-R-CC,华中,12796.03,12496.12,7018.49,4998.54,2026.44,2566.36,3813.8,-1247.44,6.055,53.954,32.163,13.883,SA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-HB,湖北,CN-R-CC,华中,11888.94,11610.29,6378.38,4937.94,1683.04,2264.54,3374.96,-1110.42,5.054,55.836,29.204,14.96,SA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-HN,湖南,CN-R-CC,华中,10248.02,10007.83,5446.38,4038.32,1444.96,1842.82,2524.46,-681.64,5.761,55.691,35.328,8.981,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-GD,广东,CN-R-SC,华南,26668.71,26043.67,13819.35,10856.81,3856.01,5245.26,7108.72,-1863.46,6.117,59.037,27.101,13.862,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-GX,广西,CN-R-SC,华南,5465.29,5337.2,2704.18,2152.31,824.28,1143.48,1358.96,-215.48,5.514,65.066,26.689,8.245,SA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-HI,海南,CN-R-SC,华南,1545.42,1509.2,752.68,592.89,258.67,303.61,362.43,-58.82,6.308,65.697,34.23,0.073,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-CQ,重庆,CN-R-SW,西南,5998.33,5857.75,3124.83,2564.47,841.16,1225.72,1757.85,-532.13,5.403,58.215,35.326,6.459,NSA,国家统计局,2018-11-25,final
2018-10-01,2018,4,province,CN-SC,四川,CN-R-SW,西南,13288.39,12976.95,7116.86,5603.47,1951.19,2591.44,3974.57,-1383.13,5.33,62.775,34.694,2.531,SA,国家统计局,2018-11-25,final
