ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,exports_musd,imports_musd,trade_balance_musd,export_yoy_pct,import_yoy_pct,top_export_category,top_import_category,top_export_partner,top_import_partner,source_org,release_date,data_status
2018-07-01,2018,7,province,CN-SC,四川,CN-R-SW,西南,13844.36,11880.13,1964.23,5.395,1.799,汽车,原油,澳大利亚,巴西,海关总署,2018-08-10,final
2018-07-01,2018,7,province,CN-GZ,贵州,CN-R-SW,西南,5203.92,4227.92,976.0,-3.04,7.412,纺织服装,机械设备,日本,中国香港,海关总署,2018-08-10,final
2018-07-01,2018,7,province,CN-YN,云南,CN-R-SW,西南,6202.44,5033.81,1168.63,5.633,2.492,高新技术产品,机械设备,东盟,中国香港,海关总署,2018-08-10,final
2018-07-01,2018,7,province,CN-XZ,西藏,CN-R-SW,西南,668.1,555.92,112.18,1.64,11.24,高新技术产品,农产品,美国,东盟,海关总署,2018-08-10,final
2018-07-01,2018,7,province,CN-SN,陕西,CN-R-NW,西北,7917.79,5735.59,2182.2,4.802,2.423,化工产品,机械设备,美国,韩国,海关总署,2018-08-10,final
2018-07-01,2018,7,province,CN-GS,甘肃,CN-R-NW,西北,2605.66,2051.85,553.81,4.429,9.419,钢材,原油,韩国,俄罗斯,海关总署,2018-08-10,final
2018-07-01,2018,7,province,CN-QH,青海,CN-R-NW,西北,1098.03,841.87,256.16,2.502,11.408,化工产品,集成电路,印度,中国香港,海关总署,2018-08-10,final
2018-07-01,2018,7,province,CN-NX,宁夏,CN-R-NW,西北,1667.19,1301.8,365.39,6.188,6.304,机电产品,农产品,印度,欧盟,海关总署,2018-08-10,final
2018-07-01,2018,7,province,CN-XJ,新疆,CN-R-NW,西北,4073.79,3414.71,659.08,0.15,10.188,机电产品,机械设备,欧盟,印度,海关总署,2018-08-10,final
2018-07-01,2018,7,city,CN-GZ-GZ,广州,CN-GD,广东,5513.92,4227.79,1286.13,1.345,1.958,高新技术产品,铁矿砂,欧盟,印度,海关总署,2018-08-10,final
2018-07-01,2018,7,city,CN-GD-SZ,深圳,CN-GD,广东,6818.58,5254.71,1563.87,-0.707,10.387,化工产品,化工品,印度,韩国,海关总署,2018-08-10,final
2018-07-01,2018,7,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,4138.44,3617.34,521.1,2.105,4.054,机电产品,铁矿砂,欧盟,印度,海关总署,2018-08-10,final
2018-07-01,2018,7,city,CN-JS-NJ,南京,CN-JS,江苏,4331.41,3741.25,590.16,-2.648,7.493,农产品,农产品,巴西,欧盟,海关总署,2018-08-10,final
2018-07-01,2018,7,city,CN-HB-WH,武汉,CN-HB,湖北,3196.49,2521.45,675.04,0.887,5.176,高新技术产品,化工品,美国,美国,海关总署,2018-08-10,final
2018-07-01,2018,7,city,CN-SC-CD,成都,CN-SC,四川,3496.34,3121.08,375.26,1.0,7.329,农产品,原油,俄罗斯,日本,海关总署,2018-08-10,final
2018-07-01,2018,7,city,CN-SN-XA,西安,CN-SN,陕西,1935.31,1634.8,300.51,4.756,2.272,高新技术产品,原油,俄罗斯,巴西,海关总署,2018-08-10,final
2018-07-01,2018,7,city,CN-JS-SZ,苏州,CN-JS,江苏,6675.75,5250.5,1425.25,-0.208,11.112,化工产品,原油,澳大利亚,澳大利亚,海关总署,2018-08-10,final
2018-07-01,2018,7,city,CN-SD-QD,青岛,CN-SD,山东,4076.37,3555.91,520.46,4.959,3.949,钢材,集成电路,美国,欧盟,海关总署,2018-08-10,final
2018-07-01,2018,7,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,2881.44,2526.3,355.14,5.505,6.128,钢材,天然气,欧盟,巴西,海关总署,2018-08-10,final
2018-08-01,2018,8,national,CN,中国,,,305524.27,241121.64,64402.63,5.668,3.13,化工产品,服务贸易,巴西,韩国,海关总署,2018-09-10,final
2018-08-01,2018,8,region,CN-R-NC,华北,CN,中国,35687.67,26844.87,8842.8,9.796,0.216,化工产品,农产品,美国,韩国,海关总署,2018-09-10,final
2018-08-01,2018,8,region,CN-R-NE,东北,CN,中国,13598.64,11394.07,2204.57,7.607,8.393,纺织服装,化工品,欧盟,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,region,CN-R-EC,华东,CN,中国,119332.31,89604.37,29727.94,3.408,0.755,钢材,铁矿砂,韩国,中国香港,海关总署,2018-09-10,final
2018-08-01,2018,8,region,CN-R-CC,华中,CN,中国,39202.58,30585.54,8617.04,4.262,1.374,纺织服装,集成电路,韩国,东盟,海关总署,2018-09-10,final
2018-08-01,2018,8,region,CN-R-SC,华南,CN,中国,42749.54,35694.49,7055.05,2.907,5.085,农产品,化工品,欧盟,中国香港,海关总署,2018-09-10,final
2018-08-01,2018,8,region,CN-R-SW,西南,CN,中国,37334.68,31569.24,5765.44,5.937,10.367,高新技术产品,天然气,印度,巴西,海关总署,2018-09-10,final
2018-08-01,2018,8,region,CN-R-NW,西北,CN,中国,17618.85,15429.07,2189.78,10.248,1.772,钢材,服务贸易,中国香港,东盟,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-BJ,北京,CN-R-NC,华北,10172.89,7185.92,2986.97,12.109,0.193,钢材,服务贸易,俄罗斯,美国,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-TJ,天津,CN-R-NC,华北,3894.9,2827.47,1067.43,8.681,5.723,服务贸易,服务贸易,美国,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-HE,河北,CN-R-NC,华北,11113.85,8693.56,2420.29,8.044,0.687,汽车,服务贸易,东盟,美国,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-SX,山西,CN-R-NC,华北,6314.14,5044.38,1269.76,11.153,4.918,汽车,原油,韩国,俄罗斯,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-NM,内蒙古,CN-R-NC,华北,4191.89,3093.53,1098.36,4.031,8.175,汽车,化工品,日本,俄罗斯,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-LN,辽宁,CN-R-NE,东北,7086.29,5961.34,1124.95,7.598,5.077,机电产品,农产品,澳大利亚,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-JL,吉林,CN-R-NE,东北,2838.27,2295.89,542.38,1.658,10.519,化工产品,原油,澳大利亚,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-HL,黑龙江,CN-R-NE,东北,3674.08,3136.84,537.24,3.647,8.835,汽车,化工品,巴西,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-SH,上海,CN-R-EC,华东,10524.49,7646.95,2877.54,5.423,5.276,纺织服装,铁矿砂,巴西,韩国,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-JS,江苏,CN-R-EC,华东,30633.09,23770.38,6862.71,10.177,5.327,化工产品,铁矿砂,日本,欧盟,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-ZJ,浙江,CN-R-EC,华东,21540.05,15594.2,5945.85,6.985,3.66,汽车,服务贸易,欧盟,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-AH,安徽,CN-R-EC,华东,11241.44,8031.4,3210.04,5.011,4.833,汽车,农产品,印度,欧盟,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-FJ,福建,CN-R-EC,华东,11173.72,8459.51,2714.21,5.22,10.219,钢材,天然气,俄罗斯,印度,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-JX,江西,CN-R-EC,华东,7143.03,5901.59,1241.44,7.4,6.465,农产品,原油,印度,澳大利亚,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-SD,山东,CN-R-EC,华东,27076.5,20200.33,6876.17,7.077,7.752,机电产品,天然气,欧盟,印度,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-HA,河南,CN-R-CC,华中,14833.86,11149.13,3684.73,3.958,10.534,化工产品,化工品,日本,澳大利亚,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-HB,湖北,CN-R-CC,华中,13265.29,10687.34,2577.95,6.952,9.571,钢材,天然气,日本,印度,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-HN,湖南,CN-R-CC,华中,11103.43,8749.07,2354.36,8.05,7.025,汽车,农产品,东盟,美国,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-GD,广东,CN-R-SC,华南,34234.71,28073.4,6161.31,3.546,4.923,机电产品,铁矿砂,日本,俄罗斯,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-GX,广西,CN-R-SC,华南,6653.59,5991.9,661.69,8.733,2.849,高新技术产品,天然气,东盟,中国香港,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-HI,海南,CN-R-SC,华南,1861.24,1629.19,232.05,10.775,2.291,农产品,集成电路,韩国,欧盟,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-CQ,重庆,CN-R-SW,西南,7922.31,6429.43,1492.88,7.282,8.496,纺织服装,化工品,澳大利亚,中国香港,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-SC,四川,CN-R-SW,西南,16333.17,13749.32,2583.85,10.416,6.908,服务贸易,农产品,东盟,巴西,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-GZ,贵州,CN-R-SW,西南,6050.15,4912.07,1138.08,12.284,2.567,纺织服装,服务贸易,东盟,韩国,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-YN,云南,CN-R-SW,西南,6319.67,5829.04,490.63,4.446,10.162,化工产品,机械设备,巴西,中国香港,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-XZ,西藏,CN-R-SW,西南,709.37,649.38,59.99,7.699,10.262,机电产品,天然气,日本,东盟,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-SN,陕西,CN-R-NW,西北,8416.38,7587.1,829.28,8.629,6.999,机电产品,化工品,韩国,澳大利亚,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-GS,甘肃,CN-R-NW,西北,2432.6,2135.27,297.33,4.073,2.043,服务贸易,集成电路,日本,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-QH,青海,CN-R-NW,西北,1172.77,1095.08,77.69,2.698,1.452,机电产品,化工品,俄罗斯,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-NX,宁夏,CN-R-NW,西北,1701.14,1430.61,270.53,6.243,2.957,农产品,农产品,巴西,俄罗斯,海关总署,2018-09-10,final
2018-08-01,2018,8,province,CN-XJ,新疆,CN-R-NW,西北,3895.95,3181.01,714.94,4.367,5.113,服务贸易,化工品,中国香港,美国,海关总署,2018-09-10,final
2018-08-01,2018,8,city,CN-GZ-GZ,广州,CN-GD,广东,5739.04,4268.02,1471.02,3.579,6.781,服务贸易,集成电路,东盟,韩国,海关总署,2018-09-10,final
2018-08-01,2018,8,city,CN-GD-SZ,深圳,CN-GD,广东,7107.15,5883.54,1223.61,11.281,3.49,纺织服装,集成电路,澳大利亚,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,4060.83,3340.06,720.77,3.543,4.257,高新技术产品,化工品,澳大利亚,美国,海关总署,2018-09-10,final
2018-08-01,2018,8,city,CN-JS-NJ,南京,CN-JS,江苏,4267.4,3613.05,654.35,6.249,3.921,服务贸易,铁矿砂,美国,俄罗斯,海关总署,2018-09-10,final
2018-08-01,2018,8,city,CN-HB-WH,武汉,CN-HB,湖北,3151.36,2661.41,489.95,9.851,7.34,纺织服装,服务贸易,韩国,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,city,CN-SC-CD,成都,CN-SC,四川,3491.11,2646.64,844.47,2.568,0.006,纺织服装,机械设备,日本,东盟,海关总署,2018-09-10,final
2018-08-01,2018,8,city,CN-SN-XA,西安,CN-SN,陕西,1979.44,1529.73,449.71,2.859,5.988,汽车,铁矿砂,中国香港,澳大利亚,海关总署,2018-09-10,final
2018-08-01,2018,8,city,CN-JS-SZ,苏州,CN-JS,江苏,6653.52,4970.96,1682.56,3.089,5.378,农产品,化工品,东盟,日本,海关总署,2018-09-10,final
2018-08-01,2018,8,city,CN-SD-QD,青岛,CN-SD,山东,4169.73,3276.91,892.82,8.604,2.744,汽车,铁矿砂,日本,欧盟,海关总署,2018-09-10,final
2018-08-01,2018,8,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,3034.64,2439.57,595.07,8.125,1.286,汽车,农产品,美国,巴西,海关总署,2018-09-10,final
2018-09-01,2018,9,national,CN,中国,,,304178.85,230509.92,73668.93,2.072,0.484,汽车,农产品,东盟,印度,海关总署,2018-10-11,final
2018-09-01,2018,9,region,CN-R-NC,华北,CN,中国,37735.68,29702.88,8032.8,3.154,6.119,纺织服装,集成电路,俄罗斯,巴西,海关总署,2018-10-11,final
2018-09-01,2018,9,region,CN-R-NE,东北,CN,中国,15586.08,12265.39,3320.69,1.24,2.675,钢材,天然气,巴西,东盟,海关总署,2018-10-11,final
2018-09-01,2018,9,region,CN-R-EC,华东,CN,中国,116455.88,83976.87,32479.01,2.257,8.532,服务贸易,集成电路,东盟,中国香港,海关总署,2018-10-11,final
2018-09-01,2018,9,region,CN-R-CC,华中,CN,中国,39260.16,29434.9,9825.26,4.893,5.009,机电产品,机械设备,美国,中国香港,海关总署,2018-10-11,final
2018-09-01,2018,9,region,CN-R-SC,华南,CN,中国,41410.67,32374.72,9035.95,0.082,4.167,机电产品,天然气,欧盟,巴西,海关总署,2018-10-11,final
2018-09-01,2018,9,region,CN-R-SW,西南,CN,中国,36136.65,29876.23,6260.42,2.343,0.413,纺织服装,机械设备,俄罗斯,东盟,海关总署,2018-10-11,final
2018-09-01,2018,9,region,CN-R-NW,西北,CN,中国,17593.73,12878.93,4714.8,3.684,8.295,汽车,化工品,韩国,欧盟,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-BJ,北京,CN-R-NC,华北,10947.45,8361.03,2586.42,-1.983,0.332,农产品,铁矿砂,欧盟,中国香港,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-TJ,天津,CN-R-NC,华北,4308.96,3515.86,793.1,-3.354,5.071,纺织服装,机械设备,韩国,美国,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-HE,河北,CN-R-NC,华北,11908.5,9366.3,2542.2,3.924,6.041,化工产品,集成电路,中国香港,巴西,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-SX,山西,CN-R-NC,华北,5938.06,4885.09,1052.97,3.751,8.213,钢材,集成电路,印度,印度,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-NM,内蒙古,CN-R-NC,华北,4632.71,3574.6,1058.11,2.102,9.091,高新技术产品,化工品,印度,巴西,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-LN,辽宁,CN-R-NE,东北,7891.96,6280.54,1611.42,0.461,3.438,服务贸易,天然气,日本,美国,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-JL,吉林,CN-R-NE,东北,3066.62,2252.68,813.94,6.195,9.158,钢材,铁矿砂,中国香港,韩国,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-HL,黑龙江,CN-R-NE,东北,4627.5,3732.16,895.34,1.276,1.534,钢材,化工品,韩国,俄罗斯,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-SH,上海,CN-R-EC,华东,10534.56,7534.74,2999.82,-0.517,3.821,钢材,服务贸易,日本,中国香港,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-JS,江苏,CN-R-EC,华东,29519.67,20631.67,8888.0,-0.7,0.852,机电产品,农产品,东盟,俄罗斯,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-ZJ,浙江,CN-R-EC,华东,19553.83,13762.21,5791.62,-3.363,4.977,汽车,原油,俄罗斯,印度,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-AH,安徽,CN-R-EC,华东,11196.29,8273.79,2922.5,5.096,6.544,纺织服装,集成电路,澳大利亚,韩国,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-FJ,福建,CN-R-EC,华东,11560.15,7756.48,3803.67,2.851,-0.443,化工产品,机械设备,澳大利亚,澳大利亚,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-JX,江西,CN-R-EC,华东,6975.68,4728.25,2247.43,0.379,-1.231,服务贸易,农产品,澳大利亚,美国,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-SD,山东,CN-R-EC,华东,27115.7,21289.73,5825.97,1.327,7.785,化工产品,集成电路,欧盟,日本,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-HA,河南,CN-R-CC,华中,14282.85,10729.41,3553.44,0.893,8.495,农产品,原油,俄罗斯,欧盟,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-HB,湖北,CN-R-CC,华中,13390.93,10062.68,3328.25,-1.409,-0.401,高新技术产品,铁矿砂,印度,印度,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-HN,湖南,CN-R-CC,华中,11586.38,8642.81,2943.57,0.16,9.21,纺织服装,天然气,欧盟,俄罗斯,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-GD,广东,CN-R-SC,华南,33231.64,26302.45,6929.19,6.821,5.382,服务贸易,原油,中国香港,中国香港,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-GX,广西,CN-R-SC,华南,6175.11,4493.7,1681.41,-1.69,1.298,高新技术产品,原油,印度,印度,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-HI,海南,CN-R-SC,华南,2003.92,1578.56,425.36,-2.25,4.929,化工产品,铁矿砂,印度,巴西,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-CQ,重庆,CN-R-SW,西南,7512.03,6633.78,878.25,2.311,6.588,化工产品,原油,东盟,中国香港,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-SC,四川,CN-R-SW,西南,15186.8,12038.75,3148.05,3.58,1.58,农产品,集成电路,欧盟,美国,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-GZ,贵州,CN-R-SW,西南,5832.18,5133.65,698.53,1.345,7.946,汽车,机械设备,俄罗斯,巴西,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-YN,云南,CN-R-SW,西南,6805.62,5449.09,1356.53,0.863,4.391,农产品,集成电路,美国,韩国,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-XZ,西藏,CN-R-SW,西南,800.02,620.97,179.05,0.846,6.23,化工产品,原油,俄罗斯,印度,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-SN,陕西,CN-R-NW,西北,8271.74,6122.39,2149.35,-3.759,2.266,高新技术产品,化工品,俄罗斯,欧盟,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-GS,甘肃,CN-R-NW,西北,2719.08,1982.03,737.05,4.758,0.418,钢材,天然气,日本,韩国,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-QH,青海,CN-R-NW,西北,1155.78,773.48,382.3,-0.639,6.214,钢材,集成电路,韩国,俄罗斯,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-NX,宁夏,CN-R-NW,西北,1628.78,1217.21,411.57,6.199,8.329,机电产品,机械设备,欧盟,欧盟,海关总署,2018-10-11,final
2018-09-01,2018,9,province,CN-XJ,新疆,CN-R-NW,西北,3818.35,2783.82,1034.53,-0.935,2.73,化工产品,天然气,韩国,韩国,海关总署,2018-10-11,final
2018-09-01,2018,9,city,CN-GZ-GZ,广州,CN-GD,广东,5912.72,4747.12,1165.6,-2.72,9.294,纺织服装,集成电路,巴西,巴西,海关总署,2018-10-11,final
2018-09-01,2018,9,city,CN-GD-SZ,深圳,CN-GD,广东,6770.7,4771.66,1999.04,3.78,7.106,纺织服装,农产品,中国香港,韩国,海关总署,2018-10-11,final
2018-09-01,2018,9,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,4137.74,3291.09,846.65,-3.425,3.293,农产品,原油,俄罗斯,中国香港,海关总署,2018-10-11,final
2018-09-01,2018,9,city,CN-JS-NJ,南京,CN-JS,江苏,4508.14,3688.84,819.3,-1.191,4.073,纺织服装,农产品,美国,韩国,海关总署,2018-10-11,final
2018-09-01,2018,9,city,CN-HB-WH,武汉,CN-HB,湖北,3080.65,2282.62,798.03,1.076,-0.429,汽车,化工品,巴西,美国,海关总署,2018-10-11,final
2018-09-01,2018,9,city,CN-SC-CD,成都,CN-SC,四川,3747.44,2700.04,1047.4,-2.617,4.419,机电产品,原油,日本,印度,海关总署,2018-10-11,final
2018-09-01,2018,9,city,CN-SN-XA,西安,CN-SN,陕西,1937.69,1361.39,576.3,3.82,-1.026,机电产品,集成电路,东盟,日本,海关总署,2018-10-11,final
2018-09-01,2018,9,city,CN-JS-SZ,苏州,CN-JS,江苏,6747.25,4734.29,2012.96,6.438,-0.531,化工产品,天然气,日本,中国香港,海关总署,2018-10-11,final
2018-09-01,2018,9,city,CN-SD-QD,青岛,CN-SD,山东,4593.01,3692.71,900.3,0.785,-1.078,农产品,化工品,中国香港,欧盟,海关总署,2018-10-11,final
2018-09-01,2018,9,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,2737.36,1909.36,828.0,-1.737,3.46,汽车,天然气,东盟,美国,海关总署,2018-10-11,final
2018-10-01,2018,10,national,CN,中国,,,304695.56,245987.55,58708.01,2.5,-2.284,高新技术产品,铁矿砂,澳大利亚,日本,海关总署,2018-11-10,final
2018-10-01,2018,10,region,CN-R-NC,华北,CN,中国,37512.92,31190.34,6322.58,0.921,2.721,机电产品,天然气,日本,澳大利亚,海关总署,2018-11-10,final
2018-10-01,2018,10,region,CN-R-NE,东北,CN,中国,15047.43,11799.43,3248.0,8.962,-1.306,汽车,天然气,东盟,韩国,海关总署,2018-11-10,final
2018-10-01,2018,10,region,CN-R-EC,华东,CN,中国,115976.0,93392.53,22583.47,0.986,2.229,服务贸易,机械设备,中国香港,中国香港,海关总署,2018-11-10,final
2018-10-01,2018,10,region,CN-R-CC,华中,CN,中国,41265.09,35771.65,5493.44,0.897,1.212,纺织服装,服务贸易,美国,东盟,海关总署,2018-11-10,final
2018-10-01,2018,10,region,CN-R-SC,华南,CN,中国,38919.24,31568.07,7351.17,5.484,-4.173,高新技术产品,天然气,俄罗斯,巴西,海关总署,2018-11-10,final
2018-10-01,2018,10,region,CN-R-SW,西南,CN,中国,36943.21,28030.83,8912.38,4.759,2.457,高新技术产品,集成电路,欧盟,日本,海关总署,2018-11-10,final
2018-10-01,2018,10,region,CN-R-NW,西北,CN,中国,19031.68,14234.7,4796.98,6.347,0.996,汽车,化工品,欧盟,欧盟,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-BJ,北京,CN-R-NC,华北,10557.19,8695.77,1861.42,4.844,3.473,机电产品,化工品,印度,印度,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-TJ,天津,CN-R-NC,华北,4213.63,3459.58,754.05,6.564,-0.214,化工产品,机械设备,美国,巴西,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-HE,河北,CN-R-NC,华北,11779.2,9896.81,1882.39,-1.902,-2.668,服务贸易,天然气,日本,美国,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-SX,山西,CN-R-NC,华北,6313.59,5323.9,989.69,4.979,1.285,化工产品,服务贸易,韩国,美国,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-NM,内蒙古,CN-R-NC,华北,4649.31,3814.27,835.04,-1.32,-0.087,纺织服装,集成电路,印度,日本,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-LN,辽宁,CN-R-NE,东北,7826.15,5908.1,1918.05,3.374,-3.037,服务贸易,原油,中国香港,印度,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-JL,吉林,CN-R-NE,东北,2799.45,2072.27,727.18,5.505,-1.097,汽车,天然气,欧盟,俄罗斯,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-HL,黑龙江,CN-R-NE,东北,4421.83,3819.06,602.77,2.806,-3.674,纺织服装,农产品,韩国,美国,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-SH,上海,CN-R-EC,华东,10435.02,7797.3,2637.72,6.184,-4.993,机电产品,集成电路,日本,欧盟,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-JS,江苏,CN-R-EC,华东,28410.05,23405.3,5004.75,0.995,-2.807,机电产品,农产品,美国,中国香港,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-ZJ,浙江,CN-R-EC,华东,19267.8,14561.64,4706.16,-1.578,-3.542,机电产品,化工品,澳大利亚,澳大利亚,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-AH,安徽,CN-R-EC,华东,11584.48,9825.2,1759.28,-0.046,-4.484,汽车,铁矿砂,日本,美国,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-FJ,福建,CN-R-EC,华东,11962.06,9923.65,2038.41,4.39,1.962,机电产品,集成电路,日本,俄罗斯,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-JX,江西,CN-R-EC,华东,7481.42,6249.33,1232.09,6.249,-1.164,机电产品,集成电路,巴西,印度,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-SD,山东,CN-R-EC,华东,26835.17,21630.11,5205.06,2.943,-1.18,农产品,农产品,欧盟,俄罗斯,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-HA,河南,CN-R-CC,华中,14875.25,12428.97,2446.28,8.851,-0.98,钢材,天然气,欧盟,欧盟,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-HB,湖北,CN-R-CC,华中,14431.3,12205.74,2225.56,8.071,4.337,汽车,化工品,印度,日本,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-HN,湖南,CN-R-CC,华中,11958.54,11136.94,821.6,0.813,4.902,农产品,天然气,印度,日本,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-GD,广东,CN-R-SC,华南,30513.58,24770.16,5743.42,7.42,0.247,纺织服装,化工品,中国香港,澳大利亚,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-GX,广西,CN-R-SC,华南,6621.9,5420.41,1201.49,5.594,-4.591,钢材,铁矿砂,日本,中国香港,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-HI,海南,CN-R-SC,华南,1783.76,1377.5,406.26,5.72,0.661,农产品,农产品,日本,韩国,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-CQ,重庆,CN-R-SW,西南,6884.44,5473.3,1411.14,7.936,5.733,纺织服装,服务贸易,韩国,巴西,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-SC,四川,CN-R-SW,西南,16534.76,12145.52,4389.24,0.047,4.907,钢材,铁矿砂,中国香港,俄罗斯,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-GZ,贵州,CN-R-SW,西南,5959.43,4406.48,1552.95,7.188,3.422,钢材,机械设备,韩国,印度,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-YN,云南,CN-R-SW,西南,6829.54,5483.73,1345.81,1.959,-0.959,汽车,集成电路,欧盟,欧盟,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-XZ,西藏,CN-R-SW,西南,735.04,521.81,213.23,4.465,-4.377,农产品,服务贸易,韩国,中国香港,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-SN,陕西,CN-R-NW,西北,9304.42,7148.95,2155.47,0.452,-2.151,服务贸易,铁矿砂,中国香港,巴西,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-GS,甘肃,CN-R-NW,西北,2657.39,2009.23,648.16,6.506,-2.291,服务贸易,农产品,澳大利亚,东盟,海关总署,2018-11-10,final
2018-10-01,2018,10,province,CN-QH,青海,CN-R-NW,西北,1171.37,811.66,359.71,3.405,-4.703,机电产品,机械设备,俄罗斯,东盟,海关总署,2018-11-10,final
