ref_date,year,quarter,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,sector,inv_grade_yield_pct,high_yield_yield_pct,ig_spread_bps,hy_spread_bps,default_rate_pct,new_issuance_100m_cny,downgrade_ratio_pct,npl_ratio_pct,source_org,release_date,data_status
2016-01-01,2016,1,province,CN-GX,广西,CN-R-SC,华南,工业,3.066,6.998,129,405,0.859,943.84,2.118,1.683,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GX,广西,CN-R-SC,华南,医疗健康,3.347,7.125,121,520,0.56,655.17,3.983,1.286,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GX,广西,CN-R-SC,华南,公用事业,3.323,6.821,89,389,1.076,870.05,2.036,1.405,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GX,广西,CN-R-SC,华南,地产,3.111,8.476,164,568,1.602,998.84,4.283,2.063,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GX,广西,CN-R-SC,华南,材料,3.215,6.848,127,508,0.939,1092.84,2.461,1.027,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GX,广西,CN-R-SC,华南,通信服务,3.031,8.182,146,496,1.36,912.23,3.953,1.133,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GX,广西,CN-R-SC,华南,可选消费,3.114,8.778,165,496,1.299,866.35,5.598,1.871,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,科技,3.486,6.872,98,430,0.602,200.34,4.066,1.744,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,金融,3.248,8.102,130,382,0.738,255.98,3.355,0.963,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,能源,3.453,7.579,145,491,1.266,246.46,3.823,1.494,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,消费,3.183,7.367,127,451,0.601,244.14,2.818,1.051,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,工业,3.139,7.167,106,417,0.555,211.65,3.979,1.46,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,医疗健康,2.992,7.854,96,459,1.511,214.27,2.93,1.528,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,公用事业,2.964,8.107,136,426,0.962,273.71,1.928,0.878,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,地产,3.529,7.836,150,575,1.14,263.68,3.76,2.021,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,材料,3.45,8.199,112,445,0.555,285.11,2.39,1.08,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,通信服务,3.501,8.022,115,498,0.524,255.37,2.742,1.725,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-HI,海南,CN-R-SC,华南,可选消费,3.204,8.508,133,573,1.829,225.26,5.364,2.015,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,科技,3.487,7.901,95,454,1.42,1014.26,2.14,1.477,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,金融,3.459,7.842,134,385,0.257,1220.49,3.161,0.998,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,能源,3.569,6.957,139,520,0.645,694.77,3.766,1.439,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,消费,2.975,8.326,97,474,1.006,1445.1,4.283,1.226,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,工业,2.98,8.137,97,501,0.669,1154.36,2.201,1.394,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,医疗健康,3.197,8.13,131,436,0.639,1244.05,3.437,1.384,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,公用事业,3.177,8.266,112,449,1.124,1025.45,3.003,1.402,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,地产,3.441,8.827,139,457,1.473,1230.29,4.141,1.9,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,材料,3.413,6.913,103,415,1.033,1076.12,2.705,1.641,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,通信服务,3.244,7.217,100,526,1.058,1392.85,2.669,1.37,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-CQ,重庆,CN-R-SW,西南,可选消费,3.242,8.992,119,502,1.572,1078.99,5.174,1.6,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,科技,2.974,6.753,102,477,0.94,1853.32,2.338,1.497,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,金融,3.211,8.243,108,396,0.408,2459.5,3.518,1.446,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,能源,3.465,7.798,127,500,0.689,1731.98,4.29,1.118,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,消费,3.266,7.462,104,477,0.73,2030.8,3.84,1.424,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,工业,3.402,7.433,102,470,1.364,2719.86,3.211,1.32,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,医疗健康,3.508,6.977,125,479,1.613,2200.58,4.143,1.419,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,公用事业,3.024,6.911,101,469,0.801,1837.61,2.018,1.454,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,地产,3.144,8.274,140,465,1.87,1975.53,3.613,1.571,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,材料,3.424,7.674,140,465,1.169,1882.39,4.201,1.425,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,通信服务,2.969,7.073,137,441,1.232,2483.29,3.551,0.953,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SC,四川,CN-R-SW,西南,可选消费,3.068,7.93,127,520,1.032,2456.6,5.57,1.916,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,科技,2.908,8.025,128,403,1.59,610.31,3.955,1.424,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,金融,3.442,6.833,130,427,1.287,823.21,3.569,1.469,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,能源,3.106,7.373,141,456,0.917,616.77,2.406,1.578,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,消费,2.933,7.456,129,425,1.359,1108.8,2.237,1.638,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,工业,3.166,7.394,117,523,0.923,854.95,3.76,1.444,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,医疗健康,3.272,6.768,109,506,0.678,711.04,2.86,1.412,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,公用事业,3.139,7.493,122,450,1.075,706.22,1.552,1.088,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,地产,3.556,8.23,148,525,1.901,1000.95,4.674,1.547,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,材料,3.307,7.263,102,400,1.368,835.89,2.512,1.285,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,通信服务,3.433,7.886,96,516,0.763,796.22,3.499,1.733,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GZ,贵州,CN-R-SW,西南,可选消费,3.66,7.734,139,580,1.007,911.9,4.027,1.992,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,科技,3.507,7.952,103,417,0.583,888.62,2.751,1.193,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,金融,2.98,7.015,135,380,0.245,907.58,2.438,0.938,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,能源,2.9,7.407,126,415,1.043,774.31,3.375,1.187,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,消费,3.334,8.03,146,465,0.504,1097.16,3.874,1.47,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,工业,3.26,7.173,130,508,1.623,1070.99,3.557,1.598,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,医疗健康,3.402,7.842,105,500,0.453,931.44,2.179,1.301,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,公用事业,3.518,8.157,115,464,0.758,897.99,2.463,1.16,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,地产,3.006,7.9,143,459,1.426,1132.22,4.952,1.748,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,材料,3.487,7.836,137,458,1.518,796.12,3.576,1.573,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,通信服务,3.514,7.733,101,414,0.636,1075.4,2.502,1.517,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-YN,云南,CN-R-SW,西南,可选消费,3.091,7.306,129,548,1.99,806.92,3.767,2.055,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,科技,3.524,8.369,129,494,1.516,77.42,3.922,1.65,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,金融,2.956,7.214,131,378,0.321,108.36,2.72,1.468,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,能源,3.269,6.874,132,427,1.398,75.74,4.075,1.112,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,消费,3.582,8.292,122,523,0.805,115.3,2.573,0.955,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,工业,3.157,6.841,145,520,1.0,115.44,2.266,1.728,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,医疗健康,3.567,8.167,145,503,0.646,103.08,2.719,1.397,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,公用事业,2.983,7.188,124,413,1.218,75.69,2.056,1.259,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,地产,3.113,7.521,138,562,1.163,124.47,3.657,1.333,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,材料,3.556,8.496,114,460,0.919,104.6,3.368,1.047,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,通信服务,2.919,7.016,146,432,0.5,135.54,2.266,1.34,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XZ,西藏,CN-R-SW,西南,可选消费,3.502,8.549,124,550,1.799,92.7,3.846,1.664,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,科技,3.54,8.017,115,434,0.571,1069.56,4.055,1.195,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,金融,3.238,7.887,135,419,0.601,1091.8,1.974,1.138,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,能源,3.132,8.146,126,400,1.455,1341.0,3.351,0.982,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,消费,3.354,8.352,129,509,0.997,1302.86,3.252,1.69,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,工业,3.152,7.318,101,452,1.028,1310.76,3.512,1.392,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,医疗健康,3.314,7.602,146,395,0.917,1257.91,2.152,1.022,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,公用事业,3.281,6.563,107,493,0.808,1107.0,3.168,1.209,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,地产,3.15,8.736,144,469,2.065,1232.37,4.754,1.645,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,材料,3.556,8.016,136,434,0.797,855.85,3.271,1.073,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,通信服务,3.515,7.706,100,477,1.369,986.78,3.366,1.25,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-SN,陕西,CN-R-NW,西北,可选消费,3.515,7.415,147,475,1.09,1082.87,4.696,1.645,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,科技,3.364,7.619,129,468,0.827,259.27,3.614,1.396,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,金融,3.228,8.058,89,385,1.395,475.36,2.063,1.313,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,能源,3.149,7.937,144,509,1.062,342.49,2.549,1.129,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,消费,3.344,8.254,142,474,1.266,403.39,2.669,1.444,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,工业,3.16,7.009,95,396,0.458,402.62,2.797,1.427,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,医疗健康,3.33,8.211,143,433,1.488,340.41,4.197,1.271,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,公用事业,3.341,7.064,116,497,0.822,274.09,2.089,1.471,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,地产,3.123,7.35,127,558,1.218,396.54,5.424,1.873,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,材料,3.112,7.316,119,395,0.551,369.64,3.304,1.344,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,通信服务,3.563,6.729,141,452,1.582,311.84,3.818,1.673,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-GS,甘肃,CN-R-NW,西北,可选消费,3.406,8.69,119,477,2.145,326.17,4.318,1.463,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,科技,3.094,8.075,146,451,0.782,141.69,3.575,0.958,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,金融,3.264,6.805,113,480,0.455,197.15,1.703,1.481,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,能源,3.146,8.176,109,421,0.704,163.77,3.875,1.121,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,消费,3.263,7.698,129,500,0.794,170.0,3.485,1.498,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,工业,3.215,7.83,125,481,0.715,165.09,3.586,1.268,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,医疗健康,3.094,7.575,132,483,1.43,136.07,3.896,1.285,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,公用事业,3.354,7.84,93,389,1.294,134.27,3.08,1.434,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,地产,3.052,8.406,120,556,1.606,161.58,4.972,1.583,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,材料,3.491,7.113,114,451,0.802,144.46,3.525,1.535,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,通信服务,3.11,6.883,137,438,0.664,131.25,3.423,1.024,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-QH,青海,CN-R-NW,西北,可选消费,3.613,8.413,149,464,1.265,168.64,4.95,1.742,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,科技,2.901,7.701,98,529,1.38,212.75,2.131,1.277,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,金融,3.087,8.141,88,436,0.592,226.3,3.634,1.519,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,能源,3.524,6.802,140,422,1.571,259.73,2.616,1.124,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,消费,3.303,6.984,141,491,1.525,205.06,2.963,1.642,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,工业,3.235,7.533,123,416,0.797,233.45,3.917,1.293,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,医疗健康,3.437,7.987,126,508,0.517,251.92,3.081,1.232,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,公用事业,2.905,7.072,107,504,0.318,155.02,3.134,1.262,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,地产,3.453,8.101,149,544,1.86,224.04,3.634,1.351,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,材料,3.158,8.089,114,415,0.895,186.32,2.683,1.632,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,通信服务,3.384,6.737,100,521,1.494,166.42,2.319,0.967,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-NX,宁夏,CN-R-NW,西北,可选消费,3.647,8.25,120,534,1.105,241.07,4.901,1.396,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,科技,3.452,7.217,121,405,0.687,502.16,4.066,1.348,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,金融,3.129,8.134,108,412,0.383,709.79,3.495,1.0,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,能源,3.233,7.349,101,462,0.827,498.79,3.512,1.368,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,消费,3.156,6.974,126,420,1.06,616.58,2.533,1.489,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,工业,2.98,7.409,137,465,0.96,609.87,3.67,1.721,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,医疗健康,3.316,8.444,141,511,0.888,511.86,2.554,1.73,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,公用事业,2.924,7.368,90,501,0.616,387.31,3.384,0.875,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,地产,3.614,8.288,129,496,2.118,591.16,4.385,1.305,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,材料,2.901,6.761,96,456,1.527,542.85,3.101,1.138,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,通信服务,3.244,7.356,125,399,1.346,455.64,3.958,1.039,银行间市场交易商协会,2016-02-25,final
2016-01-01,2016,1,province,CN-XJ,新疆,CN-R-NW,西北,可选消费,3.333,8.325,146,496,2.145,410.85,4.339,1.762,银行间市场交易商协会,2016-02-25,final
2016-04-01,2016,2,national,CN,中国,,,科技,3.446,7.744,121,517,0.521,43450,3.509,1.707,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,national,CN,中国,,,金融,3.561,7.359,122,442,1.039,43450,2.216,1.553,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,national,CN,中国,,,能源,3.059,7.355,135,463,1.559,43450,2.102,1.16,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,national,CN,中国,,,消费,3.039,8.014,105,469,1.438,43450,2.856,1.249,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,national,CN,中国,,,工业,3.556,7.942,134,403,1.132,43450,2.829,0.964,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,national,CN,中国,,,医疗健康,3.148,7.307,102,442,1.076,43450,3.17,1.673,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,national,CN,中国,,,公用事业,3.49,7.321,131,418,0.735,43450,2.752,1.2,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,national,CN,中国,,,地产,3.158,8.573,155,559,1.997,43450,3.511,1.564,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,national,CN,中国,,,材料,3.154,6.832,95,429,0.818,43450,3.191,1.116,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,national,CN,中国,,,通信服务,3.122,6.823,94,391,0.561,43450,2.345,1.737,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,national,CN,中国,,,可选消费,3.341,7.727,151,564,1.943,43450,4.881,1.567,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,科技,3.322,7.185,107,442,0.467,4460.66,2.647,1.627,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,金融,3.461,7.049,116,401,1.256,4174.42,2.01,1.018,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,能源,3.297,7.17,137,403,1.126,4305.06,2.445,1.05,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,消费,3.619,7.826,133,472,0.888,5285.53,3.509,1.745,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,工业,3.407,6.86,133,491,0.649,5095.07,2.506,1.737,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,医疗健康,3.096,7.213,110,412,1.446,6248.08,4.272,1.54,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,公用事业,3.182,7.828,128,437,0.89,5589.53,2.842,0.874,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,地产,3.638,7.266,150,523,1.717,5498.31,4.976,1.349,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,材料,3.005,8.33,136,526,1.593,4898.46,4.273,1.009,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,通信服务,3.528,8.058,99,529,1.412,4519.08,4.104,1.378,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NC,华北,CN,中国,可选消费,3.447,8.087,127,501,1.112,4284.02,4.091,1.468,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,科技,3.339,6.78,99,470,0.457,2194.72,3.559,1.081,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,金融,3.458,6.525,92,503,0.67,2260.97,3.3,1.095,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,能源,3.582,7.278,140,391,0.761,2353.59,4.168,1.536,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,消费,3.508,7.965,137,517,1.108,1894.65,4.073,1.488,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,工业,3.061,8.183,110,505,0.801,2202.91,3.457,1.061,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,医疗健康,3.215,6.89,135,510,1.458,1810.09,2.756,1.528,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,公用事业,3.465,8.112,111,470,1.19,2252.06,3.605,1.055,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,地产,3.474,8.133,160,491,1.773,2516.91,5.413,1.666,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,材料,3.095,7.035,136,409,1.555,2327.19,3.659,0.976,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,通信服务,3.597,8.288,109,469,0.975,2597.33,3.44,1.249,银行间市场交易商协会,2016-05-26,final
2016-04-01,2016,2,region,CN-R-NE,东北,CN,中国,可选消费,3.57,7.419,154,485,1.487,1729.17,5.538,1.49,银行间市场交易商协会,2016-05-26,final
