ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,total_sales_100m_cny,auto_sales_100m_cny,food_sales_100m_cny,ecommerce_sales_100m_cny,service_retail_100m_cny,yoy_change_pct,mom_change_sa_pct,real_yoy_change_pct,source_org,release_date,data_status
2018-03-01,2018,3,city,CN-SC-CD,成都,CN-SC,四川,612.8,74.44,73.61,150.09,182.1,7.224,1.115,4.649,国家统计局,2018-04-10,final
2018-03-01,2018,3,city,CN-SN-XA,西安,CN-SN,陕西,309.26,33.46,37.16,82.12,82.47,4.99,0.045,4.126,国家统计局,2018-04-10,final
2018-03-01,2018,3,city,CN-JS-SZ,苏州,CN-JS,江苏,1046.21,101.84,132.71,250.3,310.95,6.264,1.516,4.607,国家统计局,2018-04-10,final
2018-03-01,2018,3,city,CN-SD-QD,青岛,CN-SD,山东,696.07,78.42,84.18,172.41,203.01,7.558,0.296,6.671,国家统计局,2018-04-10,final
2018-03-01,2018,3,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,463.75,52.2,62.49,118.63,141.73,7.598,0.483,5.458,国家统计局,2018-04-10,final
2018-04-01,2018,4,national,CN,中国,,,49454.93,4065.48,6816.08,14979.75,15867.55,5.239,1.038,3.602,国家统计局,2018-05-11,final
2018-04-01,2018,4,region,CN-R-NC,华北,CN,中国,5805.13,498.27,878.83,1449.39,1767.73,7.233,0.96,4.88,国家统计局,2018-05-11,final
2018-04-01,2018,4,region,CN-R-NE,东北,CN,中国,2363.72,245.4,307.05,674.22,738.09,8.366,1.556,7.327,国家统计局,2018-05-11,final
2018-04-01,2018,4,region,CN-R-EC,华东,CN,中国,19290.17,1524.65,2754.33,6195.96,6089.3,7.206,-0.064,5.618,国家统计局,2018-05-11,final
2018-04-01,2018,4,region,CN-R-CC,华中,CN,中国,6795.43,494.92,933.03,2097.11,2433.33,7.175,0.55,6.039,国家统计局,2018-05-11,final
2018-04-01,2018,4,region,CN-R-SC,华南,CN,中国,6552.19,542.02,940.33,2060.89,2236.98,7.575,0.636,6.033,国家统计局,2018-05-11,final
2018-04-01,2018,4,region,CN-R-SW,西南,CN,中国,5783.07,546.12,634.14,1795.71,1633.95,8.262,0.766,6.173,国家统计局,2018-05-11,final
2018-04-01,2018,4,region,CN-R-NW,西北,CN,中国,2865.23,214.08,368.37,706.48,968.17,7.287,0.011,4.755,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-BJ,北京,CN-R-NC,华北,1723.48,130.13,260.18,495.36,508.38,6.573,1.136,5.232,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-TJ,天津,CN-R-NC,华北,697.71,61.25,103.43,178.76,185.92,6.522,1.271,5.46,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-HE,河北,CN-R-NC,华北,1762.43,164.39,266.05,419.79,610.48,6.964,1.282,6.22,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-SX,山西,CN-R-NC,华北,950.79,90.79,153.42,215.78,285.18,8.296,0.881,6.645,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-NM,内蒙古,CN-R-NC,华北,670.72,51.7,95.75,139.71,177.78,4.926,1.558,2.698,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-LN,辽宁,CN-R-NE,东北,1241.31,135.82,150.56,363.98,354.56,4.655,0.609,3.371,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-JL,吉林,CN-R-NE,东北,476.48,45.66,68.04,154.41,175.52,5.493,0.9,3.515,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-HL,黑龙江,CN-R-NE,东北,645.93,63.92,88.46,155.83,208.0,8.153,0.784,5.648,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-SH,上海,CN-R-EC,华东,1780.03,131.75,217.62,640.73,619.63,5.922,1.022,4.751,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-JS,江苏,CN-R-EC,华东,4760.2,375.59,757.9,1588.21,1347.51,5.092,0.947,2.992,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-ZJ,浙江,CN-R-EC,华东,3388.28,314.84,534.72,1179.13,1033.01,7.819,0.358,6.182,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-AH,安徽,CN-R-EC,华东,1819.42,158.0,206.34,515.94,642.49,7.18,0.015,4.815,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-FJ,福建,CN-R-EC,华东,1889.37,179.87,309.15,571.49,553.29,5.153,0.91,3.025,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-JX,江西,CN-R-EC,华东,1174.17,92.72,171.18,411.73,440.22,5.472,1.17,3.674,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-SD,山东,CN-R-EC,华东,4478.71,271.9,557.42,1288.73,1453.15,7.899,0.954,5.688,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-HA,河南,CN-R-CC,华中,2530.49,229.81,333.31,798.12,779.19,6.507,1.329,4.055,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-HB,湖北,CN-R-CC,华中,2220.88,121.83,295.77,672.28,906.03,8.054,0.292,6.805,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-HN,湖南,CN-R-CC,华中,2044.06,143.27,303.94,626.71,748.11,6.632,1.169,5.035,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-GD,广东,CN-R-SC,华南,5169.16,416.02,772.62,1689.88,1734.22,6.525,-0.04,4.499,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-GX,广西,CN-R-SC,华南,1067.95,106.71,131.26,275.73,399.19,6.505,0.341,4.929,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-HI,海南,CN-R-SC,华南,315.09,19.3,36.45,95.28,103.58,5.131,0.004,2.863,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-CQ,重庆,CN-R-SW,西南,1160.74,136.37,111.22,413.52,351.93,5.794,1.338,4.763,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-SC,四川,CN-R-SW,西南,2526.99,185.15,311.19,782.73,694.08,4.669,1.33,2.247,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-GZ,贵州,CN-R-SW,西南,920.66,87.03,84.28,252.71,267.42,5.284,0.854,4.21,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-YN,云南,CN-R-SW,西南,1063.97,128.91,116.31,316.99,290.71,8.346,0.302,6.107,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-XZ,西藏,CN-R-SW,西南,110.72,8.66,11.13,29.77,29.81,5.63,1.092,4.82,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-SN,陕西,CN-R-NW,西北,1353.13,113.62,161.02,325.24,433.31,6.976,1.02,4.548,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-GS,甘肃,CN-R-NW,西北,428.47,33.35,55.76,105.76,150.95,6.554,0.243,4.449,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-QH,青海,CN-R-NW,西北,195.54,15.85,23.18,46.89,74.75,8.165,0.166,6.151,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-NX,宁夏,CN-R-NW,西北,262.11,14.42,35.57,60.84,88.97,6.42,0.495,4.78,国家统计局,2018-05-11,final
2018-04-01,2018,4,province,CN-XJ,新疆,CN-R-NW,西北,625.98,36.84,92.85,167.75,220.18,4.492,0.679,3.584,国家统计局,2018-05-11,final
2018-04-01,2018,4,city,CN-GZ-GZ,广州,CN-GD,广东,901.83,85.58,155.22,208.59,314.91,6.605,0.273,5.189,国家统计局,2018-05-11,final
2018-04-01,2018,4,city,CN-GD-SZ,深圳,CN-GD,广东,1149.25,97.13,204.27,306.27,364.65,6.678,0.878,4.664,国家统计局,2018-05-11,final
2018-04-01,2018,4,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,696.48,72.97,106.73,153.33,247.91,8.32,0.84,6.193,国家统计局,2018-05-11,final
2018-04-01,2018,4,city,CN-JS-NJ,南京,CN-JS,江苏,763.52,68.52,123.95,205.35,229.01,8.139,0.65,6.562,国家统计局,2018-05-11,final
2018-04-01,2018,4,city,CN-HB-WH,武汉,CN-HB,湖北,541.75,71.42,94.23,141.45,163.84,5.73,0.425,4.931,国家统计局,2018-05-11,final
2018-04-01,2018,4,city,CN-SC-CD,成都,CN-SC,四川,583.04,67.04,75.37,133.07,168.87,5.074,1.214,4.275,国家统计局,2018-05-11,final
2018-04-01,2018,4,city,CN-SN-XA,西安,CN-SN,陕西,323.74,26.79,54.72,102.81,91.48,7.57,-0.004,6.439,国家统计局,2018-05-11,final
2018-04-01,2018,4,city,CN-JS-SZ,苏州,CN-JS,江苏,1090.16,106.35,144.12,288.33,296.31,8.452,1.117,6.217,国家统计局,2018-05-11,final
2018-04-01,2018,4,city,CN-SD-QD,青岛,CN-SD,山东,683.03,92.92,120.79,192.82,222.32,4.998,0.382,4.236,国家统计局,2018-05-11,final
2018-04-01,2018,4,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,482.63,63.53,83.12,133.86,156.44,6.541,0.151,5.43,国家统计局,2018-05-11,final
2018-05-01,2018,5,national,CN,中国,,,48158.38,4056.32,6511.53,12897.31,14959.46,3.446,0.725,1.965,国家统计局,2018-06-10,final
2018-05-01,2018,5,region,CN-R-NC,华北,CN,中国,5487.38,422.19,713.61,1543.24,1399.55,2.975,0.854,1.488,国家统计局,2018-06-10,final
2018-05-01,2018,5,region,CN-R-NE,东北,CN,中国,2125.78,153.97,301.58,489.53,679.3,3.454,0.002,2.039,国家统计局,2018-06-10,final
2018-05-01,2018,5,region,CN-R-EC,华东,CN,中国,19356.94,1879.93,2665.92,4778.61,6643.91,3.751,0.169,2.142,国家统计局,2018-06-10,final
2018-05-01,2018,5,region,CN-R-CC,华中,CN,中国,6414.06,421.52,859.92,2026.42,1827.48,5.47,0.79,4.395,国家统计局,2018-06-10,final
2018-05-01,2018,5,region,CN-R-SC,华南,CN,中国,6447.73,439.75,795.31,1953.16,2018.02,4.434,0.1,2.401,国家统计局,2018-06-10,final
2018-05-01,2018,5,region,CN-R-SW,西南,CN,中国,5612.71,548.45,768.9,1256.31,1625.3,3.388,1.05,2.641,国家统计局,2018-06-10,final
2018-05-01,2018,5,region,CN-R-NW,西北,CN,中国,2713.79,190.51,406.29,850.02,765.91,5.837,1.482,4.804,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-BJ,北京,CN-R-NC,华北,1657.28,148.52,209.8,435.6,394.29,6.57,0.59,4.298,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-TJ,天津,CN-R-NC,华北,628.84,41.35,91.06,184.23,172.29,6.709,0.396,4.631,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-HE,河北,CN-R-NC,华北,1625.29,118.12,222.22,444.79,412.24,5.65,0.729,5.038,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-SX,山西,CN-R-NC,华北,923.23,68.57,117.2,264.6,243.13,3.969,0.318,2.676,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-NM,内蒙古,CN-R-NC,华北,652.73,45.63,73.32,214.02,177.61,4.8,0.264,3.934,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-LN,辽宁,CN-R-NE,东北,1114.61,72.95,155.81,269.27,383.15,3.738,1.356,3.035,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-JL,吉林,CN-R-NE,东北,426.9,35.6,68.57,78.11,120.4,6.422,0.962,4.893,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-HL,黑龙江,CN-R-NE,东北,584.27,45.42,77.2,142.16,175.75,3.776,0.256,2.698,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-SH,上海,CN-R-EC,华东,1786.85,152.15,279.93,466.32,577.1,4.684,0.091,3.16,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-JS,江苏,CN-R-EC,华东,4910.84,535.58,694.68,1362.47,1638.04,3.393,0.11,1.666,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-ZJ,浙江,CN-R-EC,华东,3396.8,368.9,398.87,788.69,1129.92,2.973,0.366,2.148,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-AH,安徽,CN-R-EC,华东,1863.47,204.45,253.3,470.92,741.9,4.648,1.469,2.4,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-FJ,福建,CN-R-EC,华东,1901.86,173.84,239.51,449.54,704.11,4.313,0.808,3.646,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-JX,江西,CN-R-EC,华东,1211.34,120.01,195.4,258.57,454.5,6.844,0.41,5.073,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-SD,山东,CN-R-EC,华东,4285.78,324.99,604.23,982.09,1398.35,5.752,0.551,3.374,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-HA,河南,CN-R-CC,华中,2362.66,119.94,321.48,806.76,666.71,5.418,0.725,4.456,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-HB,湖北,CN-R-CC,华中,2195.13,167.64,263.72,629.51,634.83,6.184,0.83,5.448,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-HN,湖南,CN-R-CC,华中,1856.27,133.93,274.72,590.15,525.94,4.024,1.266,2.001,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-GD,广东,CN-R-SC,华南,5117.46,356.43,592.19,1565.89,1604.28,3.691,0.375,1.833,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-GX,广西,CN-R-SC,华南,1021.94,66.2,153.51,293.15,327.6,4.728,0.143,2.917,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-HI,海南,CN-R-SC,华南,308.33,17.12,49.61,94.12,86.14,4.905,1.643,3.843,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-CQ,重庆,CN-R-SW,西南,1080.49,123.64,169.72,280.13,308.22,3.782,1.125,2.668,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-SC,四川,CN-R-SW,西南,2462.94,244.96,330.83,529.14,693.35,5.098,0.792,4.363,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-GZ,贵州,CN-R-SW,西南,919.37,72.73,125.67,232.04,305.63,5.769,0.144,3.446,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-YN,云南,CN-R-SW,西南,1041.62,97.21,129.74,189.75,284.85,5.684,1.699,3.478,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-XZ,西藏,CN-R-SW,西南,108.28,9.89,12.94,25.25,33.25,4.472,1.039,3.653,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-SN,陕西,CN-R-NW,西北,1285.25,74.11,197.77,392.62,346.09,4.048,1.08,3.123,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-GS,甘肃,CN-R-NW,西北,397.34,36.25,55.23,135.15,112.81,6.478,1.136,4.677,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-QH,青海,CN-R-NW,西北,177.2,13.58,26.63,57.3,49.19,4.979,0.905,4.089,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-NX,宁夏,CN-R-NW,西北,261.99,18.0,39.26,83.01,76.34,4.857,0.078,3.783,国家统计局,2018-06-10,final
2018-05-01,2018,5,province,CN-XJ,新疆,CN-R-NW,西北,592.0,48.57,87.39,181.94,181.47,6.494,0.241,5.778,国家统计局,2018-06-10,final
2018-05-01,2018,5,city,CN-GZ-GZ,广州,CN-GD,广东,898.22,77.45,109.84,203.25,323.07,2.955,0.3,2.36,国家统计局,2018-06-10,final
2018-05-01,2018,5,city,CN-GD-SZ,深圳,CN-GD,广东,1101.38,113.49,147.05,348.75,302.52,4.2,1.059,3.086,国家统计局,2018-06-10,final
2018-05-01,2018,5,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,684.33,64.91,106.21,212.21,193.67,5.299,0.496,4.037,国家统计局,2018-06-10,final
2018-05-01,2018,5,city,CN-JS-NJ,南京,CN-JS,江苏,727.78,75.73,90.32,219.69,194.1,6.184,1.305,5.553,国家统计局,2018-06-10,final
2018-05-01,2018,5,city,CN-HB-WH,武汉,CN-HB,湖北,519.85,62.43,67.2,153.15,139.76,5.712,0.243,4.943,国家统计局,2018-06-10,final
2018-05-01,2018,5,city,CN-SC-CD,成都,CN-SC,四川,564.35,78.05,78.17,138.4,179.48,5.794,0.726,4.761,国家统计局,2018-06-10,final
2018-05-01,2018,5,city,CN-SN-XA,西安,CN-SN,陕西,298.89,27.01,46.99,81.55,98.61,6.031,0.456,4.096,国家统计局,2018-06-10,final
2018-05-01,2018,5,city,CN-JS-SZ,苏州,CN-JS,江苏,1048.8,135.96,128.27,317.45,371.28,6.153,0.891,3.786,国家统计局,2018-06-10,final
2018-05-01,2018,5,city,CN-SD-QD,青岛,CN-SD,山东,670.26,92.51,106.14,175.44,217.86,3.81,0.504,1.449,国家统计局,2018-06-10,final
2018-05-01,2018,5,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,449.83,49.29,77.36,140.31,129.21,4.275,0.285,2.488,国家统计局,2018-06-10,final
2018-06-01,2018,6,national,CN,中国,,,46832.43,5761.16,6287.45,14470.48,14159.05,4.334,-0.021,3.348,国家统计局,2018-07-11,final
2018-06-01,2018,6,region,CN-R-NC,华北,CN,中国,5655.65,716.55,659.29,1883.72,1790.16,4.872,-0.162,3.624,国家统计局,2018-07-11,final
2018-06-01,2018,6,region,CN-R-NE,东北,CN,中国,2208.98,206.17,368.53,682.77,676.54,7.199,-0.427,5.6,国家统计局,2018-07-11,final
2018-06-01,2018,6,region,CN-R-EC,华东,CN,中国,18786.44,2519.95,2666.57,5753.95,5501.87,6.163,-0.132,5.747,国家统计局,2018-07-11,final
2018-06-01,2018,6,region,CN-R-CC,华中,CN,中国,6046.23,724.85,819.74,2012.58,2132.67,4.699,-0.672,3.007,国家统计局,2018-07-11,final
2018-06-01,2018,6,region,CN-R-SC,华南,CN,中国,6004.2,635.47,731.4,1704.29,1664.91,3.552,0.444,2.742,国家统计局,2018-07-11,final
2018-06-01,2018,6,region,CN-R-SW,西南,CN,中国,5290.92,619.47,642.39,1629.12,1617.13,4.353,0.128,4.111,国家统计局,2018-07-11,final
2018-06-01,2018,6,region,CN-R-NW,西北,CN,中国,2840.02,338.69,399.53,804.05,775.76,5.957,-0.473,4.532,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-BJ,北京,CN-R-NC,华北,1737.99,235.08,180.91,624.72,545.03,6.048,0.346,4.507,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-TJ,天津,CN-R-NC,华北,668.23,74.85,83.46,218.87,207.4,7.166,0.054,5.752,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-HE,河北,CN-R-NC,华北,1669.62,224.26,203.97,532.48,509.76,6.06,0.208,5.723,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-SX,山西,CN-R-NC,华北,926.47,103.49,105.91,333.6,298.57,4.529,0.276,3.01,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-NM,内蒙古,CN-R-NC,华北,653.34,78.87,85.05,174.05,229.39,6.304,-0.143,4.777,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-LN,辽宁,CN-R-NE,东北,1125.83,109.61,182.8,315.43,353.5,7.298,0.193,5.556,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-JL,吉林,CN-R-NE,东北,430.51,43.95,70.58,130.16,126.94,4.73,0.274,2.861,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-HL,黑龙江,CN-R-NE,东北,652.65,52.61,115.15,237.17,196.1,5.876,0.193,4.592,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-SH,上海,CN-R-EC,华东,1771.12,240.36,250.71,498.88,574.68,6.159,0.545,4.369,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-JS,江苏,CN-R-EC,华东,4868.97,687.11,746.59,1576.85,1481.34,4.502,0.387,3.059,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-ZJ,浙江,CN-R-EC,华东,3117.34,431.24,456.79,988.73,943.41,5.359,-0.132,4.836,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-AH,安徽,CN-R-EC,华东,1741.12,242.55,279.93,650.55,484.86,5.994,0.623,5.229,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-FJ,福建,CN-R-EC,华东,1948.93,226.35,295.11,515.11,559.36,7.204,0.906,5.544,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-JX,江西,CN-R-EC,华东,1197.0,127.69,163.24,329.68,339.27,7.351,0.906,6.047,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-SD,山东,CN-R-EC,华东,4141.97,564.64,474.21,1194.14,1118.95,6.06,-0.424,4.978,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-HA,河南,CN-R-CC,华中,2242.97,308.67,305.08,796.04,755.31,6.302,-0.008,6.138,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-HB,湖北,CN-R-CC,华中,2008.83,203.64,291.96,741.61,775.83,4.451,0.279,2.884,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-HN,湖南,CN-R-CC,华中,1794.44,212.54,222.7,474.93,601.53,3.539,0.318,3.149,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-GD,广东,CN-R-SC,华南,4740.03,533.09,610.09,1352.21,1258.88,3.842,0.295,3.738,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-GX,广西,CN-R-SC,华南,982.46,78.53,95.04,277.43,331.82,6.789,-0.124,6.186,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-HI,海南,CN-R-SC,华南,281.71,23.85,26.27,74.66,74.2,4.95,0.561,3.421,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-CQ,重庆,CN-R-SW,西南,1032.33,119.02,132.5,349.13,330.53,3.723,0.1,2.973,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-SC,四川,CN-R-SW,西南,2277.15,210.5,240.38,716.94,750.19,6.637,0.343,6.101,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-GZ,贵州,CN-R-SW,西南,892.64,123.13,125.73,283.84,236.96,6.292,0.981,4.731,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-YN,云南,CN-R-SW,西南,983.31,151.07,131.53,252.26,272.11,4.636,0.799,2.867,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-XZ,西藏,CN-R-SW,西南,105.49,15.76,12.24,26.96,27.34,5.358,0.51,4.644,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-SN,陕西,CN-R-NW,西北,1370.72,173.3,197.81,384.92,373.3,6.826,0.536,6.009,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-GS,甘肃,CN-R-NW,西北,394.63,42.57,54.69,106.22,121.28,6.172,0.992,4.381,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-QH,青海,CN-R-NW,西北,190.91,25.29,25.79,65.31,56.86,7.136,-0.523,5.673,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-NX,宁夏,CN-R-NW,西北,258.4,37.86,38.0,83.91,66.47,6.958,0.623,6.179,国家统计局,2018-07-11,final
2018-06-01,2018,6,province,CN-XJ,新疆,CN-R-NW,西北,625.37,59.67,83.24,163.69,157.85,7.257,1.054,6.729,国家统计局,2018-07-11,final
2018-06-01,2018,6,city,CN-GZ-GZ,广州,CN-GD,广东,917.64,111.87,145.76,278.27,285.96,5.622,-0.471,4.748,国家统计局,2018-07-11,final
2018-06-01,2018,6,city,CN-GD-SZ,深圳,CN-GD,广东,1055.67,103.33,188.95,277.1,311.47,6.299,0.847,5.627,国家统计局,2018-07-11,final
2018-06-01,2018,6,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,644.8,80.15,109.63,177.48,191.24,3.767,-0.639,2.662,国家统计局,2018-07-11,final
2018-06-01,2018,6,city,CN-JS-NJ,南京,CN-JS,江苏,725.63,92.79,91.5,213.07,257.9,5.844,-0.54,4.09,国家统计局,2018-07-11,final
2018-06-01,2018,6,city,CN-HB-WH,武汉,CN-HB,湖北,515.43,61.57,61.94,130.08,157.91,6.111,-0.597,4.585,国家统计局,2018-07-11,final
2018-06-01,2018,6,city,CN-SC-CD,成都,CN-SC,四川,547.62,45.44,88.99,133.66,143.72,3.623,1.107,3.111,国家统计局,2018-07-11,final
2018-06-01,2018,6,city,CN-SN-XA,西安,CN-SN,陕西,299.22,29.65,40.15,68.96,106.27,4.051,0.906,2.693,国家统计局,2018-07-11,final
2018-06-01,2018,6,city,CN-JS-SZ,苏州,CN-JS,江苏,1034.45,107.12,171.79,296.6,309.57,7.228,0.84,7.041,国家统计局,2018-07-11,final
2018-06-01,2018,6,city,CN-SD-QD,青岛,CN-SD,山东,676.36,56.3,92.36,185.05,214.28,5.605,0.489,4.071,国家统计局,2018-07-11,final
2018-06-01,2018,6,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,442.55,44.2,64.7,140.9,141.63,3.642,-0.433,2.15,国家统计局,2018-07-11,final
2018-07-01,2018,7,national,CN,中国,,,46094.71,4447.88,5570.46,12029.06,13117.79,6.023,0.1,5.296,国家统计局,2018-08-10,final
2018-07-01,2018,7,region,CN-R-NC,华北,CN,中国,5425.58,501.5,714.89,1301.99,1334.86,4.835,1.097,4.462,国家统计局,2018-08-10,final
2018-07-01,2018,7,region,CN-R-NE,东北,CN,中国,2158.28,229.5,284.99,559.47,534.58,3.464,-0.227,2.067,国家统计局,2018-08-10,final
2018-07-01,2018,7,region,CN-R-EC,华东,CN,中国,17707.96,1535.97,2324.68,4708.63,5153.57,5.67,0.732,4.225,国家统计局,2018-08-10,final
2018-07-01,2018,7,region,CN-R-CC,华中,CN,中国,6262.07,649.65,641.78,1676.51,1682.05,5.073,0.887,3.751,国家统计局,2018-08-10,final
2018-07-01,2018,7,region,CN-R-SC,华南,CN,中国,6199.73,559.54,661.87,1745.36,2007.46,3.119,1.39,1.659,国家统计局,2018-08-10,final
2018-07-01,2018,7,region,CN-R-SW,西南,CN,中国,5594.34,663.74,583.21,1215.95,1607.85,3.676,0.025,2.142,国家统计局,2018-08-10,final
2018-07-01,2018,7,region,CN-R-NW,西北,CN,中国,2746.75,307.98,359.04,821.14,797.42,4.682,-0.069,3.134,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-BJ,北京,CN-R-NC,华北,1639.26,158.52,203.66,329.99,399.73,3.239,-0.173,2.8,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-TJ,天津,CN-R-NC,华北,635.94,58.95,85.31,172.05,152.63,4.615,-0.246,3.269,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-HE,河北,CN-R-NC,华北,1577.93,166.88,222.07,391.92,414.25,4.94,0.862,4.294,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-SX,山西,CN-R-NC,华北,925.55,67.76,129.9,266.9,232.61,5.032,0.013,4.803,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-NM,内蒙古,CN-R-NC,华北,646.9,49.39,73.95,141.13,135.63,2.817,0.078,2.742,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-LN,辽宁,CN-R-NE,东北,1091.15,117.24,157.17,277.24,273.35,6.307,0.923,5.78,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-JL,吉林,CN-R-NE,东北,441.87,45.12,58.69,124.34,102.03,4.568,0.975,4.659,国家统计局,2018-08-10,final
