ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,home_price_idx,new_home_sales_10k_sqm,existing_home_sales_10k_sqm,housing_starts_10k_sqm,real_estate_investment_100m_cny,mortgage_rate_pct,vacancy_rate_pct,inventory_months,home_price_yoy_pct,source_org,release_date,data_status
2016-12-01,2016,12,province,CN-JL,吉林,CN-R-NE,东北,96.674,91.65,112.39,64.23,86.53,4.108,15.07,14.369,0.885,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HL,黑龙江,CN-R-NE,东北,101.646,127.12,155.9,89.1,120.03,4.28,11.253,14.563,-0.032,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-SH,上海,CN-R-EC,华东,98.568,394.2,483.43,276.29,372.19,4.387,13.327,13.965,-0.704,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-JS,江苏,CN-R-EC,华东,97.951,996.2,1221.69,698.22,940.58,4.237,13.239,17.505,-1.401,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-ZJ,浙江,CN-R-EC,华东,100.244,690.24,846.48,483.78,651.71,4.224,12.107,15.098,-1.113,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-AH,安徽,CN-R-EC,华东,101.048,376.91,462.24,264.17,355.88,4.224,13.935,17.445,-1.853,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-FJ,福建,CN-R-EC,华东,96.605,417.83,512.41,292.86,394.51,4.05,11.6,13.799,-0.353,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-JX,江西,CN-R-EC,华东,98.778,269.39,330.36,188.81,254.35,4.403,14.055,17.131,1.174,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-SD,山东,CN-R-EC,华东,97.158,981.93,1204.19,688.21,927.11,4.077,16.077,17.655,-0.235,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HA,河南,CN-R-CC,华中,99.789,506.01,620.55,354.66,477.76,4.312,12.939,13.873,-0.881,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HB,湖北,CN-R-CC,华中,99.667,479.96,588.61,336.4,453.17,3.818,14.195,15.947,-0.71,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HN,湖南,CN-R-CC,华中,101.519,403.19,494.45,282.59,380.68,4.333,11.399,11.771,-1.075,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-GD,广东,CN-R-SC,华南,101.577,1108.73,1359.7,777.09,1046.83,4.402,12.842,13.832,1.166,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-GX,广西,CN-R-SC,华南,100.819,220.71,270.68,154.7,208.39,4.349,16.989,15.597,-0.664,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HI,海南,CN-R-SC,华南,101.686,64.94,79.63,45.52,61.31,4.419,12.237,15.713,-0.347,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-CQ,重庆,CN-R-SW,西南,97.155,223.01,273.49,156.3,210.56,4.113,12.414,16.288,-0.923,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-SC,四川,CN-R-SW,西南,101.814,493.24,604.9,345.71,465.71,4.077,16.254,17.235,-0.181,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-GZ,贵州,CN-R-SW,西南,102.05,195.16,239.34,136.78,184.27,4.389,15.532,12.177,-0.31,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-YN,云南,CN-R-SW,西南,101.819,210.67,258.36,147.66,198.9,3.789,14.708,17.716,-2.118,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-XZ,西藏,CN-R-SW,西南,97.723,21.05,25.82,14.76,19.88,4.177,13.99,12.446,-0.357,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-SN,陕西,CN-R-NW,西北,101.436,281.74,345.52,197.46,266.01,3.921,13.269,14.784,-0.428,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-GS,甘肃,CN-R-NW,西北,97.368,90.36,110.81,63.33,85.31,3.838,15.969,16.847,-2.385,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-QH,青海,CN-R-NW,西北,97.679,43.08,52.82,30.19,40.68,3.777,13.035,12.771,0.143,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-NX,宁夏,CN-R-NW,西北,97.823,58.88,72.22,41.28,55.6,4.282,12.938,17.227,-1.671,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-XJ,新疆,CN-R-NW,西北,99.605,147.68,181.1,103.5,139.43,3.829,14.726,13.148,-0.2,国家统计局,2017-01-10,final
2016-12-01,2016,12,city,CN-GZ-GZ,广州,CN-GD,广东,101.962,193.09,236.79,135.33,182.31,4.245,16.978,17.546,-2.076,国家统计局,2017-01-10,final
2016-12-01,2016,12,city,CN-GD-SZ,深圳,CN-GD,广东,97.665,229.01,280.85,160.51,216.23,4.116,12.085,12.222,1.489,国家统计局,2017-01-10,final
2016-12-01,2016,12,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,97.056,148.59,182.22,104.14,140.29,4.239,16.771,17.032,-1.592,国家统计局,2017-01-10,final
2016-12-01,2016,12,city,CN-JS-NJ,南京,CN-JS,江苏,100.914,144.78,177.56,101.48,136.7,3.946,12.205,17.049,-1.658,国家统计局,2017-01-10,final
2016-12-01,2016,12,city,CN-HB-WH,武汉,CN-HB,湖北,98.298,108.53,133.1,76.07,102.47,4.049,11.281,13.983,1.266,国家统计局,2017-01-10,final
2016-12-01,2016,12,city,CN-SC-CD,成都,CN-SC,四川,98.603,127.58,156.45,89.42,120.45,3.9,12.503,17.198,-1.924,国家统计局,2017-01-10,final
2016-12-01,2016,12,city,CN-SN-XA,西安,CN-SN,陕西,98.194,67.89,83.25,47.58,64.1,3.748,11.432,14.217,-0.186,国家统计局,2017-01-10,final
2016-12-01,2016,12,city,CN-JS-SZ,苏州,CN-JS,江苏,101.229,214.07,262.52,150.04,202.12,4.055,11.768,17.391,-2.41,国家统计局,2017-01-10,final
2016-12-01,2016,12,city,CN-SD-QD,青岛,CN-SD,山东,96.765,138.3,169.6,96.93,130.58,3.772,14.398,12.71,1.4,国家统计局,2017-01-10,final
2016-12-01,2016,12,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,101.571,96.68,118.56,67.76,91.28,4.39,11.277,14.188,-0.766,国家统计局,2017-01-10,final
2017-01-01,2017,1,national,CN,中国,,,96.604,9535.36,11910.08,7216.74,8919.28,3.609,13.412,14.057,1.103,国家统计局,2017-02-10,final
2017-01-01,2017,1,region,CN-R-NC,华北,CN,中国,96.442,1191.66,1488.43,901.9,1114.67,3.962,13.256,14.976,-0.151,国家统计局,2017-02-10,final
2017-01-01,2017,1,region,CN-R-NE,东北,CN,中国,96.171,461.17,576.03,349.03,431.37,3.76,12.895,16.537,-1.683,国家统计局,2017-02-10,final
2017-01-01,2017,1,region,CN-R-EC,华东,CN,中国,98.647,3702.19,4624.21,2801.97,3463.0,3.7,12.813,11.934,-2.178,国家统计局,2017-02-10,final
2017-01-01,2017,1,region,CN-R-CC,华中,CN,中国,99.041,1267.59,1583.28,959.37,1185.7,3.894,14.031,12.323,-2.034,国家统计局,2017-02-10,final
2017-01-01,2017,1,region,CN-R-SC,华南,CN,中国,99.18,1229.6,1535.82,930.61,1150.15,4.069,12.187,17.712,-0.147,国家统计局,2017-02-10,final
2017-01-01,2017,1,region,CN-R-SW,西南,CN,中国,100.503,1108.05,1383.99,838.61,1036.45,3.815,16.985,14.052,0.122,国家统计局,2017-02-10,final
2017-01-01,2017,1,region,CN-R-NW,西北,CN,中国,98.972,575.1,718.32,435.25,537.94,3.772,16.199,12.046,-1.965,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-BJ,北京,CN-R-NC,华北,101.847,347.02,433.44,262.64,324.6,4.002,16.801,17.13,-1.43,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-TJ,天津,CN-R-NC,华北,100.064,139.64,174.42,105.69,130.62,4.112,11.544,14.645,1.157,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-HE,河北,CN-R-NC,华北,99.957,370.06,462.21,280.07,346.14,3.729,16.053,13.649,-1.028,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-SX,山西,CN-R-NC,华北,96.518,198.55,248.0,150.28,185.73,3.548,15.969,16.802,-0.819,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-NM,内蒙古,CN-R-NC,华北,98.091,136.39,170.36,103.23,127.58,4.071,13.422,14.502,1.148,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-LN,辽宁,CN-R-NE,东北,99.079,238.74,298.19,180.68,223.3,3.49,14.406,16.585,-0.404,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-JL,吉林,CN-R-NE,东北,98.902,92.77,115.87,70.22,86.78,4.101,15.887,13.193,0.825,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-HL,黑龙江,CN-R-NE,东北,98.336,129.66,161.96,98.13,121.29,4.143,15.885,11.996,-0.476,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-SH,上海,CN-R-EC,华东,97.376,328.25,410.01,248.44,307.05,3.741,17.521,11.926,-0.15,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-JS,江苏,CN-R-EC,华东,100.869,909.48,1135.98,688.33,850.71,3.777,13.671,13.103,-0.243,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-ZJ,浙江,CN-R-EC,华东,96.866,664.67,830.21,503.05,621.73,4.023,13.695,17.009,-1.969,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-AH,安徽,CN-R-EC,华东,96.907,373.89,467.0,282.97,349.73,3.456,15.733,14.339,0.285,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-FJ,福建,CN-R-EC,华东,101.605,369.52,461.54,279.67,345.64,3.505,11.685,14.703,1.441,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-JX,江西,CN-R-EC,华东,97.228,235.51,294.17,178.25,220.3,3.784,14.139,16.047,-0.449,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-SD,山东,CN-R-EC,华东,100.24,820.87,1025.3,621.26,767.83,3.798,12.123,14.847,-2.259,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-HA,河南,CN-R-CC,华中,96.747,440.98,550.81,333.76,412.49,3.622,12.381,13.199,-1.83,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-HB,湖北,CN-R-CC,华中,100.723,445.02,555.85,336.81,416.27,4.094,12.586,15.271,1.584,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-HN,湖南,CN-R-CC,华中,97.939,381.59,476.62,288.8,356.93,4.072,15.906,15.656,1.131,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-GD,广东,CN-R-SC,华南,97.546,956.16,1194.28,723.66,894.37,3.753,17.7,12.771,1.61,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-GX,广西,CN-R-SC,华南,99.647,210.87,263.39,159.6,197.24,3.663,17.444,17.284,-0.476,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-HI,海南,CN-R-SC,华南,96.324,62.57,78.16,47.36,58.54,4.045,13.594,12.244,-0.252,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-CQ,重庆,CN-R-SW,西南,98.996,228.15,284.97,172.67,213.4,3.575,17.433,14.543,0.729,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-SC,四川,CN-R-SW,西南,98.469,474.79,593.03,359.34,444.11,3.96,15.987,11.985,0.187,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-GZ,贵州,CN-R-SW,西南,96.97,185.36,231.52,140.29,173.39,3.73,16.227,13.487,1.574,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-YN,云南,CN-R-SW,西南,101.669,198.87,248.4,150.51,186.02,4.072,14.373,12.149,-0.453,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-XZ,西藏,CN-R-SW,西南,102.069,20.88,26.08,15.8,19.52,3.939,12.043,11.733,-1.388,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-SN,陕西,CN-R-NW,西北,96.674,276.86,345.81,209.53,258.97,3.642,16.348,12.623,-1.611,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-GS,甘肃,CN-R-NW,西北,98.796,76.61,95.69,57.98,71.66,3.682,11.499,12.904,-0.86,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-QH,青海,CN-R-NW,西北,96.094,37.65,47.02,28.49,35.21,3.596,16.202,14.063,-1.546,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-NX,宁夏,CN-R-NW,西北,98.52,54.04,67.51,40.91,50.55,3.744,15.725,13.13,1.595,国家统计局,2017-02-10,final
2017-01-01,2017,1,province,CN-XJ,新疆,CN-R-NW,西北,100.225,129.93,162.29,98.33,121.55,3.53,13.429,12.609,1.044,国家统计局,2017-02-10,final
2017-01-01,2017,1,city,CN-GZ-GZ,广州,CN-GD,广东,97.313,182.93,228.49,138.45,171.11,3.874,15.339,14.342,0.99,国家统计局,2017-02-10,final
2017-01-01,2017,1,city,CN-GD-SZ,深圳,CN-GD,广东,97.471,215.09,268.66,162.79,201.2,3.856,12.743,12.082,-0.345,国家统计局,2017-02-10,final
2017-01-01,2017,1,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,99.734,135.46,169.19,102.52,126.7,3.823,17.351,15.857,-1.173,国家统计局,2017-02-10,final
2017-01-01,2017,1,city,CN-JS-NJ,南京,CN-JS,江苏,96.509,142.07,177.46,107.53,132.89,3.833,11.438,15.165,0.984,国家统计局,2017-02-10,final
2017-01-01,2017,1,city,CN-HB-WH,武汉,CN-HB,湖北,97.0,99.3,124.04,75.16,92.89,4.0,14.238,12.388,0.22,国家统计局,2017-02-10,final
2017-01-01,2017,1,city,CN-SC-CD,成都,CN-SC,四川,99.997,117.58,146.86,88.99,109.98,3.601,14.628,17.706,-1.818,国家统计局,2017-02-10,final
2017-01-01,2017,1,city,CN-SN-XA,西安,CN-SN,陕西,99.737,60.51,75.58,45.8,56.6,3.627,16.115,16.713,1.14,国家统计局,2017-02-10,final
2017-01-01,2017,1,city,CN-JS-SZ,苏州,CN-JS,江苏,99.234,219.54,274.21,166.15,205.35,3.966,14.195,13.076,-1.088,国家统计局,2017-02-10,final
2017-01-01,2017,1,city,CN-SD-QD,青岛,CN-SD,山东,96.431,139.12,173.76,105.29,130.13,3.809,15.741,16.832,-0.588,国家统计局,2017-02-10,final
2017-01-01,2017,1,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,97.659,92.73,115.83,70.18,86.74,3.744,12.377,12.17,0.896,国家统计局,2017-02-10,final
2017-02-01,2017,2,national,CN,中国,,,98.921,9984.45,12574.65,8221.52,9727.14,3.602,13.04,12.879,-0.085,国家统计局,2017-03-13,final
2017-02-01,2017,2,region,CN-R-NC,华北,CN,中国,97.409,1226.05,1544.12,1009.57,1194.45,4.19,12.574,12.52,-1.287,国家统计局,2017-03-13,final
2017-02-01,2017,2,region,CN-R-NE,东北,CN,中国,98.845,454.89,572.9,374.57,443.17,3.827,14.094,14.016,-2.003,国家统计局,2017-03-13,final
2017-02-01,2017,2,region,CN-R-EC,华东,CN,中国,97.605,3870.86,4875.04,3187.38,3771.1,3.964,11.201,13.29,-3.627,国家统计局,2017-03-13,final
2017-02-01,2017,2,region,CN-R-CC,华中,CN,中国,102.069,1274.26,1604.84,1049.27,1241.43,3.892,11.456,12.873,-2.569,国家统计局,2017-03-13,final
2017-02-01,2017,2,region,CN-R-SC,华南,CN,中国,98.101,1353.43,1704.54,1114.46,1318.55,3.595,15.777,16.91,-2.76,国家统计局,2017-03-13,final
2017-02-01,2017,2,region,CN-R-SW,西南,CN,中国,99.705,1218.7,1534.86,1003.51,1187.29,3.659,14.953,13.308,-0.622,国家统计局,2017-03-13,final
2017-02-01,2017,2,region,CN-R-NW,西北,CN,中国,99.074,586.26,738.35,482.75,571.15,3.561,16.171,13.826,-3.726,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-BJ,北京,CN-R-NC,华北,97.816,368.2,463.74,303.2,358.71,4.179,15.144,12.991,0.048,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-TJ,天津,CN-R-NC,华北,96.902,146.75,184.82,120.84,142.97,3.656,11.163,15.125,0.076,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-HE,河北,CN-R-NC,华北,97.037,357.52,450.27,294.4,348.3,3.852,10.271,13.982,-0.052,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-SX,山西,CN-R-NC,华北,100.005,200.92,253.04,165.44,195.74,4.206,15.748,17.526,-2.544,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-NM,内蒙古,CN-R-NC,华北,97.712,152.65,192.25,125.69,148.72,4.203,12.169,13.064,-0.892,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-LN,辽宁,CN-R-NE,东北,98.978,236.15,297.41,194.46,230.07,4.065,15.13,11.682,-0.153,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-JL,吉林,CN-R-NE,东北,102.379,89.73,113.01,73.88,87.41,3.815,10.193,14.849,-1.066,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-HL,黑龙江,CN-R-NE,东北,97.084,129.01,162.48,106.23,125.69,3.778,12.651,15.372,-1.583,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-SH,上海,CN-R-EC,华东,101.183,349.19,439.79,287.54,340.2,4.0,10.314,16.801,-1.312,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-JS,江苏,CN-R-EC,华东,99.581,951.6,1198.46,783.57,927.07,3.851,13.666,17.006,0.067,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-ZJ,浙江,CN-R-EC,华东,96.99,652.13,821.32,536.99,635.33,3.912,16.077,15.83,-3.475,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-AH,安徽,CN-R-EC,华东,101.271,370.55,466.67,305.12,360.99,3.656,12.971,14.617,-0.591,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-FJ,福建,CN-R-EC,华东,100.746,385.3,485.26,317.27,375.37,3.931,14.888,16.578,-2.013,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-JX,江西,CN-R-EC,华东,96.91,238.47,300.34,196.37,232.32,3.744,15.157,15.33,-3.09,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-SD,山东,CN-R-EC,华东,100.026,923.61,1163.21,760.53,899.81,4.038,11.914,14.33,-1.109,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-HA,河南,CN-R-CC,华中,97.914,452.11,569.4,372.28,440.46,4.206,12.376,16.793,-2.499,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-HB,湖北,CN-R-CC,华中,99.876,459.53,578.74,378.39,447.69,3.809,15.488,14.306,-3.279,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-HN,湖南,CN-R-CC,华中,100.243,362.63,456.7,298.6,353.28,3.88,16.095,17.052,-3.794,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-GD,广东,CN-R-SC,华南,99.923,1071.45,1349.4,882.27,1043.83,3.653,12.479,16.918,-0.105,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-GX,广西,CN-R-SC,华南,99.674,218.03,274.6,179.53,212.41,4.058,13.11,14.402,-2.893,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-HI,海南,CN-R-SC,华南,97.266,63.95,80.54,52.66,62.31,3.724,14.09,16.439,-1.204,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-CQ,重庆,CN-R-SW,西南,99.947,233.52,294.11,192.3,227.51,3.856,13.376,16.562,-2.432,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-SC,四川,CN-R-SW,西南,99.383,548.92,691.33,452.0,534.77,4.137,14.272,13.835,-2.53,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-GZ,贵州,CN-R-SW,西南,97.465,198.32,249.77,163.3,193.21,3.579,13.509,15.063,-0.142,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-YN,云南,CN-R-SW,西南,99.817,212.9,268.12,175.3,207.4,3.682,13.573,15.133,-0.564,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-XZ,西藏,CN-R-SW,西南,100.506,25.04,31.53,20.62,24.4,3.851,10.819,12.185,0.017,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-SN,陕西,CN-R-NW,西北,101.586,275.83,347.38,227.12,268.71,3.969,15.25,12.788,-3.178,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-GS,甘肃,CN-R-NW,西北,100.814,84.39,106.28,69.5,82.22,3.921,15.638,12.283,-2.482,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-QH,青海,CN-R-NW,西北,101.39,39.64,49.93,32.65,38.63,3.622,10.335,14.844,-2.558,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-NX,宁夏,CN-R-NW,西北,97.633,55.12,69.42,45.39,53.7,3.714,12.301,15.591,-3.22,国家统计局,2017-03-13,final
2017-02-01,2017,2,province,CN-XJ,新疆,CN-R-NW,西北,97.224,131.29,165.34,108.1,127.9,4.123,12.042,12.213,-3.707,国家统计局,2017-03-13,final
2017-02-01,2017,2,city,CN-GZ-GZ,广州,CN-GD,广东,102.394,199.59,251.36,164.35,194.44,3.794,13.11,16.93,-0.768,国家统计局,2017-03-13,final
2017-02-01,2017,2,city,CN-GD-SZ,深圳,CN-GD,广东,101.073,235.1,296.09,193.59,229.04,3.998,15.559,14.826,-1.369,国家统计局,2017-03-13,final
2017-02-01,2017,2,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,102.155,148.31,186.79,122.12,144.49,3.659,14.814,15.108,-0.492,国家统计局,2017-03-13,final
2017-02-01,2017,2,city,CN-JS-NJ,南京,CN-JS,江苏,97.325,151.21,190.44,124.51,147.32,4.141,13.005,17.335,-0.231,国家统计局,2017-03-13,final
2017-02-01,2017,2,city,CN-HB-WH,武汉,CN-HB,湖北,101.724,112.68,141.91,92.79,109.78,3.544,10.221,16.593,-3.258,国家统计局,2017-03-13,final
2017-02-01,2017,2,city,CN-SC-CD,成都,CN-SC,四川,97.568,118.86,149.7,97.88,115.8,3.875,15.232,16.716,-1.26,国家统计局,2017-03-13,final
2017-02-01,2017,2,city,CN-SN-XA,西安,CN-SN,陕西,102.515,64.67,81.45,53.25,63.01,4.221,11.892,13.014,-0.066,国家统计局,2017-03-13,final
2017-02-01,2017,2,city,CN-JS-SZ,苏州,CN-JS,江苏,99.543,230.4,290.17,189.72,224.46,3.879,13.056,15.339,-1.579,国家统计局,2017-03-13,final
2017-02-01,2017,2,city,CN-SD-QD,青岛,CN-SD,山东,100.727,135.51,170.66,111.58,132.01,3.827,11.155,16.135,-1.489,国家统计局,2017-03-13,final
2017-02-01,2017,2,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,99.548,97.72,123.07,80.46,95.2,4.209,11.174,13.101,-0.949,国家统计局,2017-03-13,final
2017-03-01,2017,3,national,CN,中国,,,98.571,10065.71,12297.02,7513.71,9449.85,3.877,12.053,14.657,-3.228,国家统计局,2017-04-10,final
2017-03-01,2017,3,region,CN-R-NC,华北,CN,中国,96.091,1167.65,1426.49,871.62,1096.21,3.511,11.511,15.958,-1.62,国家统计局,2017-04-10,final
2017-03-01,2017,3,region,CN-R-NE,东北,CN,中国,97.999,467.49,571.12,348.97,438.88,3.726,14.127,17.367,-0.903,国家统计局,2017-04-10,final
2017-03-01,2017,3,region,CN-R-EC,华东,CN,中国,98.782,4055.79,4954.85,3027.5,3807.64,3.811,14.668,12.569,0.123,国家统计局,2017-04-10,final
2017-03-01,2017,3,region,CN-R-CC,华中,CN,中国,100.066,1276.83,1559.87,953.11,1198.71,3.856,11.543,12.615,-1.315,国家统计局,2017-04-10,final
2017-03-01,2017,3,region,CN-R-SC,华南,CN,中国,100.026,1336.95,1633.32,997.98,1255.15,4.056,14.667,12.392,-2.14,国家统计局,2017-04-10,final
2017-03-01,2017,3,region,CN-R-SW,西南,CN,中国,97.401,1197.2,1462.59,893.67,1123.95,3.537,12.226,15.603,-0.087,国家统计局,2017-04-10,final
2017-03-01,2017,3,region,CN-R-NW,西北,CN,中国,98.821,563.8,688.78,420.86,529.31,3.736,14.703,15.239,-2.77,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-BJ,北京,CN-R-NC,华北,99.939,348.72,426.02,260.31,327.38,3.512,14.979,13.92,0.252,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-TJ,天津,CN-R-NC,华北,97.006,139.3,170.17,103.98,130.78,4.008,12.789,13.67,-0.215,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-HE,河北,CN-R-NC,华北,97.441,343.59,419.76,256.48,322.57,4.156,16.367,14.385,-2.013,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-SX,山西,CN-R-NC,华北,97.842,201.42,246.08,150.36,189.1,3.662,16.169,12.693,-1.585,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-NM,内蒙古,CN-R-NC,华北,96.219,134.62,164.47,100.49,126.39,3.553,14.806,16.718,-1.74,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-LN,辽宁,CN-R-NE,东北,97.211,246.0,300.52,183.63,230.94,4.086,13.588,13.732,-3.578,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-JL,吉林,CN-R-NE,东北,100.058,96.13,117.44,71.75,90.24,3.659,16.548,13.831,-1.811,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-HL,黑龙江,CN-R-NE,东北,99.355,125.37,153.16,93.59,117.7,3.704,12.272,14.209,0.096,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-SH,上海,CN-R-EC,华东,97.603,389.76,476.16,290.94,365.92,3.886,11.58,13.345,-3.346,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-JS,江苏,CN-R-EC,华东,100.236,1073.71,1311.72,801.49,1008.01,3.56,14.382,16.05,-2.464,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-ZJ,浙江,CN-R-EC,华东,98.786,658.65,804.65,491.65,618.35,4.129,11.477,12.532,-0.329,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-AH,安徽,CN-R-EC,华东,97.31,394.06,481.41,294.15,369.95,4.174,11.491,16.175,-2.886,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-FJ,福建,CN-R-EC,华东,98.743,409.24,499.95,305.48,384.19,3.82,14.507,12.755,-1.044,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-JX,江西,CN-R-EC,华东,97.518,253.42,309.6,189.17,237.92,3.985,12.201,14.975,-3.476,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-SD,山东,CN-R-EC,华东,100.299,876.96,1071.35,654.61,823.3,4.13,16.349,14.002,0.38,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-HA,河南,CN-R-CC,华中,98.656,454.32,555.03,339.13,426.52,4.099,15.136,13.951,-3.363,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-HB,湖北,CN-R-CC,华中,99.777,456.7,557.93,340.9,428.75,3.741,12.635,17.246,-2.025,国家统计局,2017-04-10,final
2017-03-01,2017,3,province,CN-HN,湖南,CN-R-CC,华中,99.364,365.82,446.91,273.07,343.44,4.14,10.961,13.917,-1.025,国家统计局,2017-04-10,final
