ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,m0_100m_cny,m1_100m_cny,m2_100m_cny,m0_yoy_pct,m1_yoy_pct,m2_yoy_pct,social_financing_flow_100m_cny,loan_balance_100m_cny,reserve_ratio_pct,source_org,release_date,data_status
2016-11-01,2016,11,province,CN-HA,河南,CN-R-CC,华中,5875.86,33676.16,140464.4,7.711,2.987,9.572,1385.77,121480.17,7.322,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-HB,湖北,CN-R-CC,华中,5556.71,31846.99,132834.88,6.518,2.493,9.562,1371.15,114881.8,7.525,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-HN,湖南,CN-R-CC,华中,4882.76,27984.37,116723.79,6.764,3.037,8.706,1035.0,100948.18,7.32,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-GD,广东,CN-R-SC,华南,13178.0,75526.69,315024.4,6.658,2.71,8.45,3405.82,272447.81,7.424,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-GX,广西,CN-R-SC,华南,2580.46,14789.31,61686.73,6.46,3.025,8.236,596.25,53349.56,7.552,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-HI,海南,CN-R-SC,华南,773.43,4432.7,18488.91,6.079,3.339,9.519,202.84,15990.08,7.491,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-CQ,重庆,CN-R-SW,西南,2999.63,17191.72,71707.27,6.874,2.215,9.557,785.29,62015.8,7.442,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-SC,四川,CN-R-SW,西南,6336.21,36314.54,151469.16,6.062,2.606,9.43,1695.02,130997.6,7.358,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-GZ,贵州,CN-R-SW,西南,2420.82,13874.36,57870.44,6.169,2.067,9.048,606.37,50049.06,7.431,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-YN,云南,CN-R-SW,西南,2734.72,15673.44,65374.47,6.181,2.514,9.383,748.95,56538.89,7.396,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-XZ,西藏,CN-R-SW,西南,293.43,1681.72,7014.5,6.006,2.312,8.405,75.72,6066.47,7.471,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-SN,陕西,CN-R-NW,西北,3460.99,19835.9,82736.19,6.494,3.118,9.203,798.7,71554.12,7.385,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-GS,甘肃,CN-R-NW,西北,1054.85,6045.63,25216.54,5.971,2.388,8.287,247.01,21808.44,7.468,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-QH,青海,CN-R-NW,西北,490.18,2809.36,11717.93,7.478,1.754,9.057,104.86,10134.21,7.405,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-NX,宁夏,CN-R-NW,西北,689.07,3949.22,16472.35,6.662,3.384,8.584,173.11,14246.06,7.356,中国人民银行,2016-12-11,final
2016-11-01,2016,11,province,CN-XJ,新疆,CN-R-NW,西北,1634.38,9367.11,39070.52,6.92,2.351,9.012,355.69,33790.01,7.408,中国人民银行,2016-12-11,final
2016-12-01,2016,12,national,CN,中国,,,125434.62,716802.78,2970023.15,5.829,2.51,10.044,32025.77,2580642.36,7.354,中国人民银行,2017-01-10,final
2016-12-01,2016,12,region,CN-R-NC,华北,CN,中国,14639.81,83659.95,346639.26,5.815,2.383,9.245,3113.49,301193.6,7.472,中国人民银行,2017-01-10,final
2016-12-01,2016,12,region,CN-R-NE,东北,CN,中国,5742.33,32814.86,135966.1,5.533,3.247,9.168,1611.05,118140.45,7.63,中国人民银行,2017-01-10,final
2016-12-01,2016,12,region,CN-R-EC,华东,CN,中国,50152.77,286600.7,1187510.34,6.28,2.787,10.026,14185.11,1031823.43,7.408,中国人民银行,2017-01-10,final
2016-12-01,2016,12,region,CN-R-CC,华中,CN,中国,16389.88,93660.82,388077.18,6.076,3.343,9.04,4220.11,337198.86,7.481,中国人民银行,2017-01-10,final
2016-12-01,2016,12,region,CN-R-SC,华南,CN,中国,16679.2,95314.15,394927.63,6.042,1.868,10.033,4000.42,343151.18,7.538,中国人民银行,2017-01-10,final
2016-12-01,2016,12,region,CN-R-SW,西南,CN,中国,14309.93,81774.82,338828.35,5.642,3.605,8.829,3284.49,294406.72,7.504,中国人民银行,2017-01-10,final
2016-12-01,2016,12,region,CN-R-NW,西北,CN,中国,7520.71,42977.49,178074.3,6.485,3.676,9.888,1611.11,154728.11,7.417,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-BJ,北京,CN-R-NC,华北,4431.75,25325.51,104934.5,6.05,2.466,8.583,935.95,91177.21,7.607,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-TJ,天津,CN-R-NC,华北,1689.99,9657.54,40015.37,7.208,2.362,8.525,354.79,34769.21,7.592,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-HE,河北,CN-R-NC,华北,4388.63,25079.07,103913.39,6.743,3.476,8.541,948.44,90289.97,7.629,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-SX,山西,CN-R-NC,华北,2414.6,13798.36,57172.52,6.204,2.71,8.641,533.45,49677.0,7.54,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-NM,内蒙古,CN-R-NC,华北,1714.83,9799.48,40603.47,7.082,2.135,9.714,340.87,35280.21,7.452,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-LN,辽宁,CN-R-NE,东北,2998.14,17133.07,70989.68,5.995,1.828,9.65,766.71,61682.67,7.491,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-JL,吉林,CN-R-NE,东北,1125.2,6429.98,26642.18,7.318,3.01,9.155,355.34,23149.3,7.502,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-HL,黑龙江,CN-R-NE,东北,1618.99,9251.81,38334.24,6.86,2.493,9.513,489.0,33308.49,7.565,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-SH,上海,CN-R-EC,华东,4663.2,26648.1,110414.57,6.779,3.314,9.165,1234.39,95938.82,7.501,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-JS,江苏,CN-R-EC,华东,12557.96,71763.17,297345.76,6.87,3.132,9.838,3414.92,258362.65,7.561,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-ZJ,浙江,CN-R-EC,华东,8527.13,48728.72,201904.13,5.688,2.102,9.598,2177.75,175433.77,7.511,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-AH,安徽,CN-R-EC,华东,4689.36,26797.63,111034.12,6.77,2.285,9.812,1267.94,96477.15,7.626,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-FJ,福建,CN-R-EC,华东,5202.41,29729.45,123181.96,6.908,3.748,9.035,1635.75,107032.36,7.601,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-JX,江西,CN-R-EC,华东,3240.48,18517.88,76727.59,6.806,3.633,9.611,845.14,66668.33,7.384,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-SD,山东,CN-R-EC,华东,11272.22,64415.75,266902.21,6.149,3.4,9.465,3609.22,231910.36,7.358,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-HA,河南,CN-R-CC,华中,6025.05,34430.48,142660.34,7.278,2.801,8.748,1527.61,123957.05,7.599,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-HB,湖北,CN-R-CC,华中,5486.15,31350.87,129900.15,5.984,1.822,9.12,1440.51,112869.77,7.585,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-HN,湖南,CN-R-CC,华中,4878.68,27879.47,115516.7,7.176,2.579,9.509,1251.99,100372.04,7.374,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-GD,广东,CN-R-SC,华南,13185.71,75350.37,312209.06,6.257,2.883,9.916,3197.47,271277.32,7.618,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-GX,广西,CN-R-SC,华南,2678.42,15306.01,63419.38,7.256,3.481,8.679,621.89,55104.87,7.531,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-HI,海南,CN-R-SC,华南,815.07,4657.78,19299.19,6.712,3.607,9.509,181.06,16768.99,7.586,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-CQ,重庆,CN-R-SW,西南,2848.0,16275.02,67434.41,6.228,2.09,9.631,719.03,58593.5,7.6,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-SC,四川,CN-R-SW,西南,6148.22,35134.27,145576.47,7.301,3.047,8.583,1329.4,126490.86,7.56,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-GZ,贵州,CN-R-SW,西南,2435.2,13916.05,57660.2,7.168,1.913,8.946,583.85,50100.74,7.436,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-YN,云南,CN-R-SW,西南,2589.7,14799.0,61318.65,7.402,2.265,9.183,589.3,53279.55,7.352,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-XZ,西藏,CN-R-SW,西南,288.82,1650.48,6838.63,6.673,2.154,8.775,62.9,5942.07,7.616,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-SN,陕西,CN-R-NW,西北,3508.12,20047.37,83064.91,6.232,2.57,9.265,686.04,72174.79,7.542,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-GS,甘肃,CN-R-NW,西北,1108.36,6333.77,26243.52,7.389,1.936,10.054,261.47,22802.9,7.438,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-QH,青海,CN-R-NW,西北,501.0,2863.0,11862.67,5.92,3.574,9.722,98.57,10307.43,7.513,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-NX,宁夏,CN-R-NW,西北,709.25,4053.04,16793.49,7.29,2.481,9.415,170.53,14591.8,7.598,中国人民银行,2017-01-10,final
2016-12-01,2016,12,province,CN-XJ,新疆,CN-R-NW,西北,1693.97,9680.31,40109.72,6.944,3.102,8.77,394.5,34851.19,7.478,中国人民银行,2017-01-10,final
2017-01-01,2017,1,national,CN,中国,,,125817.77,723082.66,2979873.37,7.128,3.98,8.894,32284.16,2576955.47,7.529,中国人民银行,2017-02-10,final
2017-01-01,2017,1,region,CN-R-NC,华北,CN,中国,14984.03,86114.15,354882.32,7.119,3.124,9.424,4323.51,306897.58,7.531,中国人民银行,2017-02-10,final
2017-01-01,2017,1,region,CN-R-NE,东北,CN,中国,5910.44,33967.69,139983.19,8.177,2.806,8.101,1492.84,121055.62,7.538,中国人民银行,2017-02-10,final
2017-01-01,2017,1,region,CN-R-EC,华东,CN,中国,48978.86,281484.55,1160017.22,6.463,3.827,8.144,11958.31,1003167.7,7.391,中国人民银行,2017-02-10,final
2017-01-01,2017,1,region,CN-R-CC,华中,CN,中国,16945.8,97388.59,401345.09,7.775,2.852,9.202,4156.51,347077.98,7.392,中国人民银行,2017-02-10,final
2017-01-01,2017,1,region,CN-R-SC,华南,CN,中国,16651.19,95695.43,394367.44,8.047,4.507,8.697,3835.68,341043.8,7.429,中国人民银行,2017-02-10,final
2017-01-01,2017,1,region,CN-R-SW,西南,CN,中国,14888.75,85566.57,352625.71,7.181,3.232,9.212,4519.11,304946.1,7.435,中国人民银行,2017-02-10,final
2017-01-01,2017,1,region,CN-R-NW,西北,CN,中国,7458.71,42865.68,176652.4,6.825,3.735,8.629,1998.2,152766.69,7.332,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-BJ,北京,CN-R-NC,华北,4487.08,25787.51,106272.1,8.161,3.193,8.716,1197.9,91902.71,7.332,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-TJ,天津,CN-R-NC,华北,1760.06,10115.18,41685.34,6.599,4.057,8.952,463.43,36048.94,7.533,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-HE,河北,CN-R-NC,华北,4425.61,25434.23,104816.24,8.073,4.046,8.166,1388.97,90643.71,7.452,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-SX,山西,CN-R-NC,华北,2570.79,14774.49,60886.66,7.235,3.717,8.39,795.02,52653.99,7.545,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-NM,内蒙古,CN-R-NC,华北,1740.49,10002.74,41221.98,6.23,3.526,9.255,478.19,35648.22,7.407,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-LN,辽宁,CN-R-NE,东北,3026.07,17391.05,71669.73,7.228,3.896,8.829,773.8,61979.04,7.383,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-JL,吉林,CN-R-NE,东北,1185.78,6814.77,28084.15,7.429,3.158,8.519,309.75,24286.8,7.479,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-HL,黑龙江,CN-R-NE,东北,1698.58,9761.86,40229.31,6.981,2.958,9.579,409.29,34789.78,7.528,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-SH,上海,CN-R-EC,华东,4602.25,26449.45,109000.0,6.861,3.271,8.151,1258.14,94261.77,7.515,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-JS,江苏,CN-R-EC,华东,12044.46,69220.28,285261.53,7.14,3.634,8.89,2824.07,246690.44,7.512,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-ZJ,浙江,CN-R-EC,华东,8310.93,47763.44,196836.43,6.808,2.694,9.631,1811.04,170221.56,7.475,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-AH,安徽,CN-R-EC,华东,4713.39,27088.15,111632.12,8.041,4.537,8.11,1163.52,96537.99,7.59,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-FJ,福建,CN-R-EC,华东,4969.7,28561.19,117702.62,7.312,2.89,8.11,1285.06,101787.69,7.361,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-JX,江西,CN-R-EC,华东,3072.65,17658.71,72772.74,7.522,2.882,9.262,668.62,62932.92,7.514,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-SD,山东,CN-R-EC,华东,11265.47,64743.34,266811.77,6.908,2.918,8.18,2947.85,230735.33,7.31,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-HA,河南,CN-R-CC,华中,6271.41,36042.21,148532.45,7.361,3.558,8.275,1454.28,128448.92,7.314,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-HB,湖北,CN-R-CC,华中,5809.23,33386.0,137586.01,6.713,2.846,9.43,1395.69,118982.58,7.535,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-HN,湖南,CN-R-CC,华中,4865.16,27960.38,115226.64,7.622,3.667,8.248,1306.54,99646.48,7.567,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-GD,广东,CN-R-SC,华南,13242.89,76107.67,313644.93,7.626,2.604,8.992,2984.6,271236.04,7.39,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-GX,广西,CN-R-SC,华南,2633.81,15136.67,62379.26,6.711,2.976,8.795,681.46,53944.76,7.596,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-HI,海南,CN-R-SC,华南,774.49,4451.09,18343.25,6.517,3.806,9.531,169.62,15863.0,7.347,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-CQ,重庆,CN-R-SW,西南,3000.03,17241.36,71052.83,7.969,2.649,8.521,927.59,61445.56,7.382,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-SC,四川,CN-R-SW,西南,6489.36,37294.74,153694.16,7.975,4.134,9.234,1812.66,132912.71,7.353,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-GZ,贵州,CN-R-SW,西南,2422.45,13922.01,57373.56,8.076,3.069,9.487,805.28,49615.9,7.452,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-YN,云南,CN-R-SW,西南,2689.17,15454.84,63690.46,6.693,4.458,8.881,877.39,55078.67,7.455,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-XZ,西藏,CN-R-SW,西南,287.73,1653.62,6814.7,8.16,2.684,8.103,96.18,5893.27,7.46,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-SN,陕西,CN-R-NW,西北,3510.84,20176.99,83150.71,6.545,4.137,8.71,891.77,71907.64,7.595,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-GS,甘肃,CN-R-NW,西北,1085.77,6239.96,25715.31,6.884,3.961,8.339,299.77,22238.26,7.595,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-QH,青海,CN-R-NW,西北,500.19,2874.62,11846.52,7.295,3.359,9.409,141.38,10244.73,7.593,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-NX,宁夏,CN-R-NW,西北,689.24,3961.11,16324.01,7.529,4.17,8.185,165.85,14116.79,7.537,中国人民银行,2017-02-10,final
2017-01-01,2017,1,province,CN-XJ,新疆,CN-R-NW,西北,1672.68,9613.0,39615.84,7.232,2.97,9.31,499.43,34259.26,7.447,中国人民银行,2017-02-10,final
2017-02-01,2017,2,national,CN,中国,,,125411.66,729140.97,3005671.45,8.213,2.015,8.786,30287.49,2579387.45,7.538,中国人民银行,2017-03-13,final
2017-02-01,2017,2,region,CN-R-NC,华北,CN,中国,14572.72,84725.53,349256.35,6.984,1.377,8.333,3020.93,299722.53,7.558,中国人民银行,2017-03-13,final
2017-02-01,2017,2,region,CN-R-NE,东北,CN,中国,5878.43,34177.1,140885.14,8.686,2.424,8.332,1597.69,120903.89,7.592,中国人民银行,2017-03-13,final
2017-02-01,2017,2,region,CN-R-EC,华东,CN,中国,49727.59,289115.27,1191793.59,7.538,1.369,9.59,12526.89,1022765.62,7.605,中国人民银行,2017-03-13,final
2017-02-01,2017,2,region,CN-R-CC,华中,CN,中国,16624.93,96657.06,398440.59,7.615,1.162,8.773,3816.46,341931.14,7.598,中国人民银行,2017-03-13,final
2017-02-01,2017,2,region,CN-R-SC,华南,CN,中国,16880.33,98141.91,404561.42,8.218,1.757,9.698,4340.44,347183.87,7.516,中国人民银行,2017-03-13,final
2017-02-01,2017,2,region,CN-R-SW,西南,CN,中国,14302.08,83151.99,342769.88,8.529,2.384,8.844,3233.67,294156.02,7.557,中国人民银行,2017-03-13,final
2017-02-01,2017,2,region,CN-R-NW,西北,CN,中国,7425.57,43172.11,177964.48,6.901,0.743,8.624,1751.41,152724.39,7.412,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-BJ,北京,CN-R-NC,华北,4345.69,25265.73,104150.63,8.053,0.971,8.661,817.94,89379.31,7.439,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-TJ,天津,CN-R-NC,华北,1707.26,9925.97,40916.94,7.068,0.88,9.588,312.01,35113.83,7.613,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-HE,河北,CN-R-NC,华北,4354.32,25315.95,104357.61,8.423,2.211,8.249,984.8,89556.93,7.367,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-SX,山西,CN-R-NC,华北,2461.52,14311.21,58993.79,8.389,1.946,9.04,559.06,50626.9,7.564,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-NM,内蒙古,CN-R-NC,华北,1703.94,9906.67,40837.39,8.001,2.452,9.133,347.13,35045.56,7.347,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-LN,辽宁,CN-R-NE,东北,3045.47,17706.35,72989.27,7.214,1.711,8.687,865.65,62637.45,7.347,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-JL,吉林,CN-R-NE,东北,1172.02,6814.06,28089.01,7.086,0.936,9.683,267.52,24105.24,7.517,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-HL,黑龙江,CN-R-NE,东北,1660.94,9656.69,39806.86,7.354,1.816,8.807,464.52,34161.19,7.393,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-SH,上海,CN-R-EC,华东,4568.46,26560.94,109489.75,8.695,2.47,8.685,1357.22,93961.19,7.597,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-JS,江苏,CN-R-EC,华东,12426.7,72248.6,297823.8,6.878,1.18,8.798,2874.56,255584.48,7.459,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-ZJ,浙江,CN-R-EC,华东,8556.69,49748.42,205073.39,8.745,1.61,8.524,2099.59,175988.54,7.397,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-AH,安徽,CN-R-EC,华东,4690.95,27273.08,112425.34,7.896,1.167,9.451,1130.99,96480.44,7.362,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-FJ,福建,CN-R-EC,华东,4868.08,28302.94,116670.63,8.393,2.586,9.176,1289.71,100123.64,7.368,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-JX,江西,CN-R-EC,华东,3142.49,18270.37,75314.32,7.696,0.815,8.588,796.94,64632.74,7.443,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-SD,山东,CN-R-EC,华东,11474.22,66710.92,274996.36,7.059,0.897,8.798,2977.88,235994.58,7.516,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-HA,河南,CN-R-CC,华中,6024.21,35024.63,144378.84,7.777,2.106,9.509,1299.58,123902.09,7.4,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-HB,湖北,CN-R-CC,华中,5766.43,33525.95,138200.98,7.641,1.661,9.552,1308.74,118600.41,7.417,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-HN,湖南,CN-R-CC,华中,4834.29,28106.48,115860.77,7.726,1.328,9.524,1208.14,99428.64,7.586,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-GD,广东,CN-R-SC,华南,13324.64,77469.23,319344.33,7.509,0.802,9.162,3507.69,274052.83,7.378,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-GX,广西,CN-R-SC,华南,2756.71,16027.48,66068.62,8.308,1.35,8.606,627.37,56698.33,7.439,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-HI,海南,CN-R-SC,华南,798.97,4645.19,19148.47,7.912,1.502,8.313,205.38,16432.71,7.331,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-CQ,重庆,CN-R-SW,西南,2810.33,16339.23,67353.72,7.774,1.949,8.727,667.93,57801.18,7.36,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-SC,四川,CN-R-SW,西南,6207.58,36090.72,148773.48,7.578,2.355,9.309,1371.39,127673.45,7.325,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-GZ,贵州,CN-R-SW,西南,2394.59,13922.08,57389.75,8.487,2.166,8.754,525.05,49250.36,7.598,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-YN,云南,CN-R-SW,西南,2612.55,15189.33,62613.57,7.876,2.536,9.705,604.44,53733.31,7.532,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-XZ,西藏,CN-R-SW,西南,277.03,1610.63,6639.35,7.435,0.746,8.893,64.87,5697.72,7.349,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-SN,陕西,CN-R-NW,西北,3467.64,20160.76,83106.88,6.907,1.203,8.538,876.16,71320.12,7.58,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-GS,甘肃,CN-R-NW,西北,1087.69,6323.78,26067.95,7.742,2.221,9.648,235.48,22370.83,7.41,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-QH,青海,CN-R-NW,西北,489.3,2844.77,11726.73,7.659,2.355,8.58,98.32,10063.56,7.37,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-NX,宁夏,CN-R-NW,西北,687.98,3999.91,16488.46,7.087,0.749,8.772,156.69,14149.96,7.596,中国人民银行,2017-03-13,final
2017-02-01,2017,2,province,CN-XJ,新疆,CN-R-NW,西北,1692.97,9842.89,40574.46,7.279,1.128,8.211,384.75,34819.93,7.525,中国人民银行,2017-03-13,final
2017-03-01,2017,3,national,CN,中国,,,125778.23,726978.39,3008503.06,6.135,2.898,9.321,31180.05,2587160.69,7.536,中国人民银行,2017-04-10,final
2017-03-01,2017,3,region,CN-R-NC,华北,CN,中国,15509.8,89644.22,370980.66,6.581,2.527,8.256,3975.07,319024.64,7.338,中国人民银行,2017-04-10,final
2017-03-01,2017,3,region,CN-R-NE,东北,CN,中国,5870.5,33930.54,140417.03,5.639,2.974,8.687,1501.48,120751.55,7.41,中国人民银行,2017-04-10,final
2017-03-01,2017,3,region,CN-R-EC,华东,CN,中国,48873.36,282480.34,1169007.16,5.882,2.659,9.124,12510.6,1005287.12,7.577,中国人民银行,2017-04-10,final
2017-03-01,2017,3,region,CN-R-CC,华中,CN,中国,16614.55,96029.47,397405.15,5.899,3.281,9.599,4288.49,341748.36,7.604,中国人民银行,2017-04-10,final
2017-03-01,2017,3,region,CN-R-SC,华南,CN,中国,16941.8,97920.95,405232.8,6.447,3.073,8.568,4054.56,348479.74,7.43,中国人民银行,2017-04-10,final
2017-03-01,2017,3,region,CN-R-SW,西南,CN,中国,14497.9,83795.59,346776.88,5.928,3.783,9.07,3039.73,298210.6,7.536,中国人民银行,2017-04-10,final
2017-03-01,2017,3,region,CN-R-NW,西北,CN,中国,7470.32,43177.27,178683.37,5.998,4.005,9.5,1810.12,153658.67,7.345,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-BJ,北京,CN-R-NC,华北,4657.52,26919.7,111403.6,6.488,2.423,9.556,1141.24,95801.47,7.35,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-TJ,天津,CN-R-NC,华北,1808.14,10450.77,43249.11,5.432,3.878,8.418,465.91,37192.05,7.586,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-HE,河北,CN-R-NC,华北,4659.81,26932.99,111458.58,5.545,3.958,8.284,1275.35,95848.75,7.468,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-SX,山西,CN-R-NC,华北,2603.19,15046.02,62265.93,6.73,3.385,8.382,681.79,53545.56,7.563,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-NM,内蒙古,CN-R-NC,华北,1781.14,10294.74,42603.44,5.84,4.06,8.696,410.77,36636.81,7.408,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-LN,辽宁,CN-R-NE,东北,3049.17,17623.73,72933.44,5.16,2.75,8.367,745.43,62719.08,7.478,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-JL,吉林,CN-R-NE,东北,1177.82,6807.62,28172.46,4.894,4.03,8.752,306.15,24226.89,7.41,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-HL,黑龙江,CN-R-NE,东北,1643.51,9499.19,39311.13,6.051,3.98,9.051,449.9,33805.58,7.441,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-SH,上海,CN-R-EC,华东,4507.55,26052.91,107816.49,4.898,3.077,9.308,1331.0,92716.74,7.518,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-JS,江苏,CN-R-EC,华东,12463.91,72039.43,298125.58,6.004,2.962,8.439,2901.23,256372.95,7.454,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-ZJ,浙江,CN-R-EC,华东,8441.08,48788.14,201903.18,5.813,2.999,9.032,2126.32,173626.54,7.584,中国人民银行,2017-04-10,final
2017-03-01,2017,3,province,CN-AH,安徽,CN-R-EC,华东,4591.95,26540.74,109835.32,5.763,3.209,9.628,1270.7,94452.83,7.399,中国人民银行,2017-04-10,final
