ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,total_index,manufacturing_index,mining_index,utilities_index,hightech_index,equipment_mfg_index,capacity_utilization_pct,yoy_growth_pct,mom_growth_sa_pct,source_org,release_date,data_status
2018-07-01,2018,7,region,CN-R-NW,西北,CN,中国,118.725,117.286,115.045,120.83,135.403,132.407,75.597,6.332,0.284,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-BJ,北京,CN-R-NC,华北,115.377,119.119,110.882,119.27,134.957,117.718,74.698,5.816,0.207,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-TJ,天津,CN-R-NC,华北,121.277,124.718,113.855,129.857,135.349,130.414,76.45,3.384,0.266,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-HE,河北,CN-R-NC,华北,117.992,116.147,115.232,120.322,129.661,125.49,74.149,3.613,0.295,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-SX,山西,CN-R-NC,华北,117.296,115.92,109.27,126.586,133.49,122.651,73.575,6.18,-0.018,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-NM,内蒙古,CN-R-NC,华北,122.417,121.925,111.483,130.161,137.784,132.746,76.407,5.088,0.071,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-LN,辽宁,CN-R-NE,东北,119.168,118.508,117.538,128.152,132.016,130.826,74.836,6.327,0.269,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-JL,吉林,CN-R-NE,东北,115.42,117.098,111.203,118.978,134.506,124.6,73.594,4.942,0.302,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-HL,黑龙江,CN-R-NE,东北,117.564,121.919,113.533,122.232,136.112,123.217,75.962,3.509,0.908,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-SH,上海,CN-R-EC,华东,115.379,118.504,106.448,117.529,128.616,126.034,76.143,3.988,0.776,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-JS,江苏,CN-R-EC,华东,120.426,122.084,107.415,122.956,134.993,122.889,73.213,4.393,0.865,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-ZJ,浙江,CN-R-EC,华东,114.293,112.691,109.661,116.994,128.598,116.965,75.409,3.536,0.467,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-AH,安徽,CN-R-EC,华东,115.115,117.29,102.666,118.059,130.547,121.97,76.018,5.526,0.599,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-FJ,福建,CN-R-EC,华东,118.155,121.737,107.964,126.349,135.762,130.304,76.41,6.424,0.812,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-JX,江西,CN-R-EC,华东,117.511,116.439,112.275,121.438,126.0,130.48,73.273,5.288,0.297,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-SD,山东,CN-R-EC,华东,122.525,120.767,116.171,127.466,132.81,129.332,74.133,6.518,0.248,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-HA,河南,CN-R-CC,华中,122.682,122.49,112.533,133.275,142.932,127.525,73.343,5.438,0.162,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-HB,湖北,CN-R-CC,华中,123.743,125.787,118.9,126.8,139.812,127.95,73.173,5.118,0.375,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-HN,湖南,CN-R-CC,华中,116.002,119.39,103.281,118.521,126.606,121.759,76.814,5.168,0.521,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-GD,广东,CN-R-SC,华南,114.815,116.946,103.343,123.345,131.376,125.728,75.992,4.29,0.228,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-GX,广西,CN-R-SC,华南,118.838,117.596,106.693,126.274,135.011,129.301,75.531,5.124,0.118,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-HI,海南,CN-R-SC,华南,121.713,120.291,115.531,130.374,135.139,132.045,75.097,5.983,0.63,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-CQ,重庆,CN-R-SW,西南,119.741,118.741,110.919,127.102,129.573,127.218,77.269,5.978,0.056,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-SC,四川,CN-R-SW,西南,114.061,112.111,102.738,118.44,122.794,117.223,76.044,3.932,0.177,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-GZ,贵州,CN-R-SW,西南,122.195,126.918,118.05,129.482,141.83,129.421,77.299,6.473,0.527,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-YN,云南,CN-R-SW,西南,119.207,122.05,108.214,126.562,133.539,133.432,76.97,3.595,0.974,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-XZ,西藏,CN-R-SW,西南,114.599,116.426,110.367,119.399,131.437,120.089,73.613,5.949,0.89,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-SN,陕西,CN-R-NW,西北,112.477,116.042,106.428,117.735,130.487,119.871,76.607,3.909,0.702,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-GS,甘肃,CN-R-NW,西北,124.062,128.274,119.842,126.659,134.825,130.633,73.204,3.391,0.279,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-QH,青海,CN-R-NW,西北,117.223,116.907,111.006,124.784,131.369,127.134,73.944,4.072,0.605,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-NX,宁夏,CN-R-NW,西北,114.344,118.622,108.112,116.261,129.947,118.288,74.504,3.706,0.912,国家统计局,2018-08-10,final
2018-07-01,2018,7,province,CN-XJ,新疆,CN-R-NW,西北,115.701,116.413,106.652,122.79,130.441,120.999,76.514,6.255,-0.117,国家统计局,2018-08-10,final
2018-07-01,2018,7,city,CN-GZ-GZ,广州,CN-GD,广东,121.584,121.696,113.238,130.02,131.126,131.919,77.429,6.335,-0.036,国家统计局,2018-08-10,final
2018-07-01,2018,7,city,CN-GD-SZ,深圳,CN-GD,广东,117.574,117.961,112.298,122.777,137.455,127.203,76.695,3.972,0.666,国家统计局,2018-08-10,final
2018-07-01,2018,7,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,123.115,126.077,113.142,129.939,137.517,134.427,76.992,5.54,0.812,国家统计局,2018-08-10,final
2018-07-01,2018,7,city,CN-JS-NJ,南京,CN-JS,江苏,122.757,120.817,121.211,133.741,134.055,131.52,73.715,6.26,0.671,国家统计局,2018-08-10,final
2018-07-01,2018,7,city,CN-HB-WH,武汉,CN-HB,湖北,113.65,115.11,110.588,118.405,125.308,125.657,75.863,5.351,-0.072,国家统计局,2018-08-10,final
2018-07-01,2018,7,city,CN-SC-CD,成都,CN-SC,四川,118.962,123.153,109.128,127.92,136.205,131.479,73.449,5.421,0.064,国家统计局,2018-08-10,final
2018-07-01,2018,7,city,CN-SN-XA,西安,CN-SN,陕西,119.574,123.884,112.548,128.633,128.077,133.802,73.991,3.884,0.042,国家统计局,2018-08-10,final
2018-07-01,2018,7,city,CN-JS-SZ,苏州,CN-JS,江苏,122.742,124.729,119.702,125.075,142.729,130.005,75.377,4.142,0.892,国家统计局,2018-08-10,final
2018-07-01,2018,7,city,CN-SD-QD,青岛,CN-SD,山东,114.729,119.24,111.067,119.895,131.375,119.63,74.384,6.074,0.352,国家统计局,2018-08-10,final
2018-07-01,2018,7,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,113.057,114.765,101.569,117.668,128.456,117.43,75.519,4.036,1.034,国家统计局,2018-08-10,final
2018-08-01,2018,8,national,CN,中国,,,118.657,117.754,114.633,127.811,129.418,127.814,76.081,4.076,0.057,国家统计局,2018-09-10,final
2018-08-01,2018,8,region,CN-R-NC,华北,CN,中国,113.106,114.314,110.925,119.979,131.641,126.287,78.02,3.907,-0.09,国家统计局,2018-09-10,final
2018-08-01,2018,8,region,CN-R-NE,东北,CN,中国,117.541,120.407,111.913,121.132,129.497,130.404,74.843,5.224,0.139,国家统计局,2018-09-10,final
2018-08-01,2018,8,region,CN-R-EC,华东,CN,中国,119.449,120.857,111.042,121.953,130.386,129.811,75.382,3.294,-0.099,国家统计局,2018-09-10,final
2018-08-01,2018,8,region,CN-R-CC,华中,CN,中国,120.541,121.501,111.407,127.342,129.53,125.171,76.267,3.555,0.937,国家统计局,2018-09-10,final
2018-08-01,2018,8,region,CN-R-SC,华南,CN,中国,123.608,127.669,114.98,130.473,133.893,133.251,77.975,2.951,-0.115,国家统计局,2018-09-10,final
2018-08-01,2018,8,region,CN-R-SW,西南,CN,中国,115.881,115.181,112.021,117.507,127.278,122.637,75.835,5.182,-0.124,国家统计局,2018-09-10,final
2018-08-01,2018,8,region,CN-R-NW,西北,CN,中国,121.979,122.673,113.781,126.066,141.393,135.258,74.184,3.488,0.872,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-BJ,北京,CN-R-NC,华北,115.872,118.624,109.628,118.734,129.248,126.099,78.124,4.761,0.874,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-TJ,天津,CN-R-NC,华北,124.167,125.05,121.642,132.777,143.043,129.141,74.738,3.09,0.225,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-HE,河北,CN-R-NC,华北,120.546,122.573,114.749,130.365,135.533,129.713,75.0,5.935,0.051,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-SX,山西,CN-R-NC,华北,117.466,119.654,115.599,122.451,129.367,119.885,77.114,3.557,0.191,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-NM,内蒙古,CN-R-NC,华北,123.291,123.087,111.417,127.169,138.296,134.761,74.027,4.754,0.172,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-LN,辽宁,CN-R-NE,东北,119.597,122.289,118.086,122.235,138.488,129.47,77.405,5.279,0.85,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-JL,吉林,CN-R-NE,东北,124.112,126.114,115.091,129.736,140.492,137.695,76.727,4.656,0.268,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-HL,黑龙江,CN-R-NE,东北,114.477,118.811,110.733,120.375,128.184,117.3,76.664,3.57,0.25,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-SH,上海,CN-R-EC,华东,114.894,117.609,107.069,116.063,130.042,127.221,75.564,3.286,0.829,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-JS,江苏,CN-R-EC,华东,117.831,116.441,104.903,123.207,126.289,122.449,77.553,3.091,0.879,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-ZJ,浙江,CN-R-EC,华东,118.408,122.849,110.557,120.465,136.715,121.084,78.024,5.716,0.4,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-AH,安徽,CN-R-EC,华东,113.475,117.971,106.693,121.945,123.346,125.645,77.223,5.538,0.152,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-FJ,福建,CN-R-EC,华东,119.63,118.792,110.726,122.03,130.588,133.927,74.582,4.182,0.981,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-JX,江西,CN-R-EC,华东,113.904,114.86,106.392,123.943,127.074,122.081,74.416,5.342,1.024,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-SD,山东,CN-R-EC,华东,113.282,115.473,108.188,116.321,131.143,124.357,74.773,3.454,0.171,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-HA,河南,CN-R-CC,华中,117.345,119.643,104.455,125.999,130.868,125.676,74.156,6.009,0.642,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-HB,湖北,CN-R-CC,华中,121.467,123.023,116.918,131.192,130.156,125.796,76.529,4.617,0.985,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-HN,湖南,CN-R-CC,华中,122.096,123.921,112.468,130.526,134.683,133.15,75.505,3.963,0.739,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-GD,广东,CN-R-SC,华南,122.835,121.508,114.631,128.018,134.768,127.975,75.99,3.042,0.315,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-GX,广西,CN-R-SC,华南,120.921,121.36,113.97,130.702,140.118,128.01,74.163,3.572,1.031,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-HI,海南,CN-R-SC,华南,119.831,117.73,113.264,128.972,129.794,127.928,74.603,5.407,0.155,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-CQ,重庆,CN-R-SW,西南,113.922,112.801,105.445,119.125,127.035,117.727,75.262,4.966,0.145,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-SC,四川,CN-R-SW,西南,113.903,116.902,106.316,123.694,130.549,123.245,76.648,4.544,0.542,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-GZ,贵州,CN-R-SW,西南,112.765,113.611,107.413,121.393,125.665,117.097,77.375,5.705,0.198,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-YN,云南,CN-R-SW,西南,124.425,126.522,115.672,135.005,144.744,130.096,74.932,2.995,0.611,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-XZ,西藏,CN-R-SW,西南,120.91,125.272,114.139,123.795,134.979,132.962,74.154,5.8,0.065,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-SN,陕西,CN-R-NW,西北,123.376,121.858,120.781,131.976,132.231,134.5,77.61,3.835,0.161,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-GS,甘肃,CN-R-NW,西北,123.558,128.325,114.732,133.783,137.925,126.57,77.345,4.285,0.984,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-QH,青海,CN-R-NW,西北,119.041,119.642,115.712,122.871,127.517,123.738,77.591,5.538,0.245,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-NX,宁夏,CN-R-NW,西北,120.687,124.738,119.355,123.426,138.737,127.517,74.474,5.559,0.096,国家统计局,2018-09-10,final
2018-08-01,2018,8,province,CN-XJ,新疆,CN-R-NW,西北,121.26,118.979,108.994,122.683,129.759,130.066,74.496,5.424,-0.039,国家统计局,2018-09-10,final
2018-08-01,2018,8,city,CN-GZ-GZ,广州,CN-GD,广东,117.028,117.526,110.545,122.553,129.484,128.132,76.068,3.205,0.774,国家统计局,2018-09-10,final
2018-08-01,2018,8,city,CN-GD-SZ,深圳,CN-GD,广东,115.016,117.994,109.721,120.91,133.387,124.244,76.851,3.413,0.627,国家统计局,2018-09-10,final
2018-08-01,2018,8,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,112.943,116.844,103.136,120.769,131.979,118.217,74.885,3.165,0.238,国家统计局,2018-09-10,final
2018-08-01,2018,8,city,CN-JS-NJ,南京,CN-JS,江苏,122.868,126.874,113.331,124.433,138.726,129.135,73.901,3.761,0.951,国家统计局,2018-09-10,final
2018-08-01,2018,8,city,CN-HB-WH,武汉,CN-HB,湖北,122.863,126.63,118.68,130.367,143.455,130.419,76.852,4.45,-0.065,国家统计局,2018-09-10,final
2018-08-01,2018,8,city,CN-SC-CD,成都,CN-SC,四川,121.959,119.773,119.607,130.792,142.414,135.014,75.318,4.841,-0.059,国家统计局,2018-09-10,final
2018-08-01,2018,8,city,CN-SN-XA,西安,CN-SN,陕西,122.58,122.763,111.275,129.056,135.422,131.622,75.081,3.448,-0.055,国家统计局,2018-09-10,final
2018-08-01,2018,8,city,CN-JS-SZ,苏州,CN-JS,江苏,117.756,117.338,113.838,125.977,127.67,121.492,75.897,3.334,0.729,国家统计局,2018-09-10,final
2018-08-01,2018,8,city,CN-SD-QD,青岛,CN-SD,山东,118.252,119.285,106.339,126.865,137.757,129.35,75.808,5.392,0.026,国家统计局,2018-09-10,final
2018-08-01,2018,8,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,119.915,122.534,112.967,128.552,136.924,123.807,76.752,5.398,1.037,国家统计局,2018-09-10,final
2018-09-01,2018,9,national,CN,中国,,,119.19,123.822,107.33,127.897,131.717,125.771,74.81,4.374,0.134,国家统计局,2018-10-11,final
2018-09-01,2018,9,region,CN-R-NC,华北,CN,中国,119.873,120.738,108.236,129.963,134.929,127.665,76.642,4.605,0.753,国家统计局,2018-10-11,final
2018-09-01,2018,9,region,CN-R-NE,东北,CN,中国,116.075,119.667,106.781,126.439,133.01,119.984,76.844,5.795,0.426,国家统计局,2018-10-11,final
2018-09-01,2018,9,region,CN-R-EC,华东,CN,中国,121.291,122.904,117.394,131.821,141.462,132.91,73.194,5.606,0.272,国家统计局,2018-10-11,final
2018-09-01,2018,9,region,CN-R-CC,华中,CN,中国,116.794,120.754,112.603,122.227,125.621,121.09,76.263,6.497,0.081,国家统计局,2018-10-11,final
2018-09-01,2018,9,region,CN-R-SC,华南,CN,中国,113.772,118.02,102.043,115.588,126.618,118.293,75.667,6.188,0.244,国家统计局,2018-10-11,final
2018-09-01,2018,9,region,CN-R-SW,西南,CN,中国,122.054,121.884,111.834,127.861,134.438,128.295,76.389,5.453,-0.059,国家统计局,2018-10-11,final
2018-09-01,2018,9,region,CN-R-NW,西北,CN,中国,123.411,124.475,113.027,128.911,136.025,132.353,72.846,5.487,0.114,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-BJ,北京,CN-R-NC,华北,124.147,125.828,111.383,126.676,144.361,127.208,73.167,6.009,0.571,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-TJ,天津,CN-R-NC,华北,113.623,111.734,109.498,122.266,126.738,127.106,76.182,4.777,0.558,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-HE,河北,CN-R-NC,华北,113.294,114.261,111.259,120.845,121.637,121.859,76.679,5.064,0.662,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-SX,山西,CN-R-NC,华北,119.198,122.183,115.915,122.849,133.784,132.373,76.903,5.412,0.372,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-NM,内蒙古,CN-R-NC,华北,120.986,121.847,116.13,130.406,133.302,123.461,76.361,4.205,0.61,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-LN,辽宁,CN-R-NE,东北,115.67,116.444,108.192,125.69,123.97,121.768,75.994,6.587,0.023,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-JL,吉林,CN-R-NE,东北,116.42,116.899,115.172,122.309,129.143,120.63,73.608,5.579,-0.134,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-HL,黑龙江,CN-R-NE,东北,124.84,129.638,119.26,132.614,139.893,129.264,73.24,3.963,0.37,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-SH,上海,CN-R-EC,华东,114.102,113.461,105.13,121.187,125.54,127.661,72.972,4.682,-0.038,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-JS,江苏,CN-R-EC,华东,117.709,121.348,105.398,119.907,130.538,127.336,75.1,4.556,0.485,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-ZJ,浙江,CN-R-EC,华东,118.361,118.875,116.511,121.525,127.951,131.452,75.946,4.184,0.521,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-AH,安徽,CN-R-EC,华东,119.3,119.573,112.606,127.0,133.528,126.651,76.359,4.456,0.475,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-FJ,福建,CN-R-EC,华东,119.213,121.136,110.393,127.023,136.367,127.336,77.007,5.878,0.596,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-JX,江西,CN-R-EC,华东,114.592,117.983,106.413,119.632,129.367,124.341,76.853,4.948,-0.132,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-SD,山东,CN-R-EC,华东,118.694,119.928,112.483,123.865,133.664,129.386,76.167,4.537,0.798,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-HA,河南,CN-R-CC,华中,114.562,117.877,113.162,117.112,125.393,123.778,76.222,4.833,0.557,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-HB,湖北,CN-R-CC,华中,124.147,126.184,112.45,134.572,143.56,133.744,74.659,6.236,0.411,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-HN,湖南,CN-R-CC,华中,114.885,117.143,112.245,118.313,125.387,124.18,74.349,4.356,-0.08,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-GD,广东,CN-R-SC,华南,122.997,126.257,119.237,124.927,139.855,136.549,74.187,5.348,-0.156,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-GX,广西,CN-R-SC,华南,118.324,116.195,115.537,122.771,129.41,132.318,76.566,6.266,-0.186,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-HI,海南,CN-R-SC,华南,123.923,124.555,117.729,127.834,137.335,128.15,74.373,4.234,0.085,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-CQ,重庆,CN-R-SW,西南,123.555,127.491,116.775,132.721,136.945,128.705,74.6,4.604,0.535,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-SC,四川,CN-R-SW,西南,115.437,113.798,107.808,117.421,133.46,129.258,75.003,5.373,-0.278,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-GZ,贵州,CN-R-SW,西南,125.05,128.487,111.893,131.5,146.149,138.858,76.647,4.279,0.468,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-YN,云南,CN-R-SW,西南,113.246,112.938,100.867,118.429,121.686,118.188,72.961,6.151,0.826,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-XZ,西藏,CN-R-SW,西南,116.867,115.264,113.245,125.092,128.662,130.331,74.845,6.076,0.132,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-SN,陕西,CN-R-NW,西北,123.578,128.356,111.963,132.758,143.918,126.983,73.524,4.418,0.757,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-GS,甘肃,CN-R-NW,西北,117.749,115.677,116.453,123.056,131.292,130.34,75.655,4.783,0.229,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-QH,青海,CN-R-NW,西北,124.162,128.305,111.569,126.526,134.073,136.851,76.908,4.733,0.547,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-NX,宁夏,CN-R-NW,西北,124.863,129.635,117.614,131.707,140.175,138.635,74.582,6.087,-0.15,国家统计局,2018-10-11,final
2018-09-01,2018,9,province,CN-XJ,新疆,CN-R-NW,西北,123.062,122.411,114.697,128.064,141.357,136.842,75.22,4.633,0.279,国家统计局,2018-10-11,final
2018-09-01,2018,9,city,CN-GZ-GZ,广州,CN-GD,广东,117.676,121.076,107.714,124.545,134.241,121.572,73.959,6.418,0.244,国家统计局,2018-10-11,final
2018-09-01,2018,9,city,CN-GD-SZ,深圳,CN-GD,广东,121.908,126.767,114.429,130.483,131.372,134.445,75.114,4.322,-0.298,国家统计局,2018-10-11,final
2018-09-01,2018,9,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,115.364,117.69,109.188,122.151,125.388,124.981,77.024,3.675,0.262,国家统计局,2018-10-11,final
2018-09-01,2018,9,city,CN-JS-NJ,南京,CN-JS,江苏,118.004,118.267,116.076,121.369,128.441,125.091,76.303,6.724,0.151,国家统计局,2018-10-11,final
2018-09-01,2018,9,city,CN-HB-WH,武汉,CN-HB,湖北,113.667,111.682,107.953,115.634,126.974,123.932,74.235,5.445,0.04,国家统计局,2018-10-11,final
2018-09-01,2018,9,city,CN-SC-CD,成都,CN-SC,四川,115.555,117.778,109.932,119.149,127.118,125.621,75.669,4.886,0.206,国家统计局,2018-10-11,final
2018-09-01,2018,9,city,CN-SN-XA,西安,CN-SN,陕西,119.366,118.206,109.63,121.564,135.824,129.292,72.966,3.962,0.644,国家统计局,2018-10-11,final
2018-09-01,2018,9,city,CN-JS-SZ,苏州,CN-JS,江苏,116.907,119.305,113.443,123.795,128.705,119.476,73.459,3.833,-0.314,国家统计局,2018-10-11,final
2018-09-01,2018,9,city,CN-SD-QD,青岛,CN-SD,山东,125.114,123.671,120.063,135.127,140.409,138.44,75.616,6.323,0.376,国家统计局,2018-10-11,final
2018-09-01,2018,9,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,117.159,118.777,105.733,120.34,133.072,127.802,75.283,5.207,0.468,国家统计局,2018-10-11,final
2018-10-01,2018,10,national,CN,中国,,,119.897,118.151,114.731,123.161,135.822,125.93,76.694,4.563,0.859,国家统计局,2018-11-10,final
2018-10-01,2018,10,region,CN-R-NC,华北,CN,中国,125.802,127.319,123.722,127.264,145.706,131.622,76.042,4.893,0.482,国家统计局,2018-11-10,final
2018-10-01,2018,10,region,CN-R-NE,东北,CN,中国,125.763,123.944,116.37,132.934,142.96,133.008,74.318,3.133,0.232,国家统计局,2018-11-10,final
2018-10-01,2018,10,region,CN-R-EC,华东,CN,中国,123.112,123.837,113.149,126.716,140.212,129.418,74.823,3.064,0.144,国家统计局,2018-11-10,final
2018-10-01,2018,10,region,CN-R-CC,华中,CN,中国,121.638,126.336,112.241,130.289,133.996,125.938,74.154,4.79,0.891,国家统计局,2018-11-10,final
2018-10-01,2018,10,region,CN-R-SC,华南,CN,中国,122.978,122.081,119.589,133.159,138.272,135.88,76.073,4.343,0.01,国家统计局,2018-11-10,final
2018-10-01,2018,10,region,CN-R-SW,西南,CN,中国,123.052,122.312,113.702,130.155,138.279,129.664,75.628,4.913,0.924,国家统计局,2018-11-10,final
2018-10-01,2018,10,region,CN-R-NW,西北,CN,中国,115.654,115.505,107.651,122.304,132.104,126.568,74.309,4.956,0.56,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-BJ,北京,CN-R-NC,华北,115.48,116.457,106.566,123.611,124.469,121.092,77.971,5.509,0.047,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-TJ,天津,CN-R-NC,华北,123.74,124.556,120.94,132.256,133.908,132.132,76.902,4.45,0.042,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-HE,河北,CN-R-NC,华北,125.427,123.519,117.596,134.311,141.903,135.844,74.575,2.682,0.655,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-SX,山西,CN-R-NC,华北,114.796,112.572,106.691,124.043,132.462,126.248,73.775,3.646,0.014,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-NM,内蒙古,CN-R-NC,华北,120.948,119.243,114.326,124.5,139.876,134.319,73.77,2.715,0.054,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-LN,辽宁,CN-R-NE,东北,125.132,127.466,122.607,131.178,137.138,136.216,77.943,5.287,0.377,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-JL,吉林,CN-R-NE,东北,125.377,126.893,122.606,136.597,137.448,130.556,77.098,5.229,-0.072,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-HL,黑龙江,CN-R-NE,东北,118.554,118.881,114.949,122.949,127.099,129.078,77.949,5.406,0.775,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-SH,上海,CN-R-EC,华东,114.779,117.397,109.504,122.013,129.241,127.037,77.378,4.922,0.428,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-JS,江苏,CN-R-EC,华东,119.484,122.394,112.506,128.506,132.09,126.718,76.447,5.707,0.827,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-ZJ,浙江,CN-R-EC,华东,121.186,121.136,115.851,124.952,140.022,130.921,75.174,4.461,0.427,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-AH,安徽,CN-R-EC,华东,117.318,117.159,114.463,121.002,126.864,120.758,74.266,4.95,0.07,国家统计局,2018-11-10,final
2018-10-01,2018,10,province,CN-FJ,福建,CN-R-EC,华东,125.544,130.216,119.726,135.602,143.796,139.251,74.907,2.683,0.214,国家统计局,2018-11-10,final
