ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,labor_force_10k,employed_10k,unemployed_10k,unemployment_rate_pct,youth_unemp_rate_pct,participation_rate_pct,avg_monthly_wage_cny,new_urban_jobs_10k,source_org,release_date,data_status
2016-09-01,2016,9,province,CN-JS,江苏,CN-R-EC,华东,8921.77,8493.13,428.64,4.804,14.014,66.857,10240.03,9.7,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-ZJ,浙江,CN-R-EC,华东,5763.82,5426.86,336.95,5.846,15.468,66.047,9067.88,5.69,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-AH,安徽,CN-R-EC,华东,3197.15,3042.47,154.67,4.838,14.174,66.508,8476.47,3.46,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-FJ,福建,CN-R-EC,华东,3523.07,3323.25,199.81,5.672,17.155,65.313,10287.39,3.64,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-JX,江西,CN-R-EC,华东,2166.35,2066.6,99.75,4.605,16.949,65.19,8849.1,2.61,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-SD,山东,CN-R-EC,华东,7638.5,7234.4,404.1,5.29,14.804,65.766,11195.48,8.8,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-HA,河南,CN-R-CC,华中,4236.49,3995.46,241.03,5.689,15.804,66.534,11330.96,4.74,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-HB,湖北,CN-R-CC,华中,3834.69,3661.39,173.3,4.519,17.092,66.795,8928.1,3.59,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-HN,湖南,CN-R-CC,华中,3359.79,3192.93,166.86,4.966,14.756,66.671,7993.65,3.36,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-GD,广东,CN-R-SC,华南,9001.37,8490.6,510.77,5.674,15.692,67.303,8645.88,8.6,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-GX,广西,CN-R-SC,华南,1879.9,1795.59,84.31,4.485,17.641,66.228,11340.68,2.19,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-HI,海南,CN-R-SC,华南,545.95,517.13,28.82,5.28,15.233,65.871,11848.98,0.63,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-CQ,重庆,CN-R-SW,西南,2063.41,1960.35,103.06,4.995,15.711,66.222,8151.24,2.51,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-SC,四川,CN-R-SW,西南,4501.86,4245.66,256.2,5.691,16.534,65.459,11218.82,4.84,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-GZ,贵州,CN-R-SW,西南,1726.09,1648.03,78.06,4.522,15.821,67.287,8132.54,1.93,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-YN,云南,CN-R-SW,西南,1784.12,1685.5,98.62,5.527,15.975,65.726,10124.48,1.68,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-XZ,西藏,CN-R-SW,西南,200.85,189.6,11.25,5.601,17.329,65.506,11286.02,0.19,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-SN,陕西,CN-R-NW,西北,2438.77,2300.63,138.14,5.664,15.689,66.783,11036.93,2.53,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-GS,甘肃,CN-R-NW,西北,737.81,704.05,33.76,4.576,14.421,67.003,10532.41,0.76,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-QH,青海,CN-R-NW,西北,345.89,328.65,17.24,4.984,15.405,66.054,8408.81,0.42,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-NX,宁夏,CN-R-NW,西北,486.48,458.73,27.74,5.703,14.581,67.127,10269.15,0.47,国家统计局,2016-10-11,final
2016-09-01,2016,9,province,CN-XJ,新疆,CN-R-NW,西北,1157.19,1101.14,56.05,4.844,15.581,65.286,10251.77,1.37,国家统计局,2016-10-11,final
2016-09-01,2016,9,city,CN-GZ-GZ,广州,CN-GD,广东,1698.62,1622.93,75.68,4.456,16.354,65.596,7714.57,1.77,国家统计局,2016-10-11,final
2016-09-01,2016,9,city,CN-GD-SZ,深圳,CN-GD,广东,2027.31,1912.23,115.08,5.677,14.2,65.737,11954.73,1.96,国家统计局,2016-10-11,final
2016-09-01,2016,9,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,1234.78,1172.57,62.2,5.038,14.587,65.305,9724.33,1.25,国家统计局,2016-10-11,final
2016-09-01,2016,9,city,CN-JS-NJ,南京,CN-JS,江苏,1276.21,1207.55,68.65,5.379,16.024,66.806,8186.11,1.28,国家统计局,2016-10-11,final
2016-09-01,2016,9,city,CN-HB-WH,武汉,CN-HB,湖北,949.53,905.82,43.71,4.603,17.691,65.475,7664.06,1.13,国家统计局,2016-10-11,final
2016-09-01,2016,9,city,CN-SC-CD,成都,CN-SC,四川,1074.99,1017.13,57.86,5.382,16.109,66.566,11612.72,1.12,国家统计局,2016-10-11,final
2016-09-01,2016,9,city,CN-SN-XA,西安,CN-SN,陕西,558.76,530.94,27.82,4.979,14.61,65.395,7609.61,0.64,国家统计局,2016-10-11,final
2016-09-01,2016,9,city,CN-JS-SZ,苏州,CN-JS,江苏,1930.22,1832.81,97.4,5.046,17.102,67.28,11849.71,2.01,国家统计局,2016-10-11,final
2016-09-01,2016,9,city,CN-SD-QD,青岛,CN-SD,山东,1277.86,1219.43,58.43,4.573,14.054,65.317,10098.7,1.48,国家统计局,2016-10-11,final
2016-09-01,2016,9,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,819.09,781.65,37.44,4.571,15.621,67.394,10612.37,0.99,国家统计局,2016-10-11,final
2016-10-01,2016,10,national,CN,中国,,,87743.35,82588.35,5155.0,5.875,16.402,66.723,7955.69,101.08,国家统计局,2016-11-10,final
2016-10-01,2016,10,region,CN-R-NC,华北,CN,中国,10619.33,10058.16,561.17,5.284,16.116,67.21,10957.04,10.86,国家统计局,2016-11-10,final
2016-10-01,2016,10,region,CN-R-NE,东北,CN,中国,3987.53,3765.51,222.02,5.568,15.668,66.402,7872.36,4.81,国家统计局,2016-11-10,final
2016-10-01,2016,10,region,CN-R-EC,华东,CN,中国,35393.36,33292.91,2100.45,5.935,14.022,66.127,11682.89,43.53,国家统计局,2016-11-10,final
2016-10-01,2016,10,region,CN-R-CC,华中,CN,中国,11819.14,11130.72,688.42,5.825,15.859,66.648,9561.02,13.25,国家统计局,2016-11-10,final
2016-10-01,2016,10,region,CN-R-SC,华南,CN,中国,11686.09,11129.17,556.92,4.766,14.285,67.347,11197.48,13.38,国家统计局,2016-11-10,final
2016-10-01,2016,10,region,CN-R-SW,西南,CN,中国,10014.75,9435.25,579.5,5.786,16.311,66.039,8032.33,12.84,国家统计局,2016-11-10,final
2016-10-01,2016,10,region,CN-R-NW,西北,CN,中国,5158.08,4885.27,272.8,5.289,13.93,65.497,9991.98,6.11,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-BJ,北京,CN-R-NC,华北,3057.06,2897.93,159.13,5.205,15.952,65.49,10672.73,3.88,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-TJ,天津,CN-R-NC,华北,1195.33,1134.22,61.11,5.112,15.123,67.112,11114.28,1.24,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-HE,河北,CN-R-NC,华北,3193.01,3020.4,172.6,5.406,15.119,65.648,11558.67,3.35,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-SX,山西,CN-R-NC,华北,1800.18,1714.42,85.76,4.764,15.875,67.395,12112.99,1.98,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-NM,内蒙古,CN-R-NC,华北,1220.06,1161.35,58.71,4.812,16.26,66.799,12134.08,1.4,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-LN,辽宁,CN-R-NE,东北,2156.39,2055.2,101.19,4.692,15.363,66.854,12031.13,2.22,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-JL,吉林,CN-R-NE,东北,801.24,761.95,39.29,4.904,14.968,65.306,10729.72,1.02,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-HL,黑龙江,CN-R-NE,东北,1163.52,1110.35,53.17,4.57,13.802,66.031,8894.28,1.26,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-SH,上海,CN-R-EC,华东,3238.59,3076.38,162.2,5.008,17.057,67.3,8106.05,3.84,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-JS,江苏,CN-R-EC,华东,8677.2,8234.99,442.2,5.096,15.341,67.192,10253.66,9.05,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-ZJ,浙江,CN-R-EC,华东,5852.5,5537.01,315.49,5.391,13.241,67.103,9079.94,6.87,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-AH,安徽,CN-R-EC,华东,3308.15,3155.35,152.8,4.619,14.669,65.203,8487.76,4.05,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-FJ,福建,CN-R-EC,华东,3482.9,3296.31,186.59,5.357,13.999,66.736,10301.08,4.57,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-JX,江西,CN-R-EC,华东,2115.26,2006.81,108.45,5.127,13.379,66.956,8860.88,2.12,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-SD,山东,CN-R-EC,华东,7794.02,7436.88,357.14,4.582,13.394,65.567,11210.38,8.37,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-HA,河南,CN-R-CC,华中,4278.71,4080.37,198.33,4.635,15.717,66.585,11346.04,5.08,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-HB,湖北,CN-R-CC,华中,3890.46,3699.69,190.78,4.904,13.536,65.231,8939.98,3.93,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-HN,湖南,CN-R-CC,华中,3439.75,3279.52,160.23,4.658,15.799,67.124,8004.29,3.64,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-GD,广东,CN-R-SC,华南,9252.52,8745.07,507.45,5.484,13.286,66.838,8657.38,10.84,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-GX,广西,CN-R-SC,华南,1806.45,1720.36,86.09,4.766,15.792,65.18,11355.77,1.94,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-HI,海南,CN-R-SC,华南,535.46,509.08,26.39,4.928,15.858,65.831,11864.75,0.7,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-CQ,重庆,CN-R-SW,西南,2097.98,1986.31,111.67,5.323,13.791,66.166,8162.09,2.11,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-SC,四川,CN-R-SW,西南,4364.02,4165.65,198.37,4.546,15.36,65.371,11233.75,5.14,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-GZ,贵州,CN-R-SW,西南,1717.09,1635.54,81.55,4.749,16.288,67.152,8143.37,2.01,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-YN,云南,CN-R-SW,西南,1822.68,1724.76,97.92,5.372,16.341,66.119,10137.96,2.05,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-XZ,西藏,CN-R-SW,西南,207.19,197.13,10.06,4.855,15.561,67.046,11301.04,0.25,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-SN,陕西,CN-R-NW,西北,2446.32,2327.82,118.51,4.844,14.691,66.865,11051.61,2.78,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-GS,甘肃,CN-R-NW,西北,745.36,704.56,40.8,5.474,13.927,66.587,10546.43,0.96,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-QH,青海,CN-R-NW,西北,335.68,317.69,17.99,5.36,14.962,66.174,8420.0,0.44,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-NX,宁夏,CN-R-NW,西北,478.42,453.65,24.77,5.178,15.048,66.894,10282.82,0.54,国家统计局,2016-11-10,final
2016-10-01,2016,10,province,CN-XJ,新疆,CN-R-NW,西北,1157.16,1104.08,53.08,4.587,15.525,65.766,10265.42,1.15,国家统计局,2016-11-10,final
2016-10-01,2016,10,city,CN-GZ-GZ,广州,CN-GD,广东,1612.78,1531.27,81.51,5.054,14.741,66.297,7724.83,1.88,国家统计局,2016-11-10,final
2016-10-01,2016,10,city,CN-GD-SZ,深圳,CN-GD,广东,2020.47,1901.35,119.11,5.895,17.139,67.036,11970.64,2.51,国家统计局,2016-11-10,final
2016-10-01,2016,10,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,1218.38,1149.15,69.24,5.683,16.639,67.054,9737.27,1.56,国家统计局,2016-11-10,final
2016-10-01,2016,10,city,CN-JS-NJ,南京,CN-JS,江苏,1344.69,1268.45,76.24,5.669,16.819,66.57,8197.0,1.5,国家统计局,2016-11-10,final
2016-10-01,2016,10,city,CN-HB-WH,武汉,CN-HB,湖北,972.49,921.01,51.47,5.293,16.795,65.359,7674.26,1.04,国家统计局,2016-11-10,final
2016-10-01,2016,10,city,CN-SC-CD,成都,CN-SC,四川,1053.81,1001.99,51.81,4.917,15.444,67.363,11628.17,1.32,国家统计局,2016-11-10,final
2016-10-01,2016,10,city,CN-SN-XA,西安,CN-SN,陕西,549.32,522.7,26.62,4.845,13.258,65.512,7619.74,0.64,国家统计局,2016-11-10,final
2016-10-01,2016,10,city,CN-JS-SZ,苏州,CN-JS,江苏,1888.38,1783.78,104.6,5.539,16.878,66.308,11865.48,1.97,国家统计局,2016-11-10,final
2016-10-01,2016,10,city,CN-SD-QD,青岛,CN-SD,山东,1287.49,1217.81,69.68,5.412,13.259,65.622,10112.14,1.57,国家统计局,2016-11-10,final
2016-10-01,2016,10,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,807.55,766.74,40.82,5.054,16.054,66.606,10626.5,0.86,国家统计局,2016-11-10,final
2016-11-01,2016,11,national,CN,中国,,,87901.53,83519.72,4381.8,4.985,16.557,67.257,7984.58,105.54,国家统计局,2016-12-11,final
2016-11-01,2016,11,region,CN-R-NC,华北,CN,中国,10693.59,10112.67,580.92,5.432,15.2,65.876,10996.83,12.93,国家统计局,2016-12-11,final
2016-11-01,2016,11,region,CN-R-NE,东北,CN,中国,4129.56,3923.61,205.95,4.987,17.287,66.505,7900.95,5.39,国家统计局,2016-12-11,final
2016-11-01,2016,11,region,CN-R-EC,华东,CN,中国,33725.11,31820.69,1904.42,5.647,18.524,65.437,11725.32,35.15,国家统计局,2016-12-11,final
2016-11-01,2016,11,region,CN-R-CC,华中,CN,中国,11774.3,11111.74,662.56,5.627,18.2,66.92,9595.74,14.99,国家统计局,2016-12-11,final
2016-11-01,2016,11,region,CN-R-SC,华南,CN,中国,11438.69,10845.41,593.28,5.187,14.572,66.668,11238.14,13.87,国家统计局,2016-12-11,final
2016-11-01,2016,11,region,CN-R-SW,西南,CN,中国,10132.51,9643.0,489.52,4.831,14.875,67.213,8061.5,11.87,国家统计局,2016-12-11,final
2016-11-01,2016,11,region,CN-R-NW,西北,CN,中国,5203.45,4931.51,271.94,5.226,15.756,66.029,10028.26,6.05,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-BJ,北京,CN-R-NC,华北,3128.06,2950.13,177.93,5.688,15.409,67.216,10711.49,3.56,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-TJ,天津,CN-R-NC,华北,1217.63,1163.22,54.4,4.468,18.419,65.538,11154.64,1.27,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-HE,河北,CN-R-NC,华北,3183.11,3043.66,139.46,4.381,18.217,66.321,11600.64,3.34,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-SX,山西,CN-R-NC,华北,1812.47,1731.86,80.62,4.448,17.969,66.047,12156.98,1.88,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-NM,内蒙古,CN-R-NC,华北,1256.2,1201.46,54.73,4.357,16.99,67.332,12178.14,1.35,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-LN,辽宁,CN-R-NE,东北,2133.61,2015.51,118.09,5.535,15.617,65.933,12074.82,2.76,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-JL,吉林,CN-R-NE,东北,842.62,802.55,40.06,4.755,16.727,67.106,10768.68,1.16,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-HL,黑龙江,CN-R-NE,东北,1125.53,1071.54,53.99,4.797,14.807,65.391,8926.57,1.32,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-SH,上海,CN-R-EC,华东,3294.92,3135.48,159.44,4.839,16.413,65.748,8135.49,3.96,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-JS,江苏,CN-R-EC,华东,8768.73,8361.35,407.37,4.646,16.4,67.092,10290.89,11.02,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-ZJ,浙江,CN-R-EC,华东,6054.01,5747.9,306.11,5.056,16.748,65.019,9112.92,7.67,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-AH,安徽,CN-R-EC,华东,3298.75,3113.95,184.8,5.602,15.405,66.31,8518.58,3.69,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-FJ,福建,CN-R-EC,华东,3493.65,3336.96,156.69,4.485,15.775,65.549,10338.49,4.4,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-JX,江西,CN-R-EC,华东,2228.28,2108.3,119.98,5.384,18.069,65.548,8893.06,2.46,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-SD,山东,CN-R-EC,华东,7684.44,7323.54,360.9,4.696,15.991,65.58,11251.08,8.97,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-HA,河南,CN-R-CC,华中,4218.22,3975.83,242.39,5.746,16.009,65.162,11387.24,4.6,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-HB,湖北,CN-R-CC,华中,4044.11,3856.65,187.46,4.635,15.356,65.178,8972.44,4.96,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-HN,湖南,CN-R-CC,华中,3320.11,3152.38,167.74,5.052,15.228,67.081,8033.36,3.91,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-GD,广东,CN-R-SC,华南,9178.82,8729.95,448.87,4.89,15.345,66.669,8688.82,9.89,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-GX,广西,CN-R-SC,华南,1795.44,1703.69,91.74,5.11,16.764,67.311,11397.0,2.43,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-HI,海南,CN-R-SC,华南,540.9,514.73,26.17,4.839,17.334,65.416,11907.84,0.58,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-CQ,重庆,CN-R-SW,西南,2093.29,1999.18,94.11,4.496,17.932,65.054,8191.73,2.55,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-SC,四川,CN-R-SW,西南,4320.08,4124.87,195.21,4.519,14.909,65.73,11274.54,4.46,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-GZ,贵州,CN-R-SW,西南,1748.56,1664.58,83.98,4.803,14.699,65.789,8172.94,2.06,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-YN,云南,CN-R-SW,西南,1884.62,1791.23,93.39,4.955,17.396,67.233,10174.77,2.33,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-XZ,西藏,CN-R-SW,西南,208.36,197.19,11.17,5.359,14.666,66.295,11342.08,0.24,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-SN,陕西,CN-R-NW,西北,2440.1,2325.49,114.6,4.697,17.365,65.047,11091.74,2.93,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-GS,甘肃,CN-R-NW,西北,755.11,715.94,39.17,5.187,16.365,65.98,10584.73,1.01,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-QH,青海,CN-R-NW,西北,342.1,322.94,19.17,5.603,17.772,67.002,8450.57,0.39,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-NX,宁夏,CN-R-NW,西北,489.34,465.82,23.52,4.807,16.221,67.311,10320.16,0.63,国家统计局,2016-12-11,final
2016-11-01,2016,11,province,CN-XJ,新疆,CN-R-NW,西北,1138.29,1077.69,60.6,5.324,16.402,66.675,10302.69,1.48,国家统计局,2016-12-11,final
2016-11-01,2016,11,city,CN-GZ-GZ,广州,CN-GD,广东,1671.79,1594.79,77.0,4.606,16.625,67.169,7752.88,2.0,国家统计局,2016-12-11,final
2016-11-01,2016,11,city,CN-GD-SZ,深圳,CN-GD,广东,1996.57,1904.56,92.01,4.608,16.304,66.128,12014.1,2.25,国家统计局,2016-12-11,final
2016-11-01,2016,11,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,1226.51,1172.42,54.08,4.41,17.861,66.322,9772.63,1.55,国家统计局,2016-12-11,final
2016-11-01,2016,11,city,CN-JS-NJ,南京,CN-JS,江苏,1307.12,1238.35,68.77,5.261,16.763,67.174,8226.77,1.65,国家统计局,2016-12-11,final
2016-11-01,2016,11,city,CN-HB-WH,武汉,CN-HB,湖北,940.71,886.91,53.8,5.719,17.639,66.972,7702.13,1.15,国家统计局,2016-12-11,final
2016-11-01,2016,11,city,CN-SC-CD,成都,CN-SC,四川,1058.52,998.21,60.3,5.697,15.218,65.353,11670.39,1.17,国家统计局,2016-12-11,final
2016-11-01,2016,11,city,CN-SN-XA,西安,CN-SN,陕西,569.17,542.37,26.8,4.708,16.245,66.777,7647.4,0.62,国家统计局,2016-12-11,final
2016-11-01,2016,11,city,CN-JS-SZ,苏州,CN-JS,江苏,1904.04,1816.41,87.63,4.602,14.593,66.222,11908.56,2.45,国家统计局,2016-12-11,final
2016-11-01,2016,11,city,CN-SD-QD,青岛,CN-SD,山东,1290.64,1216.35,74.28,5.755,16.249,66.911,10148.86,1.34,国家统计局,2016-12-11,final
2016-11-01,2016,11,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,848.44,803.53,44.91,5.293,15.721,65.331,10665.09,1.06,国家统计局,2016-12-11,final
2016-12-01,2016,12,national,CN,中国,,,87802.01,83030.82,4771.19,5.434,16.56,65.763,8024.04,99.02,国家统计局,2017-01-10,final
2016-12-01,2016,12,region,CN-R-NC,华北,CN,中国,10469.7,9858.14,611.56,5.841,17.389,65.859,11051.18,11.23,国家统计局,2017-01-10,final
2016-12-01,2016,12,region,CN-R-NE,东北,CN,中国,4083.4,3882.83,200.57,4.912,15.505,66.894,7940.0,4.46,国家统计局,2017-01-10,final
2016-12-01,2016,12,region,CN-R-EC,华东,CN,中国,35105.61,33435.41,1670.2,4.758,14.937,66.975,11783.27,38.11,国家统计局,2017-01-10,final
2016-12-01,2016,12,region,CN-R-CC,华中,CN,中国,11482.58,10816.81,665.77,5.798,17.085,67.499,9643.16,13.64,国家统计局,2017-01-10,final
2016-12-01,2016,12,region,CN-R-SC,华南,CN,中国,11845.49,11155.56,689.94,5.824,14.853,66.061,11293.68,13.87,国家统计局,2017-01-10,final
2016-12-01,2016,12,region,CN-R-SW,西南,CN,中国,10015.02,9425.39,589.63,5.887,17.542,66.268,8101.34,11.56,国家统计局,2017-01-10,final
2016-12-01,2016,12,region,CN-R-NW,西北,CN,中国,5140.1,4841.53,298.57,5.809,15.466,67.108,10077.83,6.31,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-BJ,北京,CN-R-NC,华北,3150.14,2987.39,162.75,5.167,14.552,67.272,10764.43,3.2,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-TJ,天津,CN-R-NC,华北,1253.56,1193.24,60.32,4.812,18.177,65.369,11209.77,1.56,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HE,河北,CN-R-NC,华北,3067.86,2885.24,182.62,5.953,14.718,66.623,11657.98,3.19,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-SX,山西,CN-R-NC,华北,1758.2,1676.2,82.0,4.664,15.866,66.953,12217.06,2.14,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-NM,内蒙古,CN-R-NC,华北,1224.31,1168.01,56.3,4.599,14.917,66.067,12238.33,1.46,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-LN,辽宁,CN-R-NE,东北,2146.76,2021.34,125.41,5.842,14.762,66.491,12134.5,2.2,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-JL,吉林,CN-R-NE,东北,819.49,777.5,41.99,5.124,16.471,66.692,10821.91,1.04,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HL,黑龙江,CN-R-NE,东北,1181.57,1115.46,66.12,5.596,16.939,65.685,8970.69,1.52,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-SH,上海,CN-R-EC,华东,3135.93,2958.87,177.06,5.646,17.656,66.042,8175.7,3.92,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-JS,江苏,CN-R-EC,华东,8873.46,8359.67,513.79,5.79,17.535,66.798,10341.75,10.89,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-ZJ,浙江,CN-R-EC,华东,6000.34,5699.5,300.84,5.014,16.602,66.976,9157.95,6.6,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-AH,安徽,CN-R-EC,华东,3319.78,3134.83,184.95,5.571,16.651,65.48,8560.68,4.07,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-FJ,福建,CN-R-EC,华东,3576.45,3391.76,184.69,5.164,16.455,66.811,10389.59,4.59,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-JX,江西,CN-R-EC,华东,2117.61,2006.84,110.77,5.231,14.86,65.421,8937.01,2.63,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-SD,山东,CN-R-EC,华东,7665.94,7293.73,372.21,4.855,14.538,66.464,11306.69,8.06,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HA,河南,CN-R-CC,华中,4213.94,4003.43,210.51,4.996,17.313,66.071,11443.52,5.21,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HB,湖北,CN-R-CC,华中,3922.59,3691.01,231.59,5.904,16.227,65.677,9016.79,4.88,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HN,湖南,CN-R-CC,华中,3476.68,3276.52,200.16,5.757,16.184,65.621,8073.06,4.25,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-GD,广东,CN-R-SC,华南,9018.71,8502.12,516.59,5.728,17.244,66.214,8731.76,9.06,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-GX,广西,CN-R-SC,华南,1811.93,1703.87,108.06,5.964,14.508,66.823,11453.33,2.23,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-HI,海南,CN-R-SC,华南,538.6,511.68,26.93,4.999,14.464,67.526,11966.69,0.63,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-CQ,重庆,CN-R-SW,西南,2076.01,1974.23,101.79,4.903,18.049,65.384,8232.21,2.63,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-SC,四川,CN-R-SW,西南,4407.21,4160.75,246.47,5.592,16.868,66.148,11330.26,4.64,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-GZ,贵州,CN-R-SW,西南,1702.59,1612.72,89.87,5.278,17.196,65.88,8213.33,2.04,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-YN,云南,CN-R-SW,西南,1791.43,1700.07,91.36,5.1,14.91,66.917,10225.06,1.94,国家统计局,2017-01-10,final
2016-12-01,2016,12,province,CN-XZ,西藏,CN-R-SW,西南,206.12,194.78,11.34,5.5,16.467,67.401,11398.13,0.26,国家统计局,2017-01-10,final
