ref_date,year,month,geo_level,geo_code,geo_name,parent_geo_code,parent_geo_name,overall_cpi_idx,food_cpi_idx,energy_cpi_idx,core_cpi_idx,services_cpi_idx,yoy_change_pct,mom_change_pct,base_period,source_org,release_date,data_status
2017-10-01,2017,10,province,CN-GZ,贵州,CN-R-SW,西南,101.949,100.156,102.103,101.889,102.765,0.967,-0.454,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,province,CN-YN,云南,CN-R-SW,西南,104.213,106.299,101.928,104.138,105.21,-0.379,-0.489,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,province,CN-XZ,西藏,CN-R-SW,西南,103.228,103.429,105.119,102.345,103.722,1.138,-0.497,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,province,CN-SN,陕西,CN-R-NW,西北,104.458,106.643,101.817,104.539,104.924,0.133,-0.215,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,province,CN-GS,甘肃,CN-R-NW,西北,103.776,103.187,101.909,103.485,105.178,1.22,0.262,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,province,CN-QH,青海,CN-R-NW,西北,103.639,105.366,106.269,102.667,103.637,0.197,0.183,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,province,CN-NX,宁夏,CN-R-NW,西北,103.361,103.913,104.864,103.198,103.579,-0.438,-0.103,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,province,CN-XJ,新疆,CN-R-NW,西北,102.662,104.771,102.009,102.497,102.952,0.627,-0.117,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,city,CN-GZ-GZ,广州,CN-GD,广东,104.53,105.103,107.438,103.662,105.659,-0.184,-0.509,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,city,CN-GD-SZ,深圳,CN-GD,广东,103.198,102.235,103.0,102.902,103.813,0.008,-0.283,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,102.758,102.679,103.822,101.883,103.261,0.812,-0.06,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,city,CN-JS-NJ,南京,CN-JS,江苏,102.263,103.349,101.22,101.665,103.372,-0.177,0.201,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,city,CN-HB-WH,武汉,CN-HB,湖北,102.944,103.24,104.118,102.1,104.289,0.934,0.017,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,city,CN-SC-CD,成都,CN-SC,四川,103.88,104.077,103.216,103.865,104.973,1.056,0.253,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,city,CN-SN-XA,西安,CN-SN,陕西,103.07,101.788,102.427,102.909,103.135,0.405,-0.368,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,city,CN-JS-SZ,苏州,CN-JS,江苏,103.712,101.763,102.753,103.163,104.306,0.552,-0.48,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,city,CN-SD-QD,青岛,CN-SD,山东,103.558,104.254,104.618,103.058,103.942,-0.295,0.244,2016-01=100,国家统计局,2017-11-10,final
2017-10-01,2017,10,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,104.445,102.357,102.881,104.042,104.385,0.401,-0.496,2016-01=100,国家统计局,2017-11-10,final
2017-11-01,2017,11,national,CN,中国,,,103.366,101.389,106.242,102.644,103.421,0.549,0.008,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,region,CN-R-NC,华北,CN,中国,102.819,102.662,105.839,102.36,103.729,1.177,0.041,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,region,CN-R-NE,东北,CN,中国,102.718,104.133,102.665,101.886,102.927,0.345,0.381,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,region,CN-R-EC,华东,CN,中国,103.686,104.992,104.896,102.686,104.232,0.727,-0.344,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,region,CN-R-CC,华中,CN,中国,102.793,104.225,102.675,101.919,103.727,0.17,-0.19,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,region,CN-R-SC,华南,CN,中国,103.482,103.608,102.884,102.512,104.856,0.841,-0.307,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,region,CN-R-SW,西南,CN,中国,104.264,106.438,105.02,103.343,104.443,1.395,-0.114,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,region,CN-R-NW,西北,CN,中国,102.853,101.916,99.661,102.469,103.08,-0.012,0.237,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-BJ,北京,CN-R-NC,华北,103.982,104.446,101.192,103.062,104.772,0.695,0.035,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-TJ,天津,CN-R-NC,华北,103.981,105.456,101.062,103.135,104.613,0.359,-0.275,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-HE,河北,CN-R-NC,华北,104.775,104.816,104.194,103.852,105.406,-0.068,-0.277,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-SX,山西,CN-R-NC,华北,102.502,101.587,104.216,101.712,103.664,0.804,-0.249,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-NM,内蒙古,CN-R-NC,华北,104.363,103.156,104.344,103.266,104.652,0.694,0.384,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-LN,辽宁,CN-R-NE,东北,102.938,103.291,104.056,102.374,103.039,1.381,0.059,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-JL,吉林,CN-R-NE,东北,102.909,103.708,102.199,101.851,104.223,0.195,0.272,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-HL,黑龙江,CN-R-NE,东北,103.12,104.715,100.021,102.842,103.543,1.394,0.209,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-SH,上海,CN-R-EC,华东,103.592,103.058,101.693,102.763,104.187,1.391,0.123,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-JS,江苏,CN-R-EC,华东,102.743,101.999,105.633,101.853,103.27,0.352,-0.038,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-ZJ,浙江,CN-R-EC,华东,104.587,104.682,105.222,104.105,105.251,0.992,0.229,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-AH,安徽,CN-R-EC,华东,103.743,102.289,102.954,102.758,104.161,0.47,0.179,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-FJ,福建,CN-R-EC,华东,104.234,104.083,103.26,103.552,105.496,0.516,-0.218,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-JX,江西,CN-R-EC,华东,103.649,103.442,100.69,103.226,105.095,1.271,-0.26,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-SD,山东,CN-R-EC,华东,103.501,103.844,103.26,103.188,104.854,1.021,-0.016,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-HA,河南,CN-R-CC,华中,104.46,102.655,101.926,103.488,104.685,1.356,0.052,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-HB,湖北,CN-R-CC,华中,103.125,101.194,103.677,103.118,103.639,0.501,-0.142,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-HN,湖南,CN-R-CC,华中,102.245,100.862,100.509,101.662,103.609,1.039,-0.132,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-GD,广东,CN-R-SC,华南,104.262,106.105,102.084,103.254,105.693,1.115,0.197,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-GX,广西,CN-R-SC,华南,103.264,104.018,104.984,103.281,103.414,0.226,-0.196,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-HI,海南,CN-R-SC,华南,102.278,102.649,103.808,101.527,102.597,0.822,-0.098,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-CQ,重庆,CN-R-SW,西南,102.715,104.764,102.611,102.48,102.67,1.171,-0.186,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-SC,四川,CN-R-SW,西南,102.764,101.712,104.012,102.015,102.81,0.837,0.019,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-GZ,贵州,CN-R-SW,西南,102.256,102.894,104.185,102.157,102.412,1.334,0.282,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-YN,云南,CN-R-SW,西南,104.001,102.727,105.552,103.36,104.187,0.708,-0.244,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-XZ,西藏,CN-R-SW,西南,103.203,101.627,100.128,102.162,103.642,0.31,-0.181,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-SN,陕西,CN-R-NW,西北,104.897,104.843,107.526,104.387,104.947,-0.011,0.221,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-GS,甘肃,CN-R-NW,西北,103.576,105.584,105.228,103.423,104.555,-0.013,0.273,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-QH,青海,CN-R-NW,西北,103.975,105.353,102.546,103.734,105.188,0.979,-0.31,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-NX,宁夏,CN-R-NW,西北,103.595,105.587,104.189,103.201,104.107,0.282,0.267,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,province,CN-XJ,新疆,CN-R-NW,西北,102.735,103.578,104.817,101.717,103.849,0.992,-0.223,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,city,CN-GZ-GZ,广州,CN-GD,广东,104.489,104.635,106.009,103.592,105.081,0.91,-0.36,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,city,CN-GD-SZ,深圳,CN-GD,广东,103.602,102.311,102.142,103.537,104.532,0.781,0.366,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,103.159,101.753,100.12,102.284,104.164,0.678,0.096,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,city,CN-JS-NJ,南京,CN-JS,江苏,102.336,101.986,104.322,101.598,103.692,0.22,-0.143,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,city,CN-HB-WH,武汉,CN-HB,湖北,103.585,101.927,106.179,103.463,103.84,0.414,-0.091,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,city,CN-SC-CD,成都,CN-SC,四川,104.055,105.635,104.044,103.637,104.045,-0.266,0.231,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,city,CN-SN-XA,西安,CN-SN,陕西,102.898,103.086,101.283,101.979,102.822,-0.344,-0.112,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,city,CN-JS-SZ,苏州,CN-JS,江苏,103.547,101.73,103.787,103.078,104.87,0.556,-0.038,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,city,CN-SD-QD,青岛,CN-SD,山东,103.899,102.427,103.187,103.329,104.901,0.439,-0.031,2016-01=100,国家统计局,2017-12-11,final
2017-11-01,2017,11,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,104.313,105.685,104.48,103.444,105.394,-0.036,-0.187,2016-01=100,国家统计局,2017-12-11,final
2017-12-01,2017,12,national,CN,中国,,,103.968,105.476,104.73,102.917,105.149,1.14,0.046,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,region,CN-R-NC,华北,CN,中国,102.823,102.568,103.704,102.44,103.021,1.961,-0.013,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,region,CN-R-NE,东北,CN,中国,103.29,101.317,103.725,102.651,104.278,0.96,-0.294,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,region,CN-R-EC,华东,CN,中国,103.772,103.158,102.543,103.082,104.962,0.933,0.294,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,region,CN-R-CC,华中,CN,中国,103.306,102.493,101.695,102.34,104.556,0.614,-0.328,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,region,CN-R-SC,华南,CN,中国,103.302,101.854,105.851,103.366,104.4,1.106,-0.251,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,region,CN-R-SW,西南,CN,中国,105.211,105.588,102.769,104.76,106.528,1.223,-0.085,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,region,CN-R-NW,西北,CN,中国,103.057,104.033,99.913,102.1,103.702,1.103,0.314,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-BJ,北京,CN-R-NC,华北,104.956,103.768,103.994,104.627,105.583,0.772,0.19,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-TJ,天津,CN-R-NC,华北,104.569,105.969,105.77,103.678,104.951,1.921,-0.151,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-HE,河北,CN-R-NC,华北,104.926,105.386,104.743,104.027,106.019,0.98,-0.171,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-SX,山西,CN-R-NC,华北,102.471,102.38,101.643,102.169,103.908,0.605,0.422,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-NM,内蒙古,CN-R-NC,华北,104.704,103.084,107.732,104.312,104.638,1.139,-0.291,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-LN,辽宁,CN-R-NE,东北,103.16,101.335,103.904,103.218,104.397,1.457,-0.223,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-JL,吉林,CN-R-NE,东北,103.522,103.831,103.003,102.621,103.467,1.522,-0.137,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-HL,黑龙江,CN-R-NE,东北,102.863,101.107,102.125,102.01,103.626,1.359,0.098,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-SH,上海,CN-R-EC,华东,104.353,105.351,106.469,103.485,105.071,1.907,-0.155,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-JS,江苏,CN-R-EC,华东,103.18,105.301,104.077,102.367,104.033,1.198,-0.169,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-ZJ,浙江,CN-R-EC,华东,105.049,103.175,107.515,105.094,106.209,1.442,-0.164,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-AH,安徽,CN-R-EC,华东,104.292,105.639,101.257,104.222,104.421,1.812,0.294,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-FJ,福建,CN-R-EC,华东,104.137,102.545,106.619,103.902,105.425,0.535,-0.039,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-JX,江西,CN-R-EC,华东,103.627,104.804,106.735,103.465,104.907,2.007,0.319,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-SD,山东,CN-R-EC,华东,103.216,102.151,102.375,103.259,103.577,1.82,0.032,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-HA,河南,CN-R-CC,华中,104.249,102.59,101.732,104.017,105.161,0.724,0.257,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-HB,湖北,CN-R-CC,华中,103.34,104.622,102.78,103.14,103.29,1.862,0.138,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-HN,湖南,CN-R-CC,华中,102.668,102.374,99.577,102.24,103.008,1.194,-0.049,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-GD,广东,CN-R-SC,华南,104.451,103.858,102.837,103.684,104.556,0.345,0.35,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-GX,广西,CN-R-SC,华南,103.782,102.708,104.656,102.928,104.349,1.885,0.252,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-HI,海南,CN-R-SC,华南,103.102,101.118,100.645,102.98,103.304,0.351,-0.043,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-CQ,重庆,CN-R-SW,西南,103.225,102.688,105.257,102.187,103.734,1.734,-0.022,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-SC,四川,CN-R-SW,西南,103.549,105.101,101.486,102.477,104.028,0.633,0.395,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-GZ,贵州,CN-R-SW,西南,102.901,103.525,105.797,102.959,103.362,0.298,-0.263,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-YN,云南,CN-R-SW,西南,104.654,102.7,102.765,104.175,105.618,0.835,0.273,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-XZ,西藏,CN-R-SW,西南,103.989,102.309,103.07,103.267,104.3,0.626,0.163,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-SN,陕西,CN-R-NW,西北,105.292,105.044,103.908,104.252,105.377,1.559,-0.035,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-GS,甘肃,CN-R-NW,西北,104.194,102.618,107.33,103.107,105.327,1.967,0.173,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-QH,青海,CN-R-NW,西北,104.769,106.236,104.476,103.763,105.979,1.606,0.28,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-NX,宁夏,CN-R-NW,西北,104.097,104.684,106.652,104.09,104.067,1.397,0.3,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,province,CN-XJ,新疆,CN-R-NW,西北,103.259,103.287,105.413,103.179,103.203,0.547,0.101,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,city,CN-GZ-GZ,广州,CN-GD,广东,104.586,106.279,107.024,104.64,105.515,1.453,0.075,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,city,CN-GD-SZ,深圳,CN-GD,广东,103.618,105.309,102.364,103.304,104.185,0.309,0.056,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,103.783,103.989,104.447,102.808,104.293,1.37,0.421,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,city,CN-JS-NJ,南京,CN-JS,江苏,103.27,103.167,100.433,103.169,103.989,1.687,-0.147,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,city,CN-HB-WH,武汉,CN-HB,湖北,103.847,103.245,103.292,103.25,104.749,1.452,0.009,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,city,CN-SC-CD,成都,CN-SC,四川,104.072,104.093,107.069,103.438,105.264,0.963,0.083,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,city,CN-SN-XA,西安,CN-SN,陕西,103.556,105.086,103.837,102.574,104.008,0.542,-0.004,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,city,CN-JS-SZ,苏州,CN-JS,江苏,104.378,105.667,105.937,103.933,105.154,0.474,-0.097,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,city,CN-SD-QD,青岛,CN-SD,山东,104.016,105.774,103.015,103.718,105.479,1.24,0.323,2016-01=100,国家统计局,2018-01-10,final
2017-12-01,2017,12,city,CN-ZJ-NB,宁波,CN-ZJ,浙江,104.712,106.637,103.34,104.304,104.985,0.579,0.419,2016-01=100,国家统计局,2018-01-10,final
2018-01-01,2018,1,national,CN,中国,,,104.537,103.173,101.751,103.623,105.218,1.46,0.117,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,region,CN-R-NC,华北,CN,中国,103.691,105.386,104.335,102.657,104.598,1.255,0.119,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,region,CN-R-NE,东北,CN,中国,102.996,102.17,103.396,102.401,103.104,1.044,0.488,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,region,CN-R-EC,华东,CN,中国,103.785,102.483,102.093,102.708,104.356,1.307,-0.282,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,region,CN-R-CC,华中,CN,中国,103.397,105.169,105.185,102.831,103.359,0.586,-0.266,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,region,CN-R-SC,华南,CN,中国,103.816,103.082,103.567,103.808,104.288,2.334,0.298,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,region,CN-R-SW,西南,CN,中国,104.995,105.521,104.978,104.488,106.059,1.81,0.21,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,region,CN-R-NW,西北,CN,中国,103.641,104.279,106.282,103.208,104.185,2.307,-0.141,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-BJ,北京,CN-R-NC,华北,105.289,105.039,107.624,104.697,106.23,2.092,0.075,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-TJ,天津,CN-R-NC,华北,104.549,103.418,104.564,103.723,105.079,1.826,0.002,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-HE,河北,CN-R-NC,华北,104.937,106.134,105.327,103.9,105.571,1.637,0.366,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-SX,山西,CN-R-NC,华北,102.872,104.691,103.942,102.514,104.132,1.986,0.06,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-NM,内蒙古,CN-R-NC,华北,104.317,102.75,102.74,103.353,105.602,0.631,-0.224,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-LN,辽宁,CN-R-NE,东北,103.479,103.907,101.307,103.427,103.64,2.36,-0.096,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-JL,吉林,CN-R-NE,东北,103.608,105.395,100.738,102.788,105.066,0.733,0.093,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-HL,黑龙江,CN-R-NE,东北,103.256,102.621,100.079,102.633,103.682,1.896,-0.086,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-SH,上海,CN-R-EC,华东,104.836,102.847,106.109,104.068,105.045,1.888,0.108,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-JS,江苏,CN-R-EC,华东,103.425,102.551,104.916,102.861,104.376,2.105,-0.121,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-ZJ,浙江,CN-R-EC,华东,105.305,104.716,105.861,105.252,106.505,1.445,-0.122,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-AH,安徽,CN-R-EC,华东,104.792,102.781,105.93,103.801,105.063,1.19,0.1,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-FJ,福建,CN-R-EC,华东,104.675,105.05,106.808,104.31,104.618,0.902,0.419,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-JX,江西,CN-R-EC,华东,104.488,104.594,102.421,103.924,104.666,1.859,-0.219,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-SD,山东,CN-R-EC,华东,103.649,103.746,105.187,103.539,103.553,1.717,0.066,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-HA,河南,CN-R-CC,华中,104.935,103.858,104.215,104.609,105.674,1.267,0.295,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-HB,湖北,CN-R-CC,华中,103.692,104.926,101.542,103.79,105.029,2.012,0.391,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-HN,湖南,CN-R-CC,华中,103.325,101.536,103.526,103.284,103.451,2.035,-0.18,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-GD,广东,CN-R-SC,华南,104.974,104.171,103.659,104.727,104.921,1.559,0.078,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-GX,广西,CN-R-SC,华南,103.981,102.804,101.484,103.207,104.303,1.922,0.409,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-HI,海南,CN-R-SC,华南,103.62,105.379,102.435,103.224,104.18,1.202,0.133,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-CQ,重庆,CN-R-SW,西南,103.723,104.824,102.029,102.85,104.324,1.745,0.234,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-SC,四川,CN-R-SW,西南,103.624,103.963,103.623,102.66,103.887,2.241,0.223,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-GZ,贵州,CN-R-SW,西南,103.261,104.394,103.311,102.189,104.474,0.901,0.246,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-YN,云南,CN-R-SW,西南,104.717,104.753,105.372,104.78,104.851,2.307,0.223,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-XZ,西藏,CN-R-SW,西南,104.53,106.522,102.408,104.53,105.781,2.077,0.428,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-SN,陕西,CN-R-NW,西北,105.592,107.393,108.11,105.43,106.666,0.616,0.294,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-GS,甘肃,CN-R-NW,西北,104.429,106.029,106.348,104.205,105.623,1.007,0.385,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-QH,青海,CN-R-NW,西北,105.016,104.688,106.084,104.093,105.52,0.684,0.307,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-NX,宁夏,CN-R-NW,西北,104.391,102.606,102.374,104.444,105.194,0.824,-0.271,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,province,CN-XJ,新疆,CN-R-NW,西北,103.806,102.525,103.226,103.098,104.659,1.175,0.147,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,city,CN-GZ-GZ,广州,CN-GD,广东,104.909,104.069,101.788,104.717,105.818,1.154,-0.064,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,city,CN-GD-SZ,深圳,CN-GD,广东,104.072,105.737,102.104,103.351,105.356,1.693,-0.172,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,city,CN-ZJ-HZ,杭州,CN-ZJ,浙江,103.882,104.294,101.579,103.114,104.781,0.817,-0.05,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,city,CN-JS-NJ,南京,CN-JS,江苏,103.514,104.522,104.827,102.785,104.805,1.991,0.261,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,city,CN-HB-WH,武汉,CN-HB,湖北,104.285,103.384,105.452,104.306,105.214,1.336,-0.095,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,city,CN-SC-CD,成都,CN-SC,四川,104.4,105.122,107.371,103.713,105.114,1.659,0.38,2016-01=100,国家统计局,2018-02-10,final
2018-01-01,2018,1,city,CN-SN-XA,西安,CN-SN,陕西,104.033,104.333,102.552,103.211,104.571,1.684,-0.03,2016-01=100,国家统计局,2018-02-10,final
